sim,ate,type,run,j,n,d
44,38.250014275702895,hybrid_gn,4,1,100,ks
45,40.05263939535788,old,5,1,100,ks
45,40.06369837222566,boot,5,1,100,ks
45,40.045323646073086,all_boot,5,1,100,ks
45,34.41650886601408,null,5,1,100,ks
45,38.96713144525979,gn,5,1,100,ks
45,34.41650886601408,hybrid_gn,5,1,100,ks
46,40.03292763940986,old,6,1,100,ks
46,40.03262878121403,boot,6,1,100,ks
46,40.03594183119574,all_boot,6,1,100,ks
46,37.55792036694892,null,6,1,100,ks
46,39.08542197490119,gn,6,1,100,ks
46,37.55792036694892,hybrid_gn,6,1,100,ks
47,39.878300568101864,old,7,1,100,ks
47,39.85746091915188,boot,7,1,100,ks
47,39.8798924960534,all_boot,7,1,100,ks
47,34.916523284361006,null,7,1,100,ks
47,37.776358200301146,gn,7,1,100,ks
47,34.916523284361006,hybrid_gn,7,1,100,ks
48,39.7950256894773,old,8,1,100,ks
48,39.8009005976742,boot,8,1,100,ks
48,39.80555753631872,all_boot,8,1,100,ks
48,39.548785579980375,null,8,1,100,ks
48,39.76711966084076,gn,8,1,100,ks
48,39.548785579980375,hybrid_gn,8,1,100,ks
49,39.88770960346673,old,9,1,100,ks
49,39.879486340882046,boot,9,1,100,ks
49,39.88037282552388,all_boot,9,1,100,ks
49,34.40719249062019,null,9,1,100,ks
49,39.04121730133972,gn,9,1,100,ks
49,34.40719249062019,hybrid_gn,9,1,100,ks
50,39.58791677957641,old,10,1,100,ks
50,39.59786959909412,boot,10,1,100,ks
50,39.58375425121294,all_boot,10,1,100,ks
50,34.40156866269275,null,10,1,100,ks
50,38.10803664178361,gn,10,1,100,ks
50,34.40156866269275,hybrid_gn,10,1,100,ks
51,41.739078025700906,old,1,2,100,ks
51,41.871342933341566,boot,1,2,100,ks
51,41.96337104012411,all_boot,1,2,100,ks
51,39.68820098956524,null,1,2,100,ks
51,39.772916764069024,gn,1,2,100,ks
51,39.68820098956524,hybrid_gn,1,2,100,ks
52,40.29911596158823,old,2,2,100,ks
52,40.205084119312524,boot,2,2,100,ks
52,40.51678376050524,all_boot,2,2,100,ks
52,33.15607999156906,null,2,2,100,ks
52,33.475600972574526,gn,2,2,100,ks
52,33.15607999156906,hybrid_gn,2,2,100,ks
53,39.674814697560755,old,3,2,100,ks
53,39.65511929945265,boot,3,2,100,ks
53,39.66079812112179,all_boot,3,2,100,ks
53,39.243716393448544,null,3,2,100,ks
53,40.4022503845332,gn,3,2,100,ks
53,39.243716393448544,hybrid_gn,3,2,100,ks
54,41.309117560346586,old,4,2,100,ks
54,41.51305438033859,boot,4,2,100,ks
54,41.4199831446775,all_boot,4,2,100,ks
54,36.027751872067455,null,4,2,100,ks
54,35.50819211939305,gn,4,2,100,ks
54,36.027751872067455,hybrid_gn,4,2,100,ks
55,40.134326395173446,old,5,2,100,ks
55,40.339857285396235,boot,5,2,100,ks
55,40.02691650636196,all_boot,5,2,100,ks
55,34.41650886601314,null,5,2,100,ks
55,33.62298801722024,gn,5,2,100,ks
55,34.41650886601314,hybrid_gn,5,2,100,ks
56,35.59540809121287,old,6,2,100,ks
56,35.52566425815277,boot,6,2,100,ks
56,35.85249923693308,all_boot,6,2,100,ks
56,28.948058425823106,null,6,2,100,ks
56,30.547157076481643,gn,6,2,100,ks
56,28.948058425823106,hybrid_gn,6,2,100,ks
57,38.19919344768134,old,7,2,100,ks
57,38.170030092044534,boot,7,2,100,ks
57,38.260190093755554,all_boot,7,2,100,ks
57,32.074122609059486,null,7,2,100,ks
57,32.528751248629916,gn,7,2,100,ks
57,32.074122609059486,hybrid_gn,7,2,100,ks
58,37.59260238426589,old,8,2,100,ks
58,37.858636430123994,boot,8,2,100,ks
58,37.85246612755134,all_boot,8,2,100,ks
58,35.90757053694563,null,8,2,100,ks
58,37.58837687814866,gn,8,2,100,ks
58,35.90757053694563,hybrid_gn,8,2,100,ks
59,39.7864965995271,old,9,2,100,ks
59,39.84952229052089,boot,9,2,100,ks
59,39.8032336317528,all_boot,9,2,100,ks
59,34.407192490615174,null,9,2,100,ks
59,38.0615772164326,gn,9,2,100,ks
59,34.407192490615174,hybrid_gn,9,2,100,ks
60,38.62543617066533,old,10,2,100,ks
60,38.62702613666846,boot,10,2,100,ks
60,38.62958159797762,all_boot,10,2,100,ks
60,34.401568662692846,null,10,2,100,ks
60,36.78336248007865,gn,10,2,100,ks
60,34.401568662692846,hybrid_gn,10,2,100,ks
61,39.90963015340474,old,1,3,100,ks
61,39.88618670838754,boot,1,3,100,ks
61,39.90411804338112,all_boot,1,3,100,ks
61,33.33215924398508,null,1,3,100,ks
61,39.833261305719176,gn,1,3,100,ks
61,33.33215924398508,hybrid_gn,1,3,100,ks
62,40.03341168110651,old,2,3,100,ks
62,40.03956912146623,boot,2,3,100,ks
62,40.03472020594195,all_boot,2,3,100,ks
62,27.01229360137098,null,2,3,100,ks
62,34.36566851373965,gn,2,3,100,ks
62,27.01229360137098,hybrid_gn,2,3,100,ks
63,39.944315104984526,old,3,3,100,ks
63,39.94819952945547,boot,3,3,100,ks
63,39.94220283526768,all_boot,3,3,100,ks
63,39.896845128964124,null,3,3,100,ks
63,40.25746736781422,gn,3,3,100,ks
63,39.896845128964124,hybrid_gn,3,3,100,ks
64,39.67118075794774,old,4,3,100,ks
64,39.67513759758124,boot,4,3,100,ks
64,39.67357153593198,all_boot,4,3,100,ks
64,34.544301299590174,null,4,3,100,ks
64,38.42207924143205,gn,4,3,100,ks
64,34.544301299590174,hybrid_gn,4,3,100,ks
65,39.95164893164478,old,5,3,100,ks
65,39.95503158032702,boot,5,3,100,ks
65,39.94952387697306,all_boot,5,3,100,ks
65,30.542835667188264,null,5,3,100,ks
65,35.2695745981441,gn,5,3,100,ks
65,30.542835667188264,hybrid_gn,5,3,100,ks
66,40.04293588733074,old,6,3,100,ks
66,40.04188858620504,boot,6,3,100,ks
66,40.04477346022499,all_boot,6,3,100,ks
66,31.51212165200906,null,6,3,100,ks
66,37.92071985485141,gn,6,3,100,ks
66,31.51212165200906,hybrid_gn,6,3,100,ks
67,39.8831868057888,old,7,3,100,ks
67,39.84924937630856,boot,7,3,100,ks
67,39.883539425831856,all_boot,7,3,100,ks
67,29.503445512729755,null,7,3,100,ks
67,34.5681159759579,gn,7,3,100,ks
67,29.503445512729755,hybrid_gn,7,3,100,ks
68,39.76154246159075,old,8,3,100,ks
68,39.771091106189346,boot,8,3,100,ks
68,39.75331503494629,all_boot,8,3,100,ks
68,34.16803546916793,null,8,3,100,ks
68,38.558819731141824,gn,8,3,100,ks
68,34.16803546916793,hybrid_gn,8,3,100,ks
69,39.87548678609181,old,9,3,100,ks
69,39.869877413456265,boot,9,3,100,ks
69,39.870404976444654,all_boot,9,3,100,ks
69,34.59800813538454,null,9,3,100,ks
69,38.69787412929384,gn,9,3,100,ks
69,34.59800813538454,hybrid_gn,9,3,100,ks
70,39.556346623030876,old,10,3,100,ks
70,39.55783865450319,boot,10,3,100,ks
70,39.55281888501081,all_boot,10,3,100,ks
70,41.42733529038192,null,10,3,100,ks
70,39.46582425274958,gn,10,3,100,ks
70,41.42733529038192,hybrid_gn,10,3,100,ks
71,40.793294689702876,old,1,4,100,ks
71,40.911989564941706,boot,1,4,100,ks
71,40.815863043201084,all_boot,1,4,100,ks
71,33.33215924398557,null,1,4,100,ks
71,39.406187663068,gn,1,4,100,ks
71,33.33215924398557,hybrid_gn,1,4,100,ks
72,36.114336234411034,old,2,4,100,ks
72,36.25355071564803,boot,2,4,100,ks
72,36.13461800842155,all_boot,2,4,100,ks
72,27.012293601371276,null,2,4,100,ks
72,31.789668850860274,gn,2,4,100,ks
72,27.012293601371276,hybrid_gn,2,4,100,ks
73,39.95253903785158,old,3,4,100,ks
73,40.04881009119765,boot,3,4,100,ks
73,39.993377474820605,all_boot,3,4,100,ks
73,39.73227751150693,null,3,4,100,ks
73,39.98208644365099,gn,3,4,100,ks
73,39.73227751150693,hybrid_gn,3,4,100,ks
74,37.1506567564394,old,4,4,100,ks
74,37.161430890153675,boot,4,4,100,ks
74,37.362502138534865,all_boot,4,4,100,ks
74,34.54430129958993,null,4,4,100,ks
74,34.849083822198274,gn,4,4,100,ks
74,34.54430129958993,hybrid_gn,4,4,100,ks
75,34.781751556612306,old,5,4,100,ks
75,34.774741294036225,boot,5,4,100,ks
75,34.550031824681724,all_boot,5,4,100,ks
75,30.542835667186985,null,5,4,100,ks
75,32.184774540190794,gn,5,4,100,ks
75,30.542835667186985,hybrid_gn,5,4,100,ks
76,30.156143517552024,old,6,4,100,ks
76,29.90100246807822,boot,6,4,100,ks
76,30.38086965264359,all_boot,6,4,100,ks
76,31.512121652008812,null,6,4,100,ks
76,29.3265583538139,gn,6,4,100,ks
76,31.512121652008812,hybrid_gn,6,4,100,ks
77,32.854726724160365,old,7,4,100,ks
77,32.78518667135747,boot,7,4,100,ks
77,32.94110037128578,all_boot,7,4,100,ks
77,29.503445512729186,null,7,4,100,ks
77,31.641659177550117,gn,7,4,100,ks
77,29.503445512729186,hybrid_gn,7,4,100,ks
78,36.92190892871443,old,8,4,100,ks
78,36.70193373826725,boot,8,4,100,ks
78,36.949314521127896,all_boot,8,4,100,ks
78,34.16803546916817,null,8,4,100,ks
78,37.35154120954354,gn,8,4,100,ks
78,34.16803546916817,hybrid_gn,8,4,100,ks
79,38.80124022795666,old,9,4,100,ks
79,38.926968396698065,boot,9,4,100,ks
79,38.7221677056899,all_boot,9,4,100,ks
79,34.598008135384916,null,9,4,100,ks
79,38.069462764060624,gn,9,4,100,ks
79,34.598008135384916,hybrid_gn,9,4,100,ks
80,38.21729336046185,old,10,4,100,ks
80,38.237920174511316,boot,10,4,100,ks
80,38.09695637573116,all_boot,10,4,100,ks
80,41.42733529038283,null,10,4,100,ks
80,37.629162321520965,gn,10,4,100,ks
80,41.42733529038283,hybrid_gn,10,4,100,ks
81,40.10770041250688,old,1,1,50,ld
81,40.10714604601935,boot,1,1,50,ld
81,40.10723315566045,all_boot,1,1,50,ld
81,41.37024095936377,null,1,1,50,ld
81,40.11314929635699,gn,1,1,50,ld
81,41.37024095936377,hybrid_gn,1,1,50,ld
82,40.127945167832564,old,2,1,50,ld
82,40.12629692486147,boot,2,1,50,ld
82,40.13144195469364,all_boot,2,1,50,ld
82,32.72083724957982,null,2,1,50,ld
82,37.184407163503984,gn,2,1,50,ld
82,32.72083724957982,hybrid_gn,2,1,50,ld
83,40.212285072518895,old,3,1,50,ld
83,40.212315898799176,boot,3,1,50,ld
83,40.21233514965537,all_boot,3,1,50,ld
83,41.09703580568151,null,3,1,50,ld
83,40.3736760592046,gn,3,1,50,ld
83,41.09703580568151,hybrid_gn,3,1,50,ld
84,40.02559415960729,old,4,1,50,ld
84,40.01005561703555,boot,4,1,50,ld
84,40.02259692000503,all_boot,4,1,50,ld
84,34.889460776215515,null,4,1,50,ld
84,37.62497810233489,gn,4,1,50,ld
84,34.889460776215515,hybrid_gn,4,1,50,ld
85,40.03219891817527,old,5,1,50,ld
85,40.01272663659726,boot,5,1,50,ld
85,40.02150066043292,all_boot,5,1,50,ld
85,28.660967103091732,null,5,1,50,ld
85,38.250059765592,gn,5,1,50,ld
85,28.660967103091732,hybrid_gn,5,1,50,ld
86,39.780016464930306,old,6,1,50,ld
86,39.80109973932919,boot,6,1,50,ld
86,39.765543991038086,all_boot,6,1,50,ld
86,22.32808974113374,null,6,1,50,ld
86,33.458990721946265,gn,6,1,50,ld
86,22.32808974113374,hybrid_gn,6,1,50,ld
87,40.16794127277808,old,7,1,50,ld
87,40.168123892978095,boot,7,1,50,ld
87,40.168080359170204,all_boot,7,1,50,ld
87,38.654849211477426,null,7,1,50,ld
87,40.00966599407196,gn,7,1,50,ld
87,38.654849211477426,hybrid_gn,7,1,50,ld
88,40.15568150375529,old,8,1,50,ld
88,40.14447458916394,boot,8,1,50,ld
88,40.16016868101384,all_boot,8,1,50,ld
88,29.769005374377564,null,8,1,50,ld
88,35.63894765693689,gn,8,1,50,ld
88,29.769005374377564,hybrid_gn,8,1,50,ld
89,40.377810731230454,old,9,1,50,ld
89,40.36202949909824,boot,9,1,50,ld
89,40.370338519471275,all_boot,9,1,50,ld
89,29.246386906313052,null,9,1,50,ld
89,35.729019268875476,gn,9,1,50,ld
89,29.246386906313052,hybrid_gn,9,1,50,ld
90,39.80940215064533,old,10,1,50,ld
90,39.821273752031495,boot,10,1,50,ld
90,39.77262432124312,all_boot,10,1,50,ld
90,34.567728621935935,null,10,1,50,ld
90,39.25141457943172,gn,10,1,50,ld
90,34.567728621935935,hybrid_gn,10,1,50,ld
91,37.4671793555708,old,1,2,50,ld
91,37.416000666882994,boot,1,2,50,ld
91,37.511087875342646,all_boot,1,2,50,ld
91,35.80306165474979,null,1,2,50,ld
91,36.24506242826154,gn,1,2,50,ld
91,35.80306165474979,hybrid_gn,1,2,50,ld
92,39.240725012259745,old,2,2,50,ld
92,39.21116280236804,boot,2,2,50,ld
92,39.28241640222092,all_boot,2,2,50,ld
92,32.7208372495803,null,2,2,50,ld
92,35.28167948051909,gn,2,2,50,ld
92,32.7208372495803,hybrid_gn,2,2,50,ld
93,37.14262705935227,old,3,2,50,ld
93,37.08620110475607,boot,3,2,50,ld
93,37.07601696373318,all_boot,3,2,50,ld
93,40.88871545486674,null,3,2,50,ld
93,36.95099444136275,gn,3,2,50,ld
93,40.88871545486674,hybrid_gn,3,2,50,ld
94,39.365381519951455,old,4,2,50,ld
94,39.11228017422518,boot,4,2,50,ld
94,39.36629945532976,all_boot,4,2,50,ld
94,34.889460776216076,null,4,2,50,ld
94,36.985607310799054,gn,4,2,50,ld
94,34.889460776216076,hybrid_gn,4,2,50,ld
95,39.33211490066936,old,5,2,50,ld
95,38.944195432680495,boot,5,2,50,ld
95,39.26866465043559,all_boot,5,2,50,ld
95,29.26793281593444,null,5,2,50,ld
95,31.621868973494934,gn,5,2,50,ld
95,29.26793281593444,hybrid_gn,5,2,50,ld
96,38.010073222231604,old,6,2,50,ld
96,38.02048251154206,boot,6,2,50,ld
96,38.15188114170955,all_boot,6,2,50,ld
96,22.32808974113394,null,6,2,50,ld
96,33.0843191329279,gn,6,2,50,ld
96,22.32808974113394,hybrid_gn,6,2,50,ld
97,38.26892522201653,old,7,2,50,ld
97,38.40583953236722,boot,7,2,50,ld
97,38.7411634823867,all_boot,7,2,50,ld
97,30.202781056107334,null,7,2,50,ld
97,30.76009289624529,gn,7,2,50,ld
97,30.202781056107334,hybrid_gn,7,2,50,ld
98,36.70096523556513,old,8,2,50,ld
98,36.43521252105949,boot,8,2,50,ld
98,36.72934643446268,all_boot,8,2,50,ld
98,29.769005374377496,null,8,2,50,ld
98,30.639084617905183,gn,8,2,50,ld
98,29.769005374377496,hybrid_gn,8,2,50,ld
99,39.752593050574674,old,9,2,50,ld
99,39.68117987549165,boot,9,2,50,ld
99,39.696917075542096,all_boot,9,2,50,ld
99,29.897319911411955,null,9,2,50,ld
99,32.305549235850805,gn,9,2,50,ld
99,29.897319911411955,hybrid_gn,9,2,50,ld
100,37.60689492703719,old,10,2,50,ld
100,37.58531430126657,boot,10,2,50,ld
100,37.77989613613833,all_boot,10,2,50,ld
100,34.567728621936126,null,10,2,50,ld
100,34.34377168720469,gn,10,2,50,ld
100,34.567728621936126,hybrid_gn,10,2,50,ld
101,40.108310871444864,old,1,3,50,ld
101,40.104701582275034,boot,1,3,50,ld
101,40.10611799087172,all_boot,1,3,50,ld
101,35.205469324817464,null,1,3,50,ld
101,39.38585192858804,gn,1,3,50,ld
101,35.205469324817464,hybrid_gn,1,3,50,ld
102,40.100437461886564,old,2,3,50,ld
102,40.10540653773476,boot,2,3,50,ld
102,40.11978440431828,all_boot,2,3,50,ld
102,33.03458981042967,null,2,3,50,ld
102,35.04746258319885,gn,2,3,50,ld
