sim,ate,type,run,j,n,d
44,20.80534412360201,hybrid_gn,44,1,50,ks
45,39.86350553475932,old,45,1,50,ks
45,39.86419070255711,boot,45,1,50,ks
45,39.873492393567034,all_boot,45,1,50,ks
45,33.701872857115276,null,45,1,50,ks
45,38.44274958270757,gn,45,1,50,ks
45,33.701872857115276,hybrid_gn,45,1,50,ks
46,39.44456289368391,old,46,1,50,ks
46,39.42512675902437,boot,46,1,50,ks
46,39.41516026418894,all_boot,46,1,50,ks
46,37.150789159401576,null,46,1,50,ks
46,39.21161210264313,gn,46,1,50,ks
46,37.150789159401576,hybrid_gn,46,1,50,ks
47,39.68720531208943,old,47,1,50,ks
47,39.68967280801853,boot,47,1,50,ks
47,39.72954783443422,all_boot,47,1,50,ks
47,40.266734828847895,null,47,1,50,ks
47,39.8273314126001,gn,47,1,50,ks
47,40.266734828847895,hybrid_gn,47,1,50,ks
48,40.109495092002874,old,48,1,50,ks
48,40.11407742656375,boot,48,1,50,ks
48,40.116767586200126,all_boot,48,1,50,ks
48,29.720446343939688,null,48,1,50,ks
48,38.09521458773203,gn,48,1,50,ks
48,29.720446343939688,hybrid_gn,48,1,50,ks
49,39.9739051543593,old,49,1,50,ks
49,39.967434842890604,boot,49,1,50,ks
49,39.971562434054846,all_boot,49,1,50,ks
49,30.512072070034883,null,49,1,50,ks
49,36.325667886617,gn,49,1,50,ks
49,30.512072070034883,hybrid_gn,49,1,50,ks
50,40.47207686801137,old,50,1,50,ks
50,40.484953751620765,boot,50,1,50,ks
50,40.493584966488854,all_boot,50,1,50,ks
50,32.296890038368495,null,50,1,50,ks
50,39.873720561084575,gn,50,1,50,ks
50,32.296890038368495,hybrid_gn,50,1,50,ks
51,39.81158194496713,old,51,1,50,ks
51,39.80162060229495,boot,51,1,50,ks
51,39.7977396906619,all_boot,51,1,50,ks
51,32.68879546869168,null,51,1,50,ks
51,38.65475491075103,gn,51,1,50,ks
51,32.68879546869168,hybrid_gn,51,1,50,ks
52,40.16096999017421,old,52,1,50,ks
52,40.15712718382456,boot,52,1,50,ks
52,40.022036111747305,all_boot,52,1,50,ks
52,30.99654661933242,null,52,1,50,ks
52,37.56201760964376,gn,52,1,50,ks
52,30.99654661933242,hybrid_gn,52,1,50,ks
53,39.861917723013214,old,53,1,50,ks
53,39.87384646824376,boot,53,1,50,ks
53,39.885138472201476,all_boot,53,1,50,ks
53,40.91239394629889,null,53,1,50,ks
53,39.948552619902955,gn,53,1,50,ks
53,40.91239394629889,hybrid_gn,53,1,50,ks
54,39.60841646791143,old,54,1,50,ks
54,39.607278463418375,boot,54,1,50,ks
54,39.60192017963314,all_boot,54,1,50,ks
54,31.55454609846152,null,54,1,50,ks
54,39.51636076340674,gn,54,1,50,ks
54,31.55454609846152,hybrid_gn,54,1,50,ks
55,39.798621027299625,old,55,1,50,ks
55,39.82705993401968,boot,55,1,50,ks
55,39.85673466004176,all_boot,55,1,50,ks
55,21.514182196183537,null,55,1,50,ks
55,36.14280963442298,gn,55,1,50,ks
55,21.514182196183537,hybrid_gn,55,1,50,ks
56,39.96010057909069,old,56,1,50,ks
56,39.946105350486484,boot,56,1,50,ks
56,39.98774861840671,all_boot,56,1,50,ks
56,38.46040447502076,null,56,1,50,ks
56,40.04637384959622,gn,56,1,50,ks
56,38.46040447502076,hybrid_gn,56,1,50,ks
57,40.21081889103621,old,57,1,50,ks
57,40.2111099554743,boot,57,1,50,ks
57,40.21114360655724,all_boot,57,1,50,ks
57,38.43284517035409,null,57,1,50,ks
57,39.80401004232143,gn,57,1,50,ks
57,38.43284517035409,hybrid_gn,57,1,50,ks
58,40.484015278762136,old,58,1,50,ks
58,40.484644182997656,boot,58,1,50,ks
58,40.49256729606263,all_boot,58,1,50,ks
58,21.520340402561434,null,58,1,50,ks
58,35.48861872273057,gn,58,1,50,ks
58,21.520340402561434,hybrid_gn,58,1,50,ks
59,40.48909470792382,old,59,1,50,ks
59,40.501694254417956,boot,59,1,50,ks
59,40.50186260005765,all_boot,59,1,50,ks
59,43.73872561231677,null,59,1,50,ks
59,41.66565291944076,gn,59,1,50,ks
59,43.73872561231677,hybrid_gn,59,1,50,ks
60,40.310181926475906,old,60,1,50,ks
60,40.30805737915262,boot,60,1,50,ks
60,40.289903726704274,all_boot,60,1,50,ks
60,31.137342771670767,null,60,1,50,ks
60,37.363688369192396,gn,60,1,50,ks
60,31.137342771670767,hybrid_gn,60,1,50,ks
61,39.97375123380873,old,61,1,50,ks
61,39.972150725997366,boot,61,1,50,ks
61,39.97458747929646,all_boot,61,1,50,ks
61,40.75421236320471,null,61,1,50,ks
61,40.10159664592914,gn,61,1,50,ks
61,40.75421236320471,hybrid_gn,61,1,50,ks
62,40.067665914961054,old,62,1,50,ks
62,40.047651157636246,boot,62,1,50,ks
62,40.0018900717639,all_boot,62,1,50,ks
62,32.779810256255374,null,62,1,50,ks
62,38.1407305129074,gn,62,1,50,ks
62,32.779810256255374,hybrid_gn,62,1,50,ks
63,39.69370062501199,old,63,1,50,ks
63,39.70393656186568,boot,63,1,50,ks
63,39.716021526914304,all_boot,63,1,50,ks
63,29.881568785198247,null,63,1,50,ks
63,37.553478848533736,gn,63,1,50,ks
63,29.881568785198247,hybrid_gn,63,1,50,ks
64,39.67380174181089,old,64,1,50,ks
64,39.753274618016505,boot,64,1,50,ks
64,39.699873418439466,all_boot,64,1,50,ks
64,23.129590540975197,null,64,1,50,ks
64,34.39783664414935,gn,64,1,50,ks
64,23.129590540975197,hybrid_gn,64,1,50,ks
65,39.43729217985838,old,65,1,50,ks
65,39.44437407561677,boot,65,1,50,ks
65,39.43746915696383,all_boot,65,1,50,ks
65,36.008697919750645,null,65,1,50,ks
65,38.67639286853169,gn,65,1,50,ks
65,36.008697919750645,hybrid_gn,65,1,50,ks
66,40.19747363777833,old,66,1,50,ks
66,40.19448552623478,boot,66,1,50,ks
66,40.17274654440985,all_boot,66,1,50,ks
66,34.899678136615385,null,66,1,50,ks
66,38.8738464306969,gn,66,1,50,ks
66,34.899678136615385,hybrid_gn,66,1,50,ks
67,39.75524426491466,old,67,1,50,ks
67,39.834843522989864,boot,67,1,50,ks
67,39.83180391289832,all_boot,67,1,50,ks
67,31.196552196602884,null,67,1,50,ks
67,36.44402448611338,gn,67,1,50,ks
67,31.196552196602884,hybrid_gn,67,1,50,ks
68,40.10877085929945,old,68,1,50,ks
68,40.106355160357,boot,68,1,50,ks
68,40.10680888127415,all_boot,68,1,50,ks
68,40.097093142012064,null,68,1,50,ks
68,39.92470248962346,gn,68,1,50,ks
68,40.097093142012064,hybrid_gn,68,1,50,ks
69,40.32724306833828,old,69,1,50,ks
69,40.31526161045139,boot,69,1,50,ks
69,40.33012691998211,all_boot,69,1,50,ks
69,36.583413993894794,null,69,1,50,ks
69,40.33095367623547,gn,69,1,50,ks
69,36.583413993894794,hybrid_gn,69,1,50,ks
70,40.11508122306974,old,70,1,50,ks
70,40.115993845363235,boot,70,1,50,ks
70,40.11503570415428,all_boot,70,1,50,ks
70,41.89669466217321,null,70,1,50,ks
70,39.91044265679605,gn,70,1,50,ks
70,41.89669466217321,hybrid_gn,70,1,50,ks
71,40.44583505108302,old,71,1,50,ks
71,40.45216768403229,boot,71,1,50,ks
71,40.45545250312139,all_boot,71,1,50,ks
71,37.438351621153274,null,71,1,50,ks
71,40.435556719960395,gn,71,1,50,ks
71,37.438351621153274,hybrid_gn,71,1,50,ks
72,40.46992055543611,old,72,1,50,ks
72,40.46126079510476,boot,72,1,50,ks
72,40.46563714870818,all_boot,72,1,50,ks
72,29.460589538014396,null,72,1,50,ks
72,39.48789957574986,gn,72,1,50,ks
72,29.460589538014396,hybrid_gn,72,1,50,ks
73,39.45014179112654,old,73,1,50,ks
73,39.450342156697516,boot,73,1,50,ks
73,39.44985333591784,all_boot,73,1,50,ks
73,29.342107624498613,null,73,1,50,ks
73,37.046182174171356,gn,73,1,50,ks
73,29.342107624498613,hybrid_gn,73,1,50,ks
74,39.760700624528084,old,74,1,50,ks
74,39.76054228985428,boot,74,1,50,ks
74,39.761058636418845,all_boot,74,1,50,ks
74,43.89104580124627,null,74,1,50,ks
74,40.48996939457898,gn,74,1,50,ks
74,43.89104580124627,hybrid_gn,74,1,50,ks
75,40.358979823407864,old,75,1,50,ks
75,40.30479734147835,boot,75,1,50,ks
75,40.30440584847145,all_boot,75,1,50,ks
75,40.370840738386114,null,75,1,50,ks
75,37.78761502091454,gn,75,1,50,ks
75,40.370840738386114,hybrid_gn,75,1,50,ks
76,39.66968943090088,old,76,1,50,ks
76,39.65754271484208,boot,76,1,50,ks
76,39.652358602803744,all_boot,76,1,50,ks
76,32.10019729750721,null,76,1,50,ks
76,39.712834842356386,gn,76,1,50,ks
76,32.10019729750721,hybrid_gn,76,1,50,ks
77,39.58049302608358,old,77,1,50,ks
77,39.58898747297529,boot,77,1,50,ks
77,39.53950582734141,all_boot,77,1,50,ks
77,29.933429335610818,null,77,1,50,ks
77,37.43902316546566,gn,77,1,50,ks
77,29.933429335610818,hybrid_gn,77,1,50,ks
78,40.228730853108345,old,78,1,50,ks
78,40.227092503993184,boot,78,1,50,ks
78,40.21976709433887,all_boot,78,1,50,ks
78,40.19415367852071,null,78,1,50,ks
78,39.918788640074084,gn,78,1,50,ks
78,40.19415367852071,hybrid_gn,78,1,50,ks
79,39.575921731880634,old,79,1,50,ks
79,39.5932563571708,boot,79,1,50,ks
79,39.57418761991508,all_boot,79,1,50,ks
79,29.387525754162542,null,79,1,50,ks
79,35.09592005197529,gn,79,1,50,ks
79,29.387525754162542,hybrid_gn,79,1,50,ks
80,40.19740157450711,old,80,1,50,ks
80,40.19369871152099,boot,80,1,50,ks
80,40.19191866616819,all_boot,80,1,50,ks
80,36.216281012736594,null,80,1,50,ks
80,39.33394127620369,gn,80,1,50,ks
80,36.216281012736594,hybrid_gn,80,1,50,ks
81,40.688647020137054,old,81,1,50,ks
81,40.68769988448817,boot,81,1,50,ks
81,40.687774800884426,all_boot,81,1,50,ks
81,30.98059904876661,null,81,1,50,ks
81,38.560032036825504,gn,81,1,50,ks
81,30.98059904876661,hybrid_gn,81,1,50,ks
82,40.042925403507596,old,82,1,50,ks
82,40.045442018839694,boot,82,1,50,ks
82,40.04268838091754,all_boot,82,1,50,ks
82,42.42030301820648,null,82,1,50,ks
82,41.845981838689426,gn,82,1,50,ks
82,42.42030301820648,hybrid_gn,82,1,50,ks
83,40.10567203035946,old,83,1,50,ks
83,40.108049865228054,boot,83,1,50,ks
83,40.102011813034046,all_boot,83,1,50,ks
83,40.01153656745856,null,83,1,50,ks
83,40.07912501027256,gn,83,1,50,ks
83,40.01153656745856,hybrid_gn,83,1,50,ks
84,39.459571930229735,old,84,1,50,ks
84,39.479097887037454,boot,84,1,50,ks
84,39.481516424886664,all_boot,84,1,50,ks
84,30.54660872898873,null,84,1,50,ks
84,35.21014421516903,gn,84,1,50,ks
84,30.54660872898873,hybrid_gn,84,1,50,ks
85,39.619568300041536,old,85,1,50,ks
85,39.66031683975654,boot,85,1,50,ks
85,39.63726847220548,all_boot,85,1,50,ks
85,40.35277076004315,null,85,1,50,ks
85,39.916131224288314,gn,85,1,50,ks
85,40.35277076004315,hybrid_gn,85,1,50,ks
86,39.8355302195457,old,86,1,50,ks
86,39.8346788225038,boot,86,1,50,ks
86,39.83113712502154,all_boot,86,1,50,ks
86,36.13574456161873,null,86,1,50,ks
86,38.92228030125631,gn,86,1,50,ks
86,36.13574456161873,hybrid_gn,86,1,50,ks
87,40.53827856969762,old,87,1,50,ks
87,40.46983616725347,boot,87,1,50,ks
87,40.46641273408885,all_boot,87,1,50,ks
87,35.218466621813846,null,87,1,50,ks
87,39.42413358071426,gn,87,1,50,ks
87,35.218466621813846,hybrid_gn,87,1,50,ks
88,39.53132996718076,old,88,1,50,ks
88,39.508229150781595,boot,88,1,50,ks
88,39.53446358493541,all_boot,88,1,50,ks
88,37.17200006483334,null,88,1,50,ks
88,38.189707312259834,gn,88,1,50,ks
88,37.17200006483334,hybrid_gn,88,1,50,ks
89,39.856161458903024,old,89,1,50,ks
89,39.86250451312754,boot,89,1,50,ks
89,39.85852398080272,all_boot,89,1,50,ks
89,29.026930231890525,null,89,1,50,ks
89,36.434034030343504,gn,89,1,50,ks
89,29.026930231890525,hybrid_gn,89,1,50,ks
90,39.82011983398309,old,90,1,50,ks
90,39.828188721360675,boot,90,1,50,ks
90,39.864854631415284,all_boot,90,1,50,ks
90,29.699633854066562,null,90,1,50,ks
90,36.74765440813595,gn,90,1,50,ks
90,29.699633854066562,hybrid_gn,90,1,50,ks
91,40.53704781690005,old,91,1,50,ks
91,40.537123848890396,boot,91,1,50,ks
91,40.53747851400861,all_boot,91,1,50,ks
91,21.64766953313039,null,91,1,50,ks
91,30.06879580381616,gn,91,1,50,ks
91,21.64766953313039,hybrid_gn,91,1,50,ks
92,40.39704343106703,old,92,1,50,ks
92,40.39379233001876,boot,92,1,50,ks
92,40.39587446141253,all_boot,92,1,50,ks
92,38.2178210632388,null,92,1,50,ks
92,40.78002567062478,gn,92,1,50,ks
92,38.2178210632388,hybrid_gn,92,1,50,ks
93,40.2521981539258,old,93,1,50,ks
93,40.19832028075131,boot,93,1,50,ks
93,40.190688661201676,all_boot,93,1,50,ks
93,40.17204282989521,null,93,1,50,ks
93,40.75984462200246,gn,93,1,50,ks
93,40.17204282989521,hybrid_gn,93,1,50,ks
94,40.755162897359355,old,94,1,50,ks
94,40.75787041956057,boot,94,1,50,ks
94,40.749496809695124,all_boot,94,1,50,ks
94,39.0570475766141,null,94,1,50,ks
94,39.65674714378762,gn,94,1,50,ks
94,39.0570475766141,hybrid_gn,94,1,50,ks
95,39.68038345658309,old,95,1,50,ks
95,39.67737561341269,boot,95,1,50,ks
95,39.709268093616096,all_boot,95,1,50,ks
95,35.31283503375086,null,95,1,50,ks
95,37.73819316197144,gn,95,1,50,ks
95,35.31283503375086,hybrid_gn,95,1,50,ks
96,40.37003021144568,old,96,1,50,ks
96,40.37281972948455,boot,96,1,50,ks
96,40.374746066163915,all_boot,96,1,50,ks
96,39.00837544514771,null,96,1,50,ks
96,40.36492052342748,gn,96,1,50,ks
96,39.00837544514771,hybrid_gn,96,1,50,ks
97,40.27094774635196,old,97,1,50,ks
97,40.27246582144221,boot,97,1,50,ks
97,40.27087635374811,all_boot,97,1,50,ks
97,34.22156015373093,null,97,1,50,ks
97,38.39198394833899,gn,97,1,50,ks
97,34.22156015373093,hybrid_gn,97,1,50,ks
98,40.28941458539737,old,98,1,50,ks
98,40.29148915940652,boot,98,1,50,ks
98,40.295805198199055,all_boot,98,1,50,ks
98,40.36261613623478,null,98,1,50,ks
98,40.57255699480464,gn,98,1,50,ks
98,40.36261613623478,hybrid_gn,98,1,50,ks
99,39.114184958090604,old,99,1,50,ks
99,39.098761741747886,boot,99,1,50,ks
99,39.080371545678375,all_boot,99,1,50,ks
99,32.74606267783747,null,99,1,50,ks
99,38.52143951694067,gn,99,1,50,ks
99,32.74606267783747,hybrid_gn,99,1,50,ks
100,39.64744371270083,old,100,1,50,ks
100,39.64799842347556,boot,100,1,50,ks
100,39.64404080581771,all_boot,100,1,50,ks
100,34.7164757796883,null,100,1,50,ks
100,37.91424489251983,gn,100,1,50,ks
100,34.7164757796883,hybrid_gn,100,1,50,ks
101,40.17302513562294,old,101,1,50,ks
101,40.18293268236237,boot,101,1,50,ks
101,40.171701803773885,all_boot,101,1,50,ks
101,29.722192797224697,null,101,1,50,ks
101,38.353930118287124,gn,101,1,50,ks
101,29.722192797224697,hybrid_gn,101,1,50,ks
102,39.349928885931206,old,102,1,50,ks
102,39.36525206707996,boot,102,1,50,ks
102,39.36487105666534,all_boot,102,1,50,ks
102,40.4405344872685,null,102,1,50,ks
102,39.641687119599624,gn,102,1,50,ks
