sim,b,est,shrinkage_factor,type,run,j,n,d
6,0.10608096512831976,ate_strat,0,shrunk,6,2,500,ld
7,2.308363231093739e-18,ate_ipw_2,0,old,7,2,500,ld
7,0.09021436873522984,ate_regr,0,old,7,2,500,ld
7,0.9097856312647703,ate_dr,0,old,7,2,500,ld
7,0,ate_strat,0,old,7,2,500,ld
7,0,ate_ipw_2,0,boot,7,2,500,ld
7,0.10620150822200164,ate_regr,0,boot,7,2,500,ld
7,0.8937984917779981,ate_dr,0,boot,7,2,500,ld
7,0,ate_strat,0,boot,7,2,500,ld
7,0,ate_ipw_2,0,all_boot,7,2,500,ld
7,0.08163639683318796,ate_regr,0,all_boot,7,2,500,ld
7,0.918363603166812,ate_dr,0,all_boot,7,2,500,ld
7,0,ate_strat,0,all_boot,7,2,500,ld
7,0,ate_ipw_2,0,null,7,2,500,ld
7,0,ate_regr,0,null,7,2,500,ld
7,1,ate_dr,0,null,7,2,500,ld
7,-7.360736609037521e-17,ate_strat,0,null,7,2,500,ld
7,0,ate_ipw_2,0,gn,7,2,500,ld
7,-4.983408261713042e-16,ate_regr,0,gn,7,2,500,ld
7,1.0000000000000009,ate_dr,0,gn,7,2,500,ld
7,-1.1230092874934379e-15,ate_strat,0,gn,7,2,500,ld
7,0,ate_ipw_2,0,hybrid_gn,7,2,500,ld
7,0,ate_regr,0,hybrid_gn,7,2,500,ld
7,1,ate_dr,0,hybrid_gn,7,2,500,ld
7,-1.6087802454674457e-17,ate_strat,0,hybrid_gn,7,2,500,ld
7,0,ate_ipw_2,0,none,7,2,500,ld
7,0.25333054789653797,ate_regr,0,none,7,2,500,ld
7,0.5987524916272461,ate_dr,0,none,7,2,500,ld
7,0.14791696047621583,ate_strat,0,none,7,2,500,ld
7,0,ate_ipw_2,0,shrunk,7,2,500,ld
7,0.25332741305594464,ate_regr,0,shrunk,7,2,500,ld
7,0.5987600461377676,ate_dr,0,shrunk,7,2,500,ld
7,0.14791254080628774,ate_strat,0,shrunk,7,2,500,ld
8,-1.0827735529213113e-17,ate_ipw_2,0,old,8,2,500,ld
8,0.04815020414888796,ate_regr,0,old,8,2,500,ld
8,0.9518497958511122,ate_dr,0,old,8,2,500,ld
8,2.7755575615628914e-17,ate_strat,0,old,8,2,500,ld
8,-1.020120933845445e-17,ate_ipw_2,0,boot,8,2,500,ld
8,0.039018297787703715,ate_regr,0,boot,8,2,500,ld
8,0.9609817022122962,ate_dr,0,boot,8,2,500,ld
8,2.7755575615628914e-17,ate_strat,0,boot,8,2,500,ld
8,0,ate_ipw_2,0,all_boot,8,2,500,ld
8,0.04677745680270387,ate_regr,0,all_boot,8,2,500,ld
8,0.953222543197296,ate_dr,0,all_boot,8,2,500,ld
8,0,ate_strat,0,all_boot,8,2,500,ld
8,-1.6697942914926063e-17,ate_ipw_2,0,null,8,2,500,ld
8,0.0641956297000488,ate_regr,0,null,8,2,500,ld
8,0.9358043702999513,ate_dr,0,null,8,2,500,ld
8,2.7755575615628914e-17,ate_strat,0,null,8,2,500,ld
8,0,ate_ipw_2,0,gn,8,2,500,ld
8,1.2913485768202512e-15,ate_regr,0,gn,8,2,500,ld
8,1.0000000000000004,ate_dr,0,gn,8,2,500,ld
8,-6.178045318232382e-16,ate_strat,0,gn,8,2,500,ld
8,-2.0628513893780606e-17,ate_ipw_2,0,hybrid_gn,8,2,500,ld
8,0.059667699824978576,ate_regr,0,hybrid_gn,8,2,500,ld
8,0.9403323001750212,ate_dr,0,hybrid_gn,8,2,500,ld
8,0,ate_strat,0,hybrid_gn,8,2,500,ld
8,0,ate_ipw_2,0,none,8,2,500,ld
8,0.42729222424466956,ate_regr,0,none,8,2,500,ld
8,0.5727077757553305,ate_dr,0,none,8,2,500,ld
8,0,ate_strat,0,none,8,2,500,ld
8,-3.051066875690833e-20,ate_ipw_2,0,shrunk,8,2,500,ld
8,0.42727876641307727,ate_regr,0,shrunk,8,2,500,ld
8,0.5727212335869228,ate_dr,0,shrunk,8,2,500,ld
8,0,ate_strat,0,shrunk,8,2,500,ld
9,0.03830051010495581,ate_ipw_2,0,old,9,2,500,ld
9,0.04524142455945872,ate_regr,0,old,9,2,500,ld
9,0.9164580653355855,ate_dr,0,old,9,2,500,ld
9,0,ate_strat,0,old,9,2,500,ld
9,0.03625600289797944,ate_ipw_2,0,boot,9,2,500,ld
9,0.051651372582116106,ate_regr,0,boot,9,2,500,ld
9,0.9120926245199045,ate_dr,0,boot,9,2,500,ld
9,0,ate_strat,0,boot,9,2,500,ld
9,0.03583503567696336,ate_ipw_2,0,all_boot,9,2,500,ld
9,0.046090977301333796,ate_regr,0,all_boot,9,2,500,ld
9,0.9180739870217027,ate_dr,0,all_boot,9,2,500,ld
9,-1.3877787807814457e-17,ate_strat,0,all_boot,9,2,500,ld
9,0,ate_ipw_2,0,null,9,2,500,ld
9,-2.236313910077342e-17,ate_regr,0,null,9,2,500,ld
9,1,ate_dr,0,null,9,2,500,ld
9,-4.618687109050837e-17,ate_strat,0,null,9,2,500,ld
9,0,ate_ipw_2,0,gn,9,2,500,ld
9,-3.7078023627529703e-16,ate_regr,0,gn,9,2,500,ld
9,0.9999999999999991,ate_dr,0,gn,9,2,500,ld
9,-8.881784197001252e-16,ate_strat,0,gn,9,2,500,ld
9,0,ate_ipw_2,0,hybrid_gn,9,2,500,ld
9,7.408535792505415e-17,ate_regr,0,hybrid_gn,9,2,500,ld
9,0.9999999999999997,ate_dr,0,hybrid_gn,9,2,500,ld
9,8.819300467399885e-17,ate_strat,0,hybrid_gn,9,2,500,ld
9,0.04724320237915716,ate_ipw_2,0,none,9,2,500,ld
9,0.22407961427999606,ate_regr,0,none,9,2,500,ld
9,0.7220895496566363,ate_dr,0,none,9,2,500,ld
9,0.006587633684210507,ate_strat,0,none,9,2,500,ld
9,0.04724404533404244,ate_ipw_2,0,shrunk,9,2,500,ld
9,0.22407713488445666,ate_regr,0,shrunk,9,2,500,ld
9,0.7220943663615984,ate_dr,0,shrunk,9,2,500,ld
9,0.006584453419902481,ate_strat,0,shrunk,9,2,500,ld
10,0.005338267469685118,ate_ipw_2,0,old,10,2,500,ld
10,0.1656724515996193,ate_regr,0,old,10,2,500,ld
10,0.8289892809306955,ate_dr,0,old,10,2,500,ld
10,2.7755575615628914e-17,ate_strat,0,old,10,2,500,ld
10,4.368872630886589e-4,ate_ipw_2,0,boot,10,2,500,ld
10,0.17221121445120524,ate_regr,0,boot,10,2,500,ld
10,0.827351898285706,ate_dr,0,boot,10,2,500,ld
10,0,ate_strat,0,boot,10,2,500,ld
10,0,ate_ipw_2,0,all_boot,10,2,500,ld
10,0.15026426638585352,ate_regr,0,all_boot,10,2,500,ld
10,0.8497357336141462,ate_dr,0,all_boot,10,2,500,ld
10,-3.7456680371388996e-19,ate_strat,0,all_boot,10,2,500,ld
10,0,ate_ipw_2,0,null,10,2,500,ld
10,0.17602131267438853,ate_regr,0,null,10,2,500,ld
10,0.8239786873256117,ate_dr,0,null,10,2,500,ld
10,-2.600164706645714e-17,ate_strat,0,null,10,2,500,ld
10,0,ate_ipw_2,0,gn,10,2,500,ld
10,-5.841304750479635e-16,ate_regr,0,gn,10,2,500,ld
10,1.0000000000000027,ate_dr,0,gn,10,2,500,ld
10,0,ate_strat,0,gn,10,2,500,ld
10,0.0010235157780353193,ate_ipw_2,0,hybrid_gn,10,2,500,ld
10,0.18208255449660599,ate_regr,0,hybrid_gn,10,2,500,ld
10,0.8168939297253588,ate_dr,0,hybrid_gn,10,2,500,ld
10,0,ate_strat,0,hybrid_gn,10,2,500,ld
10,0.02354214365407002,ate_ipw_2,0,none,10,2,500,ld
10,0.7276573872032888,ate_regr,0,none,10,2,500,ld
10,0.19123686281890853,ate_dr,0,none,10,2,500,ld
10,0.05756360632373268,ate_strat,0,none,10,2,500,ld
10,0.0235424447093608,ate_ipw_2,0,shrunk,10,2,500,ld
10,0.7276487854408872,ate_regr,0,shrunk,10,2,500,ld
10,0.19124930782354863,ate_dr,0,shrunk,10,2,500,ld
10,0.05755946202620337,ate_strat,0,shrunk,10,2,500,ld
11,0,ate_ipw_2,0,old,11,2,500,ld
11,0.02468507726490978,ate_regr,0,old,11,2,500,ld
11,0.9753149227350901,ate_dr,0,old,11,2,500,ld
11,-7.770111113314949e-18,ate_strat,0,old,11,2,500,ld
11,0,ate_ipw_2,0,boot,11,2,500,ld
11,0.04934610259829072,ate_regr,0,boot,11,2,500,ld
11,0.9506538974017091,ate_dr,0,boot,11,2,500,ld
11,-3.995239399004383e-18,ate_strat,0,boot,11,2,500,ld
11,-3.469446951953614e-18,ate_ipw_2,0,all_boot,11,2,500,ld
11,0.024821474519105338,ate_regr,0,all_boot,11,2,500,ld
11,0.9751785254808945,ate_dr,0,all_boot,11,2,500,ld
11,-1.0484826157927404e-17,ate_strat,0,all_boot,11,2,500,ld
11,0,ate_ipw_2,0,null,11,2,500,ld
11,0.05331868883029292,ate_regr,0,null,11,2,500,ld
11,0.946681311169707,ate_dr,0,null,11,2,500,ld
11,1.973580750580534e-17,ate_strat,0,null,11,2,500,ld
11,1,ate_ipw_2,0,gn,11,2,500,ld
11,-4.930380657631324e-32,ate_regr,0,gn,11,2,500,ld
11,0,ate_dr,0,gn,11,2,500,ld
11,7.740340803311782e-18,ate_strat,0,gn,11,2,500,ld
11,3.469446951953614e-18,ate_ipw_2,0,hybrid_gn,11,2,500,ld
11,0.05813747981050442,ate_regr,0,hybrid_gn,11,2,500,ld
11,0.9418625201894957,ate_dr,0,hybrid_gn,11,2,500,ld
11,9.626325925317043e-18,ate_strat,0,hybrid_gn,11,2,500,ld
11,0,ate_ipw_2,0,none,11,2,500,ld
11,0.18026719220331672,ate_regr,0,none,11,2,500,ld
11,0.8197328077966834,ate_dr,0,none,11,2,500,ld
11,1.398575145489662e-18,ate_strat,0,none,11,2,500,ld
11,0,ate_ipw_2,0,shrunk,11,2,500,ld
11,0.18026264765299346,ate_regr,0,shrunk,11,2,500,ld
11,0.8197373523470064,ate_dr,0,shrunk,11,2,500,ld
11,-2.7337999414515772e-17,ate_strat,0,shrunk,11,2,500,ld
12,0.06548718922421413,ate_ipw_2,0,old,12,2,500,ld
12,0.04352899573151714,ate_regr,0,old,12,2,500,ld
12,0.8909838150442686,ate_dr,0,old,12,2,500,ld
12,0,ate_strat,0,old,12,2,500,ld
12,0.06621944973498209,ate_ipw_2,0,boot,12,2,500,ld
12,0.02230096947093496,ate_regr,0,boot,12,2,500,ld
12,0.911479580794083,ate_dr,0,boot,12,2,500,ld
12,0,ate_strat,0,boot,12,2,500,ld
12,0.06511981353560747,ate_ipw_2,0,all_boot,12,2,500,ld
12,0.04277140981764277,ate_regr,0,all_boot,12,2,500,ld
12,0.8921087766467496,ate_dr,0,all_boot,12,2,500,ld
12,0,ate_strat,0,all_boot,12,2,500,ld
12,0.07531710131076433,ate_ipw_2,0,null,12,2,500,ld
12,0.23726230712329116,ate_regr,0,null,12,2,500,ld
12,0.6874205915659446,ate_dr,0,null,12,2,500,ld
12,-1.734723475976807e-18,ate_strat,0,null,12,2,500,ld
12,0,ate_ipw_2,0,gn,12,2,500,ld
12,-1.1108918954131805e-15,ate_regr,0,gn,12,2,500,ld
12,1.0000000000000027,ate_dr,0,gn,12,2,500,ld
12,4.938046421390096e-16,ate_strat,0,gn,12,2,500,ld
12,0.054365376466291054,ate_ipw_2,0,hybrid_gn,12,2,500,ld
12,0.24297222406427732,ate_regr,0,hybrid_gn,12,2,500,ld
12,0.7026623994694315,ate_dr,0,hybrid_gn,12,2,500,ld
12,0,ate_strat,0,hybrid_gn,12,2,500,ld
12,0.03244463774816027,ate_ipw_2,0,none,12,2,500,ld
12,0.3610071918285371,ate_regr,0,none,12,2,500,ld
12,0.4971167665655269,ate_dr,0,none,12,2,500,ld
12,0.10943140385777561,ate_strat,0,none,12,2,500,ld
12,0.032447161660512217,ate_ipw_2,0,shrunk,12,2,500,ld
12,0.3609973937286579,ate_regr,0,shrunk,12,2,500,ld
12,0.49713797198539966,ate_dr,0,shrunk,12,2,500,ld
12,0.1094174726254302,ate_strat,0,shrunk,12,2,500,ld
13,1.734723475976807e-18,ate_ipw_2,0,old,13,2,500,ld
13,0.08029865580993183,ate_regr,0,old,13,2,500,ld
13,0.9197013441900684,ate_dr,0,old,13,2,500,ld
13,4.790163566049614e-18,ate_strat,0,old,13,2,500,ld
13,0,ate_ipw_2,0,boot,13,2,500,ld
13,0.09379170570933319,ate_regr,0,boot,13,2,500,ld
13,0.9062082942906671,ate_dr,0,boot,13,2,500,ld
13,2.7567538850736257e-18,ate_strat,0,boot,13,2,500,ld
13,0,ate_ipw_2,0,all_boot,13,2,500,ld
13,0.075499424417321,ate_regr,0,all_boot,13,2,500,ld
13,0.9245005755826792,ate_dr,0,all_boot,13,2,500,ld
13,0,ate_strat,0,all_boot,13,2,500,ld
13,6.6838717851754145e-19,ate_ipw_2,0,null,13,2,500,ld
13,0.15331301123699373,ate_regr,0,null,13,2,500,ld
13,0.846686988763006,ate_dr,0,null,13,2,500,ld
13,0,ate_strat,0,null,13,2,500,ld
13,0.9999999999999976,ate_ipw_2,0,gn,13,2,500,ld
13,1.2503263819253805e-15,ate_regr,0,gn,13,2,500,ld
13,0,ate_dr,0,gn,13,2,500,ld
13,1.0698886367509233e-16,ate_strat,0,gn,13,2,500,ld
13,3.469446951953614e-18,ate_ipw_2,0,hybrid_gn,13,2,500,ld
13,0.14876022441612186,ate_regr,0,hybrid_gn,13,2,500,ld
13,0.8512397755838782,ate_dr,0,hybrid_gn,13,2,500,ld
13,-5.724351073758665e-18,ate_strat,0,hybrid_gn,13,2,500,ld
13,0,ate_ipw_2,0,none,13,2,500,ld
13,0.506715423636223,ate_regr,0,none,13,2,500,ld
13,0.43186337086350357,ate_dr,0,none,13,2,500,ld
13,0.06142120550027345,ate_strat,0,none,13,2,500,ld
13,0,ate_ipw_2,0,shrunk,13,2,500,ld
13,0.5067040954602209,ate_regr,0,shrunk,13,2,500,ld
13,0.43187710438735183,ate_dr,0,shrunk,13,2,500,ld
13,0.06141880015242718,ate_strat,0,shrunk,13,2,500,ld
14,0,ate_ipw_2,0,old,14,2,500,ld
14,0.1635109485905081,ate_regr,0,old,14,2,500,ld
14,0.8364890514094918,ate_dr,0,old,14,2,500,ld
14,1.4693089489650681e-16,ate_strat,0,old,14,2,500,ld
14,0,ate_ipw_2,0,boot,14,2,500,ld
14,0.20074151478025498,ate_regr,0,boot,14,2,500,ld
14,0.7992584852197451,ate_dr,0,boot,14,2,500,ld
14,7.327765151966221e-17,ate_strat,0,boot,14,2,500,ld
14,0,ate_ipw_2,0,all_boot,14,2,500,ld
14,0.1488927448871785,ate_regr,0,all_boot,14,2,500,ld
14,0.8511072551128215,ate_dr,0,all_boot,14,2,500,ld
14,-8.495351013908212e-17,ate_strat,0,all_boot,14,2,500,ld
14,-3.4454852956794837e-17,ate_ipw_2,0,null,14,2,500,ld
14,0.40198313051415596,ate_regr,0,null,14,2,500,ld
14,0.598016869485844,ate_dr,0,null,14,2,500,ld
14,0,ate_strat,0,null,14,2,500,ld
14,0.9999999999999987,ate_ipw_2,0,gn,14,2,500,ld
14,5.087075001075855e-16,ate_regr,0,gn,14,2,500,ld
14,0,ate_dr,0,gn,14,2,500,ld
14,0,ate_strat,0,gn,14,2,500,ld
14,-1.0201872033505116e-17,ate_ipw_2,0,hybrid_gn,14,2,500,ld
14,0.3933611036450192,ate_regr,0,hybrid_gn,14,2,500,ld
14,0.6066388963549808,ate_dr,0,hybrid_gn,14,2,500,ld
14,0,ate_strat,0,hybrid_gn,14,2,500,ld
14,0,ate_ipw_2,0,none,14,2,500,ld
14,0.7185941058651195,ate_regr,0,none,14,2,500,ld
14,0.17129783264344373,ate_dr,0,none,14,2,500,ld
14,0.1101080614914369,ate_strat,0,none,14,2,500,ld
14,0,ate_ipw_2,0,shrunk,14,2,500,ld
