theta_0,n,j,d,true_var,asymp_var,boot_var,true_se,asymp_se,boot_se,bias,asymp_ci_coverage,boot_nci_coverage,boot_qci_coverage,nsim,asymp_se_ratio,boot_se_ratio
ate_regr,500,2,ld,0.030985197171615214,0.03146576411944788,0.031028858010152864,0.17602612638928125,0.17689721422531737,0.17615010079518226,-0.4534797930223827,0.2622478386167147,0.25936599423631124,0.23487031700288186,694,1.004948628103704,1.000704295484108
ate_sr,500,1,ks,0.011010433094666637,0.042920871650896204,0.03371765464837594,0.10493061085625413,0.1692727675733894,0.183623676709666,-0.0056527450850885905,0.9721485411140584,1,0.9535809018567639,754,1.6131876693758933,1.7499533759620878
ate_sr,500,1,ld,0.01467626768368346,0.019477456925064588,0.01722493387624793,0.1211456465733848,0.13421582773262317,0.1312437955723924,-0.01047411943610154,0.9597855227882037,0.9664879356568364,0.9517426273458445,746,1.1078881621331809,1.083355442681059
ate_sr,500,2,ks,0.5879052230144557,1.087576575602513,0.994192318188217,0.7667497786204152,1.035605579909834,0.9970919306604668,-1.5255030521837072,0.7327707454289732,0.7158931082981715,0.7510548523206751,711,1.3506434677727084,1.3004137183508522
ate_sr,500,2,ld,0.024469030726690825,0.029936593147118034,0.036016852830042995,0.1564257994280062,0.17160423985388268,0.18978106552035953,-0.19139210603697826,0.8170028818443804,0.8688760806916427,0.8054755043227666,694,1.0970328454857106,1.2132337901696635
ate_strat,500,1,ks,1.024826135918584,2.401619992884878,1.7470178379872086,1.0123369675748208,1.527064312687316,1.3217480236365813,-1.3970575647273826,0.9230769230769231,0.8779840848806366,0.8395225464190982,754,1.5084545577206259,1.305640380596782
ate_strat,500,1,ld,0.05158813402495054,0.0630551248962901,0.05865981029450417,0.2271302138090627,0.24821640525466063,0.24219787425678238,-0.47410232201079894,0.5375335120643432,0.5187667560321716,0.3739946380697051,746,1.0928374569458383,1.066339304643927
ate_strat,500,2,ks,1.3140430574189725,2.5125545620162026,2.2270220921633537,1.1463171713879945,1.5599646366280804,1.4923210419220636,-1.7861267354182937,0.8509142053445851,0.8424753867791842,0.8284106891701828,711,1.360849052570005,1.3018395599143975
ate_strat,500,2,ld,0.04894269697617769,0.06345615327100011,0.05810253502739857,0.2212299640107047,0.24899103108664947,0.24104467433942317,-0.5202113373427473,0.43515850144092216,0.414985590778098,0.32132564841498557,694,1.1254851131947095,1.0895661237270722
cal_match_both,500,1,ks,0.03275706436863242,0.13896394216304875,0.0969871604481126,0.1809891277636102,0.37127319682048,0.3114276167074985,-0.04148642168572493,1,0.9986737400530504,1,754,2.0513563516666022,1.72069792564697
cal_match_both,500,1,ld,0.015316206859616916,0.026183123948606914,0.02305805815955579,0.12375866377598345,0.16090769790281342,0.1518488003230707,-0.013599457317189567,0.985254691689008,0.9785522788203753,0.9758713136729222,746,1.3001731999472275,1.2269751118025436
cal_match_both,500,2,ks,1.1405864033714708,3.797185709109256,2.7482152365005295,1.0679823984371049,1.9365894048279275,1.6577741813952012,-0.23924095355969846,0.9985935302390999,0.9887482419127989,1,711,1.8133158445887778,1.5522485986858987
cal_match_both,500,2,ld,0.021126225288910006,0.044479460632806486,0.03656862692683936,0.14534863359835898,0.20945640596878037,0.19122925227809515,-0.035916544242626226,0.984149855907781,0.984149855907781,0.9812680115273775,694,1.441062091767371,1.3156590987055152
cal_match_prog,500,1,ks,0.013788875851002507,0.019202563120400456,0.01717406214121684,0.11742604417676049,0.13823873854543117,0.13104984601752434,-0.010669674823301901,0.9787798408488063,0.9721485411140584,0.9602122015915119,754,1.1772408711762572,1.11602027417577
cal_match_prog,500,1,ld,0.015316135605593154,0.024546164325610513,0.02164619812992423,0.12375837590075733,0.1560485673924679,0.14712646984796526,-0.016164537287566897,0.985254691689008,0.9772117962466488,0.9731903485254692,746,1.2609131806771954,1.188820302279556
cal_match_prog,500,2,ks,4.8152915036014585,5.76773990718835,5.516549254917121,2.194377247330426,2.3864719787645736,2.3487335427666376,-8.924264632868264,0.01969057665260197,0.02390998593530239,0.004219409282700422,711,1.0875395202296418,1.0703417316343367
cal_match_prog,500,2,ld,0.04216951880140163,0.06197711987259813,0.05674000662228409,0.20535218236337696,0.2480043722430978,0.23820160919331357,-0.45717127232972476,0.5432276657060519,0.5144092219020173,0.45677233429394815,694,1.207702637434096,1.159966290359693
cal_match_ps,500,1,ks,0.980957389203581,6.967394839969674,3.3719312370863594,0.9904329301894101,2.6259349383447317,1.8362819056687236,-0.1888751249674344,1,0.9986737400530504,1,754,2.6513001116012456,1.854019439072521
cal_match_ps,500,1,ld,0.02338653910775585,0.06865800397316404,0.049566801667206624,0.15292658077572993,0.25996324755912165,0.22263602958013473,-0.022623982470882063,0.9973190348525469,0.9906166219839142,0.9986595174262735,746,1.6999219248899788,1.4558360518544202
cal_match_ps,500,2,ks,1.6740936030722826,7.2805601751122255,4.960535874201793,1.2938676914863756,2.6851924490069172,2.227226049192536,-0.30721669355528786,1,0.9971870604781997,1,711,2.075322281153963,1.7213707891831913
cal_match_ps,500,2,ld,0.02416583664569942,0.06922253030120663,0.051402152622065336,0.15545364790090782,0.26100814578264303,0.22672042832983827,-0.03187888473473563,0.9985590778097982,0.9899135446685879,0.9971181556195965,694,1.6790094623512453,1.4584439245475838
match_both,500,1,ks,0.14290427307615491,0.2462555948070345,0.22478622544066051,0.3780268152871631,0.49170272053461767,0.47411625730474644,-0.6605393053943688,0.8289124668435013,0.7758620689655172,0.5649867374005305,754,1.3007085758218029,1.2541868410699655
match_both,500,1,ld,0.02645565576269609,0.030006386340223158,0.030030284269292846,0.16265194669199656,0.17165287307862181,0.1732924818602724,-0.2519738370656551,0.7198391420911529,0.7345844504021448,0.5375335120643432,746,1.055338571530716,1.0654190459117292
match_both,500,2,ks,0.4596722559743225,0.7617709684435975,0.7400448725545651,0.6779913391587848,0.8682097913007498,0.8602586079514492,-1.471357800992239,0.6230661040787623,0.6230661040787623,0.45850914205344584,711,1.2805617729246774,1.2688342140458782
match_both,500,2,ld,0.03139528773168179,0.03633750099204277,0.03559541463716586,0.17718715453350956,0.18880889534380713,0.18866747106262347,-0.3410002027609137,0.5778097982708934,0.579250720461095,0.4034582132564842,694,1.065590199475209,1.0647920361909913
match_prog,500,1,ks,0.09101350208542154,0.1208134421133902,0.11907935211508638,0.301684441238559,0.34132691508730406,0.34507876219072997,-0.6133578641015264,0.6246684350132626,0.6286472148541115,0.19496021220159152,754,1.1314037730484003,1.1438401025058387
match_prog,500,1,ld,0.02663300242697017,0.027886651692871505,0.028320602382176496,0.16319620837191706,0.16558932288710762,0.16828726149705003,-0.2743297418132868,0.6340482573726541,0.646112600536193,0.4383378016085791,746,1.014664032571987,1.0311959032377191
match_prog,500,2,ks,4.31827350873537,4.441563147827094,4.489373894812076,2.0780455983292017,2.0889720072067255,2.1188142662376226,-8.7968467195164,0.005625879043600563,0.011251758087201125,0.0014064697609001407,711,1.0052580217134355,1.019618755209799
match_prog,500,2,ld,0.0479836622556779,0.05241420340137639,0.05119981611659964,0.21905173419920212,0.22748102641789528,0.22627376365058244,-0.6741589498790631,0.14985590778097982,0.14121037463976946,0.06628242074927954,694,1.03848082851071,1.0329695150681286
match_ps,500,1,ks,0.9094069350427599,3.3857383258420652,2.1894139971349453,0.9536283002526508,1.8203649362817524,1.4796668534284823,-0.8351715177641575,0.9973474801061007,0.980106100795756,0.9880636604774535,754,1.9088830897735225,1.5516180182954562
match_ps,500,1,ld,0.03717822937437519,0.052674903775727665,0.0489174484606347,0.19281656924231172,0.22681565951323987,0.22117289268948556,-0.2685348716602313,0.8176943699731903,0.8163538873994638,0.6876675603217158,746,1.1763286755102547,1.1470637277626208
match_ps,500,2,ks,1.263290802664005,3.5375927437717696,2.9152382772009764,1.1239621001902178,1.8600533933950387,1.707406886831893,-1.021594357751018,0.9845288326300985,0.9774964838255977,0.9859353023909986,711,1.6549075748018958,1.5190964949289072
match_ps,500,2,ld,0.037462546629704434,0.05377318387872204,0.05022713881176281,0.19355243896604463,0.22914487645264206,0.22411412006333473,-0.28754506575477706,0.8069164265129684,0.7997118155619597,0.6570605187319885,694,1.1838904106645822,1.157898713447117
