sim,ate,type,true_ate,run,j,n,d
13,1.7126030619342447,hybrid_gn,2,13,2,500,ld
13,1.5167888633485058,none,2,13,2,500,ld
13,1.5167952237171969,shrunk,2,13,2,500,ld
14,2.197927290898426,old,2,14,2,500,ld
14,2.167817221912366,boot,2,14,2,500,ld
14,2.2097497036900093,all_boot,2,14,2,500,ld
14,2.005063883654439,null,2,14,2,500,ld
14,2.7786506387140655,gn,2,14,2,500,ld
14,2.012036912818333,hybrid_gn,2,14,2,500,ld
14,1.6544527475353097,none,2,14,2,500,ld
14,1.6544711162528318,shrunk,2,14,2,500,ld
15,1.9029533620686343,old,2,15,2,500,ld
15,1.9099811791793067,boot,2,15,2,500,ld
15,1.9065698707658136,all_boot,2,15,2,500,ld
15,1.8588833179203597,null,2,15,2,500,ld
15,1.9595715014566768,gn,2,15,2,500,ld
15,1.8643813339507727,hybrid_gn,2,15,2,500,ld
15,1.708288955402879,none,2,15,2,500,ld
15,1.7082935406828115,shrunk,2,15,2,500,ld
16,1.8777653535398613,old,2,16,2,500,ld
16,1.8868927381012253,boot,2,16,2,500,ld
16,1.8738652825618396,all_boot,2,16,2,500,ld
16,1.761109561999652,null,2,16,2,500,ld
16,1.9406084636695022,gn,2,16,2,500,ld
16,1.7666303174037399,hybrid_gn,2,16,2,500,ld
16,1.7096263794335846,none,2,16,2,500,ld
16,1.7096297821593291,shrunk,2,16,2,500,ld
17,1.7765068467966998,old,2,17,2,500,ld
17,1.7760665791834307,boot,2,17,2,500,ld
17,1.7747899182043307,all_boot,2,17,2,500,ld
17,1.7942053307805919,null,2,17,2,500,ld
17,1.799877767304301,gn,2,17,2,500,ld
17,1.7871987525602722,hybrid_gn,2,17,2,500,ld
17,1.7353365644332523,none,2,17,2,500,ld
17,1.7353403896493096,shrunk,2,17,2,500,ld
18,2.100643768390484,old,2,18,2,500,ld
18,2.094164476404001,boot,2,18,2,500,ld
18,2.1011659010189523,all_boot,2,18,2,500,ld
18,2.0640889503440385,null,2,18,2,500,ld
18,2.1234030778958237,gn,2,18,2,500,ld
18,2.060491577869157,hybrid_gn,2,18,2,500,ld
18,2.0269825305980955,none,2,18,2,500,ld
18,2.0269855566841986,shrunk,2,18,2,500,ld
19,1.9837515495747022,old,2,19,2,500,ld
19,1.9720239565210753,boot,2,19,2,500,ld
19,1.9870218716081034,all_boot,2,19,2,500,ld
19,1.5869132995440105,null,2,19,2,500,ld
19,2.9968465638426993,gn,2,19,2,500,ld
19,1.5789075899483846,hybrid_gn,2,19,2,500,ld
19,1.41802874281299,none,2,19,2,500,ld
19,1.4180434146443357,shrunk,2,19,2,500,ld
20,2.16689938392522,old,2,20,2,500,ld
20,2.164433844653481,boot,2,20,2,500,ld
20,2.170111625686075,all_boot,2,20,2,500,ld
20,2.006216367262327,null,2,20,2,500,ld
20,2.213633944108923,gn,2,20,2,500,ld
20,1.9935779021939648,hybrid_gn,2,20,2,500,ld
20,2.062049493858105,none,2,20,2,500,ld
20,2.0620557547190743,shrunk,2,20,2,500,ld
21,1.8912394715629521,old,2,21,2,500,ld
21,1.9013754845659452,boot,2,21,2,500,ld
21,1.8947089290623245,all_boot,2,21,2,500,ld
21,1.7331991057505367,null,2,21,2,500,ld
21,1.9962827970332013,gn,2,21,2,500,ld
21,1.7456869646733528,hybrid_gn,2,21,2,500,ld
21,1.3237405262145416,none,2,21,2,500,ld
21,1.323741171828462,shrunk,2,21,2,500,ld
22,2.0548911923076965,old,2,22,2,500,ld
22,2.0693949688296303,boot,2,22,2,500,ld
22,2.054796585181735,all_boot,2,22,2,500,ld
22,1.9554689045620433,null,2,22,2,500,ld
22,2.6959524918162696,gn,2,22,2,500,ld
22,1.9695441386526835,hybrid_gn,2,22,2,500,ld
22,1.8606402719990736,none,2,22,2,500,ld
22,1.8606462790933551,shrunk,2,22,2,500,ld
23,2.0261297834458403,old,2,23,2,500,ld
23,2.0226358417156596,boot,2,23,2,500,ld
23,2.028813015192256,all_boot,2,23,2,500,ld
23,1.974236482489832,null,2,23,2,500,ld
23,2.10938296643363,gn,2,23,2,500,ld
23,1.9576889827299335,hybrid_gn,2,23,2,500,ld
23,1.7502200145333282,none,2,23,2,500,ld
23,1.7502311465562346,shrunk,2,23,2,500,ld
24,1.8029858741857356,old,2,24,2,500,ld
24,1.8108839740370493,boot,2,24,2,500,ld
24,1.8038205329178791,all_boot,2,24,2,500,ld
24,1.6496230121729556,null,2,24,2,500,ld
24,1.8663531409824314,gn,2,24,2,500,ld
24,1.638039825442403,hybrid_gn,2,24,2,500,ld
24,1.533591601834749,none,2,24,2,500,ld
24,1.5336028067817848,shrunk,2,24,2,500,ld
25,1.7420359144551198,old,2,25,2,500,ld
25,1.74439159199529,boot,2,25,2,500,ld
25,1.74396890993255,all_boot,2,25,2,500,ld
25,1.713301927036794,null,2,25,2,500,ld
25,1.7478868919470532,gn,2,25,2,500,ld
25,1.7194015527328714,hybrid_gn,2,25,2,500,ld
25,1.7231718164539465,none,2,25,2,500,ld
25,1.7231721351846843,shrunk,2,25,2,500,ld
26,1.737824860497345,old,2,26,2,500,ld
26,1.7348547221158892,boot,2,26,2,500,ld
26,1.7368882469531242,all_boot,2,26,2,500,ld
26,1.6514149691991917,null,2,26,2,500,ld
26,1.9016867419876506,gn,2,26,2,500,ld
26,1.6585869457636762,hybrid_gn,2,26,2,500,ld
26,1.536048080733103,none,2,26,2,500,ld
26,1.5360663943874409,shrunk,2,26,2,500,ld
27,1.9941978205425583,old,2,27,2,500,ld
27,1.986534687691963,boot,2,27,2,500,ld
27,1.9951314353000273,all_boot,2,27,2,500,ld
27,1.8523892434748084,null,2,27,2,500,ld
27,3.065808704804585,gn,2,27,2,500,ld
27,1.8222791292990925,hybrid_gn,2,27,2,500,ld
27,1.6426139701560272,none,2,27,2,500,ld
27,1.642620092148892,shrunk,2,27,2,500,ld
28,1.7417728105778714,old,2,28,2,500,ld
28,1.7327672353372916,boot,2,28,2,500,ld
28,1.7414435341507515,all_boot,2,28,2,500,ld
28,1.7083367767301787,null,2,28,2,500,ld
28,1.7617147854286355,gn,2,28,2,500,ld
28,1.7142429759492717,hybrid_gn,2,28,2,500,ld
28,1.587222196508025,none,2,28,2,500,ld
28,1.5872276056214134,shrunk,2,28,2,500,ld
29,2.087019954331811,old,2,29,2,500,ld
29,2.073204308096644,boot,2,29,2,500,ld
29,2.0886521460747844,all_boot,2,29,2,500,ld
29,2.0952690412220707,null,2,29,2,500,ld
29,2.107298742878146,gn,2,29,2,500,ld
29,2.0969014540907325,hybrid_gn,2,29,2,500,ld
29,1.9048787748782436,none,2,29,2,500,ld
29,1.90488739989541,shrunk,2,29,2,500,ld
30,1.907618154213441,old,2,30,2,500,ld
30,1.8905628849425022,boot,2,30,2,500,ld
30,1.909272846518202,all_boot,2,30,2,500,ld
30,1.7282671324172165,null,2,30,2,500,ld
30,1.924613292338422,gn,2,30,2,500,ld
30,1.7408454902556039,hybrid_gn,2,30,2,500,ld
30,1.8716975451041349,none,2,30,2,500,ld
30,1.8716979924673254,shrunk,2,30,2,500,ld
31,1.6944684314298828,old,2,31,2,500,ld
31,1.6902978116614833,boot,2,31,2,500,ld
31,1.69406333389009,all_boot,2,31,2,500,ld
31,1.8080609714675888,null,2,31,2,500,ld
31,2.1828438300392645,gn,2,31,2,500,ld
31,1.8051331508444102,hybrid_gn,2,31,2,500,ld
31,1.6275555565011708,none,2,31,2,500,ld
31,1.6275561487845995,shrunk,2,31,2,500,ld
32,2.0067998564345153,old,2,32,2,500,ld
32,2.009822493316356,boot,2,32,2,500,ld
32,2.007209926490404,all_boot,2,32,2,500,ld
32,1.9572839365507653,null,2,32,2,500,ld
32,2.0302130263150855,gn,2,32,2,500,ld
32,1.9563953034987565,hybrid_gn,2,32,2,500,ld
32,1.8580579069449004,none,2,32,2,500,ld
32,1.8580638112264802,shrunk,2,32,2,500,ld
33,1.7602553094258864,old,2,33,2,500,ld
33,1.7510039314260197,boot,2,33,2,500,ld
33,1.7594746948353719,all_boot,2,33,2,500,ld
33,1.7731605498005123,null,2,33,2,500,ld
33,1.7749610259443929,gn,2,33,2,500,ld
33,1.7749610259443969,hybrid_gn,2,33,2,500,ld
33,1.634227225022584,none,2,33,2,500,ld
33,1.6342359286162909,shrunk,2,33,2,500,ld
34,2.0529561802345184,old,2,34,2,500,ld
34,2.0501365224465755,boot,2,34,2,500,ld
34,2.053957503881641,all_boot,2,34,2,500,ld
34,1.8543464056796408,null,2,34,2,500,ld
34,2.3422132471454775,gn,2,34,2,500,ld
34,1.8621353951309692,hybrid_gn,2,34,2,500,ld
34,1.8034206375910973,none,2,34,2,500,ld
34,1.8034301554223975,shrunk,2,34,2,500,ld
35,1.9148107881430814,old,2,35,2,500,ld
35,1.9200693241385483,boot,2,35,2,500,ld
35,1.9153600655303737,all_boot,2,35,2,500,ld
35,1.802460274194438,null,2,35,2,500,ld
35,2.271213832257592,gn,2,35,2,500,ld
35,1.8074027883727974,hybrid_gn,2,35,2,500,ld
35,1.6697907094244389,none,2,35,2,500,ld
35,1.6698023282797936,shrunk,2,35,2,500,ld
36,1.9081798649663186,old,2,36,2,500,ld
36,1.909086569190799,boot,2,36,2,500,ld
36,1.9076768834873146,all_boot,2,36,2,500,ld
36,1.8570616524621846,null,2,36,2,500,ld
36,1.9357380621303213,gn,2,36,2,500,ld
36,1.8571446725980654,hybrid_gn,2,36,2,500,ld
36,1.766732676172355,none,2,36,2,500,ld
36,1.766740377560133,shrunk,2,36,2,500,ld
37,2.1942322146194955,old,2,37,2,500,ld
37,2.2023653863544808,boot,2,37,2,500,ld
37,2.192883585004697,all_boot,2,37,2,500,ld
37,1.9235633933236327,null,2,37,2,500,ld
37,2.397985521324971,gn,2,37,2,500,ld
37,1.9249051398300447,hybrid_gn,2,37,2,500,ld
37,1.7499246897137584,none,2,37,2,500,ld
37,1.7499303423492363,shrunk,2,37,2,500,ld
38,1.9971238093548873,old,2,38,2,500,ld
38,2.009332705677577,boot,2,38,2,500,ld
38,1.992799602431889,all_boot,2,38,2,500,ld
38,1.8887661874782447,null,2,38,2,500,ld
38,2.0248419794828396,gn,2,38,2,500,ld
38,1.9007051561897104,hybrid_gn,2,38,2,500,ld
38,1.781497991813087,none,2,38,2,500,ld
38,1.7815077027975017,shrunk,2,38,2,500,ld
39,1.7472589360077662,old,2,39,2,500,ld
39,1.7500595208681322,boot,2,39,2,500,ld
39,1.7476379647132394,all_boot,2,39,2,500,ld
39,1.5366118573432743,null,2,39,2,500,ld
39,1.7629659042424002,gn,2,39,2,500,ld
39,1.5485151681852138,hybrid_gn,2,39,2,500,ld
39,1.6626610569729534,none,2,39,2,500,ld
39,1.6626695023564833,shrunk,2,39,2,500,ld
40,1.6883335763255287,old,2,40,2,500,ld
40,1.6738495744303943,boot,2,40,2,500,ld
40,1.6882383861453774,all_boot,2,40,2,500,ld
40,1.7077823421437248,null,2,40,2,500,ld
40,1.786416412322164,gn,2,40,2,500,ld
40,1.7077823421437253,hybrid_gn,2,40,2,500,ld
40,1.5623240242935346,none,2,40,2,500,ld
40,1.5623277939234712,shrunk,2,40,2,500,ld
41,1.9970769901026422,old,2,41,2,500,ld
41,1.99772263652512,boot,2,41,2,500,ld
41,1.9977431571487902,all_boot,2,41,2,500,ld
41,1.88674769029869,null,2,41,2,500,ld
41,2.1025075076818567,gn,2,41,2,500,ld
41,1.8850678525134794,hybrid_gn,2,41,2,500,ld
41,1.6109077359877901,none,2,41,2,500,ld
41,1.6109259027769383,shrunk,2,41,2,500,ld
42,1.9584088613578505,old,2,42,2,500,ld
42,1.9526782586532785,boot,2,42,2,500,ld
42,1.9506028143268583,all_boot,2,42,2,500,ld
42,1.7617159458434193,null,2,42,2,500,ld
42,2.0114142624846565,gn,2,42,2,500,ld
42,1.7756878565783651,hybrid_gn,2,42,2,500,ld
42,1.7470760746832616,none,2,42,2,500,ld
42,1.7470861076175148,shrunk,2,42,2,500,ld
43,2.231236169687315,old,2,43,2,500,ld
43,2.2135990965731565,boot,2,43,2,500,ld
43,2.2334316106670538,all_boot,2,43,2,500,ld
43,2.098821847555041,null,2,43,2,500,ld
43,2.736289579624366,gn,2,43,2,500,ld
43,2.0891270650578813,hybrid_gn,2,43,2,500,ld
43,1.9664596866699369,none,2,43,2,500,ld
43,1.9664719771459178,shrunk,2,43,2,500,ld
44,1.6060216647449066,old,2,44,2,500,ld
44,1.60689224396785,boot,2,44,2,500,ld
44,1.6115053228054,all_boot,2,44,2,500,ld
44,1.5658750272569446,null,2,44,2,500,ld
44,2.7074185522682703,gn,2,44,2,500,ld
44,1.5421835467720666,hybrid_gn,2,44,2,500,ld
44,1.5189358723110653,none,2,44,2,500,ld
44,1.5189406632666576,shrunk,2,44,2,500,ld
45,2.0078134252312094,old,2,45,2,500,ld
45,2.0107544254642415,boot,2,45,2,500,ld
45,2.0060935104615227,all_boot,2,45,2,500,ld
45,1.665606571859269,null,2,45,2,500,ld
45,2.039772619392402,gn,2,45,2,500,ld
45,1.6953267416902618,hybrid_gn,2,45,2,500,ld
45,1.7143105098668174,none,2,45,2,500,ld
45,1.714334220366578,shrunk,2,45,2,500,ld
46,2.2644389606150193,old,2,46,2,500,ld
46,2.2689952274428915,boot,2,46,2,500,ld
46,2.2620855382758336,all_boot,2,46,2,500,ld
46,1.8971749596686935,null,2,46,2,500,ld
46,2.3279172732706805,gn,2,46,2,500,ld
46,1.8991375318618449,hybrid_gn,2,46,2,500,ld
46,1.681446374314407,none,2,46,2,500,ld
46,1.6814703829723103,shrunk,2,46,2,500,ld
47,2.2990521823653998,old,2,47,2,500,ld
47,2.2844245966993966,boot,2,47,2,500,ld
47,2.311558614022561,all_boot,2,47,2,500,ld
47,1.9594675384587124,null,2,47,2,500,ld
47,2.775141227076011,gn,2,47,2,500,ld
47,1.9507819006408156,hybrid_gn,2,47,2,500,ld
47,1.6462955245233932,none,2,47,2,500,ld
47,1.6463065437217836,shrunk,2,47,2,500,ld
48,2.0128141829445174,old,2,48,2,500,ld
48,2.0137308964518024,boot,2,48,2,500,ld
48,2.0087456109572144,all_boot,2,48,2,500,ld
48,1.9133538535299122,null,2,48,2,500,ld
48,2.040310480815112,gn,2,48,2,500,ld
48,1.917743864362675,hybrid_gn,2,48,2,500,ld
48,1.8418104887305962,none,2,48,2,500,ld
48,1.8418154266153555,shrunk,2,48,2,500,ld
49,1.8924638697038765,old,2,49,2,500,ld
49,1.8785012791103823,boot,2,49,2,500,ld
49,1.9001210276025464,all_boot,2,49,2,500,ld
49,1.9677349438833456,null,2,49,2,500,ld
49,2.724193970885989,gn,2,49,2,500,ld
49,1.9614479467245718,hybrid_gn,2,49,2,500,ld
49,1.8121409803891098,none,2,49,2,500,ld
49,1.812142683364273,shrunk,2,49,2,500,ld
50,2.019114358045969,old,2,50,2,500,ld
50,2.0231629344025075,boot,2,50,2,500,ld
50,2.0460073239769416,all_boot,2,50,2,500,ld
50,1.909468380458737,null,2,50,2,500,ld
50,3.434016792391651,gn,2,50,2,500,ld
50,1.905897209541102,hybrid_gn,2,50,2,500,ld
50,1.9233058819766642,none,2,50,2,500,ld
50,1.9233089562174244,shrunk,2,50,2,500,ld
51,1.8595882471661718,old,2,51,2,500,ld
51,1.8624365119747737,boot,2,51,2,500,ld
51,1.8594429973350133,all_boot,2,51,2,500,ld
51,1.826441622715999,null,2,51,2,500,ld
51,1.8682057327094403,gn,2,51,2,500,ld
51,1.8268918182825078,hybrid_gn,2,51,2,500,ld
51,1.7449627719562417,none,2,51,2,500,ld
51,1.74497003612012,shrunk,2,51,2,500,ld
52,2.035116083395645,old,2,52,2,500,ld
52,2.0238706074406148,boot,2,52,2,500,ld
52,2.0367957973663136,all_boot,2,52,2,500,ld
52,1.7612387204211934,null,2,52,2,500,ld
52,2.0517441912300036,gn,2,52,2,500,ld
52,1.7491174639088765,hybrid_gn,2,52,2,500,ld
52,1.8656853174822277,none,2,52,2,500,ld
52,1.865692900500813,shrunk,2,52,2,500,ld
53,1.7193517920147463,old,2,53,2,500,ld
53,1.7269785956277226,boot,2,53,2,500,ld
53,1.720931795598305,all_boot,2,53,2,500,ld
53,1.7328351603760748,null,2,53,2,500,ld
53,1.7340430642747846,gn,2,53,2,500,ld
53,1.7328084667810224,hybrid_gn,2,53,2,500,ld
53,1.6342617155252017,none,2,53,2,500,ld
53,1.6342645416439416,shrunk,2,53,2,500,ld
54,2.0515480596270694,old,2,54,2,500,ld
54,2.0524808050090515,boot,2,54,2,500,ld
54,2.0482697514536667,all_boot,2,54,2,500,ld
54,1.9723914383494876,null,2,54,2,500,ld
54,2.277337803751744,gn,2,54,2,500,ld
54,1.9758024505289746,hybrid_gn,2,54,2,500,ld
54,1.9680308687041075,none,2,54,2,500,ld
54,1.9680330211103592,shrunk,2,54,2,500,ld
55,2.2082629799044664,old,2,55,2,500,ld
55,2.162094446414515,boot,2,55,2,500,ld
55,2.211783979576774,all_boot,2,55,2,500,ld
55,2.011026994218604,null,2,55,2,500,ld
55,3.1044108190640474,gn,2,55,2,500,ld
55,1.9904814093358092,hybrid_gn,2,55,2,500,ld
55,1.6016928642216914,none,2,55,2,500,ld
55,1.6017217357642286,shrunk,2,55,2,500,ld
56,1.5652787176917629,old,2,56,2,500,ld
56,1.5705389707097666,boot,2,56,2,500,ld
56,1.5626750182637228,all_boot,2,56,2,500,ld
56,1.5815474239947362,null,2,56,2,500,ld
56,1.5815474239947376,gn,2,56,2,500,ld
56,1.5815474239947362,hybrid_gn,2,56,2,500,ld
56,1.279606662096249,none,2,56,2,500,ld
56,1.2796278684487268,shrunk,2,56,2,500,ld
57,1.9246089827703936,old,2,57,2,500,ld
57,1.9148080466233153,boot,2,57,2,500,ld
57,1.9254302613915444,all_boot,2,57,2,500,ld
57,1.7375172435102881,null,2,57,2,500,ld
57,1.959453100249034,gn,2,57,2,500,ld
57,1.7443791365468047,hybrid_gn,2,57,2,500,ld
57,1.5677099943868025,none,2,57,2,500,ld
57,1.5677395657028768,shrunk,2,57,2,500,ld
58,1.9330605568058634,old,2,58,2,500,ld
58,1.921291421285804,boot,2,58,2,500,ld
58,1.9346643458595405,all_boot,2,58,2,500,ld
58,1.779903989068541,null,2,58,2,500,ld
58,1.9469837450839964,gn,2,58,2,500,ld
58,1.7605795421795534,hybrid_gn,2,58,2,500,ld
58,1.8326728475424998,none,2,58,2,500,ld
58,1.832676144223683,shrunk,2,58,2,500,ld
59,2.071041582781136,old,2,59,2,500,ld
59,2.0655810598971875,boot,2,59,2,500,ld
59,2.0718971655995024,all_boot,2,59,2,500,ld
59,1.7868992755461517,null,2,59,2,500,ld
59,2.2308707163445782,gn,2,59,2,500,ld
59,1.781481548739864,hybrid_gn,2,59,2,500,ld
59,1.8479937928214036,none,2,59,2,500,ld
59,1.848007613166064,shrunk,2,59,2,500,ld
60,1.9874140737006583,old,2,60,2,500,ld
60,1.9871930395736737,boot,2,60,2,500,ld
60,1.9877346361358854,all_boot,2,60,2,500,ld
60,1.971555163106191,null,2,60,2,500,ld
60,1.9925664095152658,gn,2,60,2,500,ld
60,1.9699324422121536,hybrid_gn,2,60,2,500,ld
60,1.981635618441557,none,2,60,2,500,ld
60,1.9816360007211007,shrunk,2,60,2,500,ld
61,1.8017798876993862,old,2,61,2,500,ld
61,1.8099784248783255,boot,2,61,2,500,ld
61,1.8024908783480829,all_boot,2,61,2,500,ld
61,1.7902241369126624,null,2,61,2,500,ld
61,1.8246619273196274,gn,2,61,2,500,ld
61,1.7924246010837577,hybrid_gn,2,61,2,500,ld
61,1.7867265572132278,none,2,61,2,500,ld
61,1.7867270959978485,shrunk,2,61,2,500,ld
62,1.7577229447980645,old,2,62,2,500,ld
62,1.7623218791590696,boot,2,62,2,500,ld
62,1.7527290335349583,all_boot,2,62,2,500,ld
62,1.7262581982341005,null,2,62,2,500,ld
62,1.8054937938912172,gn,2,62,2,500,ld
62,1.7414370106702322,hybrid_gn,2,62,2,500,ld
62,1.6716689634073794,none,2,62,2,500,ld
62,1.6716699276838538,shrunk,2,62,2,500,ld
63,1.8264458083058699,old,2,63,2,500,ld
63,1.8316264606001162,boot,2,63,2,500,ld
63,1.8238745348699008,all_boot,2,63,2,500,ld
63,1.6756954300807088,null,2,63,2,500,ld
63,1.8324003819589876,gn,2,63,2,500,ld
63,1.685348368155327,hybrid_gn,2,63,2,500,ld
63,1.769577804796449,none,2,63,2,500,ld
63,1.7695814852295566,shrunk,2,63,2,500,ld
64,2.120957628030559,old,2,64,2,500,ld
64,2.1189959832828755,boot,2,64,2,500,ld
64,2.12212323785847,all_boot,2,64,2,500,ld
64,2.0771289531606927,null,2,64,2,500,ld
64,2.355436396455488,gn,2,64,2,500,ld
64,2.079845872618743,hybrid_gn,2,64,2,500,ld
64,1.8622163034270156,none,2,64,2,500,ld
64,1.8622248437988724,shrunk,2,64,2,500,ld
65,2.4395758588627863,old,2,65,2,500,ld
65,2.429408049063941,boot,2,65,2,500,ld
65,2.4405382839297993,all_boot,2,65,2,500,ld
65,2.0358044741209564,null,2,65,2,500,ld
65,2.504314915629563,gn,2,65,2,500,ld
65,2.017259622965653,hybrid_gn,2,65,2,500,ld
65,1.8824600860324052,none,2,65,2,500,ld
65,1.882483310921946,shrunk,2,65,2,500,ld
66,2.2177444151384567,old,2,66,2,500,ld
66,2.2501225132863585,boot,2,66,2,500,ld
66,2.2387595527287045,all_boot,2,66,2,500,ld
66,1.9520384481601225,null,2,66,2,500,ld
66,2.7642123554173175,gn,2,66,2,500,ld
66,1.9592087874559192,hybrid_gn,2,66,2,500,ld
66,1.6030559917383065,none,2,66,2,500,ld
66,1.6030807843880428,shrunk,2,66,2,500,ld
67,2.177684351950091,old,2,67,2,500,ld
67,2.165744637466262,boot,2,67,2,500,ld
67,2.187068727977698,all_boot,2,67,2,500,ld
67,1.7104136950255393,null,2,67,2,500,ld
67,3.569156344434479,gn,2,67,2,500,ld
67,1.7095672861531428,hybrid_gn,2,67,2,500,ld
67,1.6962955145849938,none,2,67,2,500,ld
67,1.6963088582213546,shrunk,2,67,2,500,ld
68,1.7624935086467837,old,2,68,2,500,ld
68,1.7480068637437827,boot,2,68,2,500,ld
68,1.7601091358909644,all_boot,2,68,2,500,ld
68,1.6574248464786567,null,2,68,2,500,ld
68,1.8895098355790256,gn,2,68,2,500,ld
68,1.6604339076150434,hybrid_gn,2,68,2,500,ld
68,1.6075782485160504,none,2,68,2,500,ld
68,1.6075845929060182,shrunk,2,68,2,500,ld
69,1.875304691920344,old,2,69,2,500,ld
69,1.863754164514448,boot,2,69,2,500,ld
69,1.875763064787144,all_boot,2,69,2,500,ld
