sim,b,est,shrinkage_factor,type,run,j,n,d
2,0.10216825814173787,ate_dr,0,all_boot,2,1,50,ks
2,0,ate_strat,0,all_boot,2,1,50,ks
2,0,ate_ipw_2,0,null,2,1,50,ks
2,0,ate_regr,0,null,2,1,50,ks
2,2.151184905939287e-17,ate_dr,0,null,2,1,50,ks
2,0.999999999999985,ate_strat,0,null,2,1,50,ks
2,0.15010068334364185,ate_ipw_2,0,gn,2,1,50,ks
2,0.6489546389001137,ate_regr,0,gn,2,1,50,ks
2,0,ate_dr,0,gn,2,1,50,ks
2,0.20094467775624464,ate_strat,0,gn,2,1,50,ks
2,0,ate_ipw_2,0,hybrid_gn,2,1,50,ks
2,0,ate_regr,0,hybrid_gn,2,1,50,ks
2,2.151184905939287e-17,ate_dr,0,hybrid_gn,2,1,50,ks
2,0.999999999999985,ate_strat,0,hybrid_gn,2,1,50,ks
3,4.336808689942018e-19,ate_ipw_2,0,old,3,1,50,ks
3,0.8604216120491199,ate_regr,0,old,3,1,50,ks
3,0.13957838795087996,ate_dr,0,old,3,1,50,ks
3,9.006972487898253e-19,ate_strat,0,old,3,1,50,ks
3,0,ate_ipw_2,0,boot,3,1,50,ks
3,0.8426798910168519,ate_regr,0,boot,3,1,50,ks
3,0.15732010898314797,ate_dr,0,boot,3,1,50,ks
3,-2.2879289747110396e-19,ate_strat,0,boot,3,1,50,ks
3,1.0842021724855044e-19,ate_ipw_2,0,all_boot,3,1,50,ks
3,0.8316002759250432,ate_regr,0,all_boot,3,1,50,ks
3,0.16839972407495665,ate_dr,0,all_boot,3,1,50,ks
3,2.1024495994652899e-19,ate_strat,0,all_boot,3,1,50,ks
3,0,ate_ipw_2,0,null,3,1,50,ks
3,0,ate_regr,0,null,3,1,50,ks
3,0,ate_dr,0,null,3,1,50,ks
3,1.00000000000004,ate_strat,0,null,3,1,50,ks
3,0,ate_ipw_2,0,gn,3,1,50,ks
3,0.8179191409191912,ate_regr,0,gn,3,1,50,ks
3,-1.41642454997736e-17,ate_dr,0,gn,3,1,50,ks
3,0.18208085908080868,ate_strat,0,gn,3,1,50,ks
3,0,ate_ipw_2,0,hybrid_gn,3,1,50,ks
3,0,ate_regr,0,hybrid_gn,3,1,50,ks
3,0,ate_dr,0,hybrid_gn,3,1,50,ks
3,1.00000000000004,ate_strat,0,hybrid_gn,3,1,50,ks
4,0.008160378021942945,ate_ipw_2,0,old,4,1,50,ks
4,0.6771778736442626,ate_regr,0,old,4,1,50,ks
4,0.3112134809404098,ate_dr,0,old,4,1,50,ks
4,0.0034482673933846747,ate_strat,0,old,4,1,50,ks
4,0.007515087196496698,ate_ipw_2,0,boot,4,1,50,ks
4,0.5824414513365956,ate_regr,0,boot,4,1,50,ks
4,0.40486283268295387,ate_dr,0,boot,4,1,50,ks
4,0.005180628783953692,ate_strat,0,boot,4,1,50,ks
4,0.007566802401997605,ate_ipw_2,0,all_boot,4,1,50,ks
4,0.6419095832974046,ate_regr,0,all_boot,4,1,50,ks
4,0.34690267517831586,ate_dr,0,all_boot,4,1,50,ks
4,0.0036209391222819286,ate_strat,0,all_boot,4,1,50,ks
4,0,ate_ipw_2,0,null,4,1,50,ks
4,-9.006806661427796e-15,ate_regr,0,null,4,1,50,ks
4,-2.9452316312016426e-16,ate_dr,0,null,4,1,50,ks
4,0.9999999999999942,ate_strat,0,null,4,1,50,ks
4,0.2630680676183108,ate_ipw_2,0,gn,4,1,50,ks
4,0.32193239005868607,ate_regr,0,gn,4,1,50,ks
4,0,ate_dr,0,gn,4,1,50,ks
4,0.4149995423230033,ate_strat,0,gn,4,1,50,ks
4,0,ate_ipw_2,0,hybrid_gn,4,1,50,ks
4,-9.006806661427796e-15,ate_regr,0,hybrid_gn,4,1,50,ks
4,-2.9452316312016426e-16,ate_dr,0,hybrid_gn,4,1,50,ks
4,0.9999999999999942,ate_strat,0,hybrid_gn,4,1,50,ks
5,-1.5758815372457285e-19,ate_ipw_2,0,old,5,1,50,ks
5,0.7190635214724428,ate_regr,0,old,5,1,50,ks
5,0.2809364785275572,ate_dr,0,old,5,1,50,ks
5,0,ate_strat,0,old,5,1,50,ks
5,0,ate_ipw_2,0,boot,5,1,50,ks
5,0.7593557168083028,ate_regr,0,boot,5,1,50,ks
5,0.23914601018047604,ate_dr,0,boot,5,1,50,ks
5,0.0014982730112211955,ate_strat,0,boot,5,1,50,ks
5,0,ate_ipw_2,0,all_boot,5,1,50,ks
5,0.7620607964027049,ate_regr,0,all_boot,5,1,50,ks
5,0.23722361812193965,ate_dr,0,all_boot,5,1,50,ks
5,7.155854753555578e-4,ate_strat,0,all_boot,5,1,50,ks
5,0,ate_ipw_2,0,null,5,1,50,ks
5,3.334607372737249e-14,ate_regr,0,null,5,1,50,ks
5,0,ate_dr,0,null,5,1,50,ks
5,0.9999999999999603,ate_strat,0,null,5,1,50,ks
5,0.24170703516753458,ate_ipw_2,0,gn,5,1,50,ks
5,0.7582929648324653,ate_regr,0,gn,5,1,50,ks
5,-1.6896420825881046e-17,ate_dr,0,gn,5,1,50,ks
5,0,ate_strat,0,gn,5,1,50,ks
5,0,ate_ipw_2,0,hybrid_gn,5,1,50,ks
5,3.334607372737249e-14,ate_regr,0,hybrid_gn,5,1,50,ks
5,0,ate_dr,0,hybrid_gn,5,1,50,ks
5,0.9999999999999603,ate_strat,0,hybrid_gn,5,1,50,ks
6,-2.168404344971009e-19,ate_ipw_2,0,old,6,1,50,ks
6,0.8809803308512766,ate_regr,0,old,6,1,50,ks
6,0.1165721614410279,ate_dr,0,old,6,1,50,ks
6,0.0024475077076954515,ate_strat,0,old,6,1,50,ks
6,0,ate_ipw_2,0,boot,6,1,50,ks
6,0.8809019052814936,ate_regr,0,boot,6,1,50,ks
6,0.11775292220316587,ate_dr,0,boot,6,1,50,ks
6,0.001345172515340581,ate_strat,0,boot,6,1,50,ks
6,0,ate_ipw_2,0,all_boot,6,1,50,ks
6,0.8805490234865699,ate_regr,0,all_boot,6,1,50,ks
6,0.11624829009778105,ate_dr,0,all_boot,6,1,50,ks
6,0.003202686415649017,ate_strat,0,all_boot,6,1,50,ks
6,0.6027126832873432,ate_ipw_2,0,null,6,1,50,ks
6,-3.016983398373313e-15,ate_regr,0,null,6,1,50,ks
6,-1.1102230246251565e-16,ate_dr,0,null,6,1,50,ks
6,0.39728731671265355,ate_strat,0,null,6,1,50,ks
6,0.036799477172743844,ate_ipw_2,0,gn,6,1,50,ks
6,0.6624384097371178,ate_regr,0,gn,6,1,50,ks
6,0,ate_dr,0,gn,6,1,50,ks
6,0.30076211309013845,ate_strat,0,gn,6,1,50,ks
6,0.6027126832873432,ate_ipw_2,0,hybrid_gn,6,1,50,ks
6,-3.016983398373313e-15,ate_regr,0,hybrid_gn,6,1,50,ks
6,-1.1102230246251565e-16,ate_dr,0,hybrid_gn,6,1,50,ks
6,0.39728731671265355,ate_strat,0,hybrid_gn,6,1,50,ks
7,-3.4049005942202145e-19,ate_ipw_2,0,old,7,1,50,ks
7,0.984904691707947,ate_regr,0,old,7,1,50,ks
7,0.015095308292053074,ate_dr,0,old,7,1,50,ks
7,0,ate_strat,0,old,7,1,50,ks
7,-9.01337912655556e-19,ate_ipw_2,0,boot,7,1,50,ks
7,0.9740288109920757,ate_regr,0,boot,7,1,50,ks
7,0.025971189007924302,ate_dr,0,boot,7,1,50,ks
7,0,ate_strat,0,boot,7,1,50,ks
7,8.23655501892001e-19,ate_ipw_2,0,all_boot,7,1,50,ks
7,0.9766214513549721,ate_regr,0,all_boot,7,1,50,ks
7,0.023378548645027714,ate_dr,0,all_boot,7,1,50,ks
7,0,ate_strat,0,all_boot,7,1,50,ks
7,0,ate_ipw_2,0,null,7,1,50,ks
7,-2.4082977393897193e-16,ate_regr,0,null,7,1,50,ks
7,7.584422850028574e-15,ate_dr,0,null,7,1,50,ks
7,0.9999999999999887,ate_strat,0,null,7,1,50,ks
7,3.302545016493609e-18,ate_ipw_2,0,gn,7,1,50,ks
7,0.8942869963427297,ate_regr,0,gn,7,1,50,ks
7,0,ate_dr,0,gn,7,1,50,ks
7,0.10571300365727018,ate_strat,0,gn,7,1,50,ks
7,0,ate_ipw_2,0,hybrid_gn,7,1,50,ks
7,-2.4082977393897193e-16,ate_regr,0,hybrid_gn,7,1,50,ks
7,7.584422850028574e-15,ate_dr,0,hybrid_gn,7,1,50,ks
7,0.9999999999999887,ate_strat,0,hybrid_gn,7,1,50,ks
8,0.0019443927129926151,ate_ipw_2,0,old,8,1,50,ks
8,0.9980556072870074,ate_regr,0,old,8,1,50,ks
8,3.073519703156424e-17,ate_dr,0,old,8,1,50,ks
8,0,ate_strat,0,old,8,1,50,ks
8,0.00314532897280645,ate_ipw_2,0,boot,8,1,50,ks
8,0.9968546710271935,ate_regr,0,boot,8,1,50,ks
8,5.593523317148458e-17,ate_dr,0,boot,8,1,50,ks
8,0,ate_strat,0,boot,8,1,50,ks
8,0.0014635454797893108,ate_ipw_2,0,all_boot,8,1,50,ks
8,0.9985364545202109,ate_regr,0,all_boot,8,1,50,ks
8,-6.369829142125324e-17,ate_dr,0,all_boot,8,1,50,ks
8,0,ate_strat,0,all_boot,8,1,50,ks
8,0,ate_ipw_2,0,null,8,1,50,ks
8,4.8270413676293525e-15,ate_regr,0,null,8,1,50,ks
8,0,ate_dr,0,null,8,1,50,ks
8,0.9999999999999951,ate_strat,0,null,8,1,50,ks
8,0.0760769014314211,ate_ipw_2,0,gn,8,1,50,ks
8,0.5563105203642857,ate_regr,0,gn,8,1,50,ks
8,0,ate_dr,0,gn,8,1,50,ks
8,0.36761257820429327,ate_strat,0,gn,8,1,50,ks
8,0,ate_ipw_2,0,hybrid_gn,8,1,50,ks
8,4.8270413676293525e-15,ate_regr,0,hybrid_gn,8,1,50,ks
8,0,ate_dr,0,hybrid_gn,8,1,50,ks
8,0.9999999999999951,ate_strat,0,hybrid_gn,8,1,50,ks
9,0.003164036577682736,ate_ipw_2,0,old,9,1,50,ks
9,0.4766939827387693,ate_regr,0,old,9,1,50,ks
9,0.5201419806835478,ate_dr,0,old,9,1,50,ks
9,0,ate_strat,0,old,9,1,50,ks
9,0.006135689465675877,ate_ipw_2,0,boot,9,1,50,ks
9,0.44837877138015975,ate_regr,0,boot,9,1,50,ks
9,0.5454855391541645,ate_dr,0,boot,9,1,50,ks
9,0,ate_strat,0,boot,9,1,50,ks
9,0.00456972141062705,ate_ipw_2,0,all_boot,9,1,50,ks
9,0.4630941136107514,ate_regr,0,all_boot,9,1,50,ks
9,0.5323361649786217,ate_dr,0,all_boot,9,1,50,ks
9,0,ate_strat,0,all_boot,9,1,50,ks
9,0,ate_ipw_2,0,null,9,1,50,ks
9,-3.465104302782101e-14,ate_regr,0,null,9,1,50,ks
9,7.8743688700154e-17,ate_dr,0,null,9,1,50,ks
9,1.0000000000000104,ate_strat,0,null,9,1,50,ks
9,0.02334333248811049,ate_ipw_2,0,gn,9,1,50,ks
9,0.5677332274731207,ate_regr,0,gn,9,1,50,ks
9,0,ate_dr,0,gn,9,1,50,ks
9,0.40892344003876846,ate_strat,0,gn,9,1,50,ks
9,0,ate_ipw_2,0,hybrid_gn,9,1,50,ks
9,-3.465104302782101e-14,ate_regr,0,hybrid_gn,9,1,50,ks
9,7.8743688700154e-17,ate_dr,0,hybrid_gn,9,1,50,ks
9,1.0000000000000104,ate_strat,0,hybrid_gn,9,1,50,ks
10,0.03064953311182133,ate_ipw_2,0,old,10,1,50,ks
10,0.8831828877423324,ate_regr,0,old,10,1,50,ks
10,0.08616757914584607,ate_dr,0,old,10,1,50,ks
10,0,ate_strat,0,old,10,1,50,ks
10,0.027501249081111626,ate_ipw_2,0,boot,10,1,50,ks
10,0.8765536972762203,ate_regr,0,boot,10,1,50,ks
10,0.09432632995669075,ate_dr,0,boot,10,1,50,ks
10,0.0016187236859773664,ate_strat,0,boot,10,1,50,ks
10,0.033714685241847564,ate_ipw_2,0,all_boot,10,1,50,ks
10,0.8652314260414123,ate_regr,0,all_boot,10,1,50,ks
10,0.09885299054314318,ate_dr,0,all_boot,10,1,50,ks
10,0.0022008981735969347,ate_strat,0,all_boot,10,1,50,ks
10,0.2722700318234046,ate_ipw_2,0,null,10,1,50,ks
10,-4.9732773385833485e-15,ate_regr,0,null,10,1,50,ks
10,0,ate_dr,0,null,10,1,50,ks
10,0.7277299681765951,ate_strat,0,null,10,1,50,ks
10,0.10219181414843848,ate_ipw_2,0,gn,10,1,50,ks
10,0.8821799459865829,ate_regr,0,gn,10,1,50,ks
10,0,ate_dr,0,gn,10,1,50,ks
10,0.015628239864978716,ate_strat,0,gn,10,1,50,ks
10,0.2722700318234046,ate_ipw_2,0,hybrid_gn,10,1,50,ks
10,-4.9732773385833485e-15,ate_regr,0,hybrid_gn,10,1,50,ks
10,0,ate_dr,0,hybrid_gn,10,1,50,ks
10,0.7277299681765951,ate_strat,0,hybrid_gn,10,1,50,ks
11,0.20781576922004885,ate_ipw_2,0,old,1,2,50,ks
11,0.03454752818371652,ate_regr,0,old,1,2,50,ks
11,0.7576367025962346,ate_dr,0,old,1,2,50,ks
11,0,ate_strat,0,old,1,2,50,ks
11,0.19533078715828622,ate_ipw_2,0,boot,1,2,50,ks
11,0.046483080021893226,ate_regr,0,boot,1,2,50,ks
11,0.7581861328198206,ate_dr,0,boot,1,2,50,ks
11,0,ate_strat,0,boot,1,2,50,ks
11,0.21934334460963817,ate_ipw_2,0,all_boot,1,2,50,ks
11,0.026685580137829745,ate_regr,0,all_boot,1,2,50,ks
11,0.7539710752525322,ate_dr,0,all_boot,1,2,50,ks
11,0,ate_strat,0,all_boot,1,2,50,ks
11,8.433041809371751e-16,ate_ipw_2,0,null,1,2,50,ks
11,0.9999999999999991,ate_regr,0,null,1,2,50,ks
11,4.440892098500626e-16,ate_dr,0,null,1,2,50,ks
11,1.9385198248252192e-16,ate_strat,0,null,1,2,50,ks
11,0.027177051339232983,ate_ipw_2,0,gn,1,2,50,ks
11,0.9159422193876535,ate_regr,0,gn,1,2,50,ks
11,0,ate_dr,0,gn,1,2,50,ks
11,0.05688072927311344,ate_strat,0,gn,1,2,50,ks
11,8.433041809371751e-16,ate_ipw_2,0,hybrid_gn,1,2,50,ks
11,0.9999999999999991,ate_regr,0,hybrid_gn,1,2,50,ks
11,4.440892098500626e-16,ate_dr,0,hybrid_gn,1,2,50,ks
11,1.9385198248252192e-16,ate_strat,0,hybrid_gn,1,2,50,ks
12,-1.178887682086369e-17,ate_ipw_2,0,old,2,2,50,ks
12,0.47468104184531584,ate_regr,0,old,2,2,50,ks
12,0.5253189581546843,ate_dr,0,old,2,2,50,ks
12,0,ate_strat,0,old,2,2,50,ks
12,-4.729974430240529e-17,ate_ipw_2,0,boot,2,2,50,ks
12,0.4837829062707913,ate_regr,0,boot,2,2,50,ks
12,0.5162170937292088,ate_dr,0,boot,2,2,50,ks
12,-6.938893903907228e-18,ate_strat,0,boot,2,2,50,ks
12,-5.858516151093465e-17,ate_ipw_2,0,all_boot,2,2,50,ks
12,0.46184474237628664,ate_regr,0,all_boot,2,2,50,ks
12,0.5381552576237132,ate_dr,0,all_boot,2,2,50,ks
12,1.3877787807814457e-17,ate_strat,0,all_boot,2,2,50,ks
12,0,ate_ipw_2,0,null,2,2,50,ks
12,2.220446049250313e-16,ate_regr,0,null,2,2,50,ks
12,2.1599435199824676e-16,ate_dr,0,null,2,2,50,ks
12,0.9999999999999992,ate_strat,0,null,2,2,50,ks
12,0.18818655262873663,ate_ipw_2,0,gn,2,2,50,ks
12,0.6213194280673358,ate_regr,0,gn,2,2,50,ks
12,0,ate_dr,0,gn,2,2,50,ks
12,0.19049401930392768,ate_strat,0,gn,2,2,50,ks
12,0,ate_ipw_2,0,hybrid_gn,2,2,50,ks
12,2.220446049250313e-16,ate_regr,0,hybrid_gn,2,2,50,ks
12,2.1599435199824676e-16,ate_dr,0,hybrid_gn,2,2,50,ks
12,0.9999999999999992,ate_strat,0,hybrid_gn,2,2,50,ks
13,0.21914387462756912,ate_ipw_2,0,old,3,2,50,ks
13,0.25661708829247576,ate_regr,0,old,3,2,50,ks
13,0.5057868510828336,ate_dr,0,old,3,2,50,ks
13,0.01845218599712163,ate_strat,0,old,3,2,50,ks
13,0.23005658762514192,ate_ipw_2,0,boot,3,2,50,ks
13,0.2448965596406583,ate_regr,0,boot,3,2,50,ks
13,0.5250468527341998,ate_dr,0,boot,3,2,50,ks
13,0,ate_strat,0,boot,3,2,50,ks
13,0.22775120823274067,ate_ipw_2,0,all_boot,3,2,50,ks
13,0.25658593970170734,ate_regr,0,all_boot,3,2,50,ks
13,0.5152356004125257,ate_dr,0,all_boot,3,2,50,ks
13,4.272516530264014e-4,ate_strat,0,all_boot,3,2,50,ks
13,0,ate_ipw_2,0,null,3,2,50,ks
13,0.043382526421833933,ate_regr,0,null,3,2,50,ks
13,1.6810984624151192e-16,ate_dr,0,null,3,2,50,ks
13,0.9566174735781658,ate_strat,0,null,3,2,50,ks
13,0,ate_ipw_2,0,gn,3,2,50,ks
13,0.8634093996647236,ate_regr,0,gn,3,2,50,ks
13,8.510808259093979e-17,ate_dr,0,gn,3,2,50,ks
13,0.13659060033527648,ate_strat,0,gn,3,2,50,ks
13,0,ate_ipw_2,0,hybrid_gn,3,2,50,ks
13,0.043382526421833933,ate_regr,0,hybrid_gn,3,2,50,ks
13,1.6810984624151192e-16,ate_dr,0,hybrid_gn,3,2,50,ks
13,0.9566174735781658,ate_strat,0,hybrid_gn,3,2,50,ks
14,0,ate_ipw_2,0,old,4,2,50,ks
14,0.44583727683005087,ate_regr,0,old,4,2,50,ks
14,0.5142512242738729,ate_dr,0,old,4,2,50,ks
14,0.03991149889607616,ate_strat,0,old,4,2,50,ks
14,0,ate_ipw_2,0,boot,4,2,50,ks
14,0.40696960754137335,ate_regr,0,boot,4,2,50,ks
14,0.4917121644963866,ate_dr,0,boot,4,2,50,ks
14,0.10131822796224,ate_strat,0,boot,4,2,50,ks
14,0,ate_ipw_2,0,all_boot,4,2,50,ks
14,0.4044406668948833,ate_regr,0,all_boot,4,2,50,ks
14,0.5342260635969254,ate_dr,0,all_boot,4,2,50,ks
14,0.0613332695081914,ate_strat,0,all_boot,4,2,50,ks
14,8.106109667349573e-17,ate_ipw_2,0,null,4,2,50,ks
14,0,ate_regr,0,null,4,2,50,ks
14,1.1946616916554921e-15,ate_dr,0,null,4,2,50,ks
14,0.9999999999999984,ate_strat,0,null,4,2,50,ks
14,0.18656658234329293,ate_ipw_2,0,gn,4,2,50,ks
14,0.45762948460434166,ate_regr,0,gn,4,2,50,ks
14,2.220446049250313e-16,ate_dr,0,gn,4,2,50,ks
14,0.3558039330523649,ate_strat,0,gn,4,2,50,ks
14,8.106109667349573e-17,ate_ipw_2,0,hybrid_gn,4,2,50,ks
14,0,ate_regr,0,hybrid_gn,4,2,50,ks
14,1.1946616916554921e-15,ate_dr,0,hybrid_gn,4,2,50,ks
14,0.9999999999999984,ate_strat,0,hybrid_gn,4,2,50,ks
15,0,ate_ipw_2,0,old,5,2,50,ks
15,0.04325600445701697,ate_regr,0,old,5,2,50,ks
15,0.9379187795104603,ate_dr,0,old,5,2,50,ks
15,0.01882521603252292,ate_strat,0,old,5,2,50,ks
15,0,ate_ipw_2,0,boot,5,2,50,ks
15,0.05317484684800185,ate_regr,0,boot,5,2,50,ks
15,0.9010910975153023,ate_dr,0,boot,5,2,50,ks
15,0.04573405563669604,ate_strat,0,boot,5,2,50,ks
15,0,ate_ipw_2,0,all_boot,5,2,50,ks
15,0.031442964746623635,ate_regr,0,all_boot,5,2,50,ks
15,0.9350895881557385,ate_dr,0,all_boot,5,2,50,ks
15,0.033467447097637715,ate_strat,0,all_boot,5,2,50,ks
15,0,ate_ipw_2,0,null,5,2,50,ks
15,0.22682796329267307,ate_regr,0,null,5,2,50,ks
15,-1.7247651930785108e-16,ate_dr,0,null,5,2,50,ks
15,0.7731720367073263,ate_strat,0,null,5,2,50,ks
15,0.21080539769149795,ate_ipw_2,0,gn,5,2,50,ks
15,0.7891946023085018,ate_regr,0,gn,5,2,50,ks
15,-2.283775977207008e-17,ate_dr,0,gn,5,2,50,ks
15,0,ate_strat,0,gn,5,2,50,ks
15,0,ate_ipw_2,0,hybrid_gn,5,2,50,ks
15,0.22682796329267307,ate_regr,0,hybrid_gn,5,2,50,ks
15,-1.7247651930785108e-16,ate_dr,0,hybrid_gn,5,2,50,ks
15,0.7731720367073263,ate_strat,0,hybrid_gn,5,2,50,ks
16,-1.564569185652875e-17,ate_ipw_2,0,old,6,2,50,ks
16,0.49600108928185255,ate_regr,0,old,6,2,50,ks
16,0.5039989107181476,ate_dr,0,old,6,2,50,ks
16,0,ate_strat,0,old,6,2,50,ks
16,0,ate_ipw_2,0,boot,6,2,50,ks
16,0.4925762170801086,ate_regr,0,boot,6,2,50,ks
16,0.5074237829198912,ate_dr,0,boot,6,2,50,ks
16,0,ate_strat,0,boot,6,2,50,ks
16,-3.3083757822252614e-17,ate_ipw_2,0,all_boot,6,2,50,ks
16,0.44934334090718575,ate_regr,0,all_boot,6,2,50,ks
16,0.5506566590928144,ate_dr,0,all_boot,6,2,50,ks
16,0,ate_strat,0,all_boot,6,2,50,ks
16,0.602712683287342,ate_ipw_2,0,null,6,2,50,ks
16,0,ate_regr,0,null,6,2,50,ks
16,-6.125412666981663e-16,ate_dr,0,null,6,2,50,ks
16,0.3972873167126597,ate_strat,0,null,6,2,50,ks
16,0.001736421800788368,ate_ipw_2,0,gn,6,2,50,ks
16,0.785351235610909,ate_regr,0,gn,6,2,50,ks
16,0,ate_dr,0,gn,6,2,50,ks
16,0.21291234258830238,ate_strat,0,gn,6,2,50,ks
16,0.602712683287342,ate_ipw_2,0,hybrid_gn,6,2,50,ks
16,0,ate_regr,0,hybrid_gn,6,2,50,ks
16,-6.125412666981663e-16,ate_dr,0,hybrid_gn,6,2,50,ks
16,0.3972873167126597,ate_strat,0,hybrid_gn,6,2,50,ks
17,0.23332867602649124,ate_ipw_2,0,old,7,2,50,ks
17,0.09928831501344093,ate_regr,0,old,7,2,50,ks
17,0.5274873076737204,ate_dr,0,old,7,2,50,ks
17,0.13989570128634748,ate_strat,0,old,7,2,50,ks
17,0.2569850134532313,ate_ipw_2,0,boot,7,2,50,ks
17,0.08832041599672687,ate_regr,0,boot,7,2,50,ks
17,0.5776998977244227,ate_dr,0,boot,7,2,50,ks
17,0.0769946728256192,ate_strat,0,boot,7,2,50,ks
17,0.262547857806667,ate_ipw_2,0,all_boot,7,2,50,ks
17,0.050938026625287514,ate_regr,0,all_boot,7,2,50,ks
17,0.6063272689480901,ate_dr,0,all_boot,7,2,50,ks
17,0.08018684661995537,ate_strat,0,all_boot,7,2,50,ks
17,2.0110598412962313e-16,ate_ipw_2,0,null,7,2,50,ks
17,1,ate_regr,0,null,7,2,50,ks
17,0,ate_dr,0,null,7,2,50,ks
17,0,ate_strat,0,null,7,2,50,ks
17,4.793916601194309e-18,ate_ipw_2,0,gn,7,2,50,ks
17,0.9340620745250542,ate_regr,0,gn,7,2,50,ks
17,0,ate_dr,0,gn,7,2,50,ks
17,0.06593792547494567,ate_strat,0,gn,7,2,50,ks
17,2.0110598412962313e-16,ate_ipw_2,0,hybrid_gn,7,2,50,ks
17,1,ate_regr,0,hybrid_gn,7,2,50,ks
17,0,ate_dr,0,hybrid_gn,7,2,50,ks
17,0,ate_strat,0,hybrid_gn,7,2,50,ks
18,0,ate_ipw_2,0,old,8,2,50,ks
18,0.002721278020327022,ate_regr,0,old,8,2,50,ks
18,0.9707758607788699,ate_dr,0,old,8,2,50,ks
18,0.026502861200803265,ate_strat,0,old,8,2,50,ks
18,0,ate_ipw_2,0,boot,8,2,50,ks
18,0.03472586717734094,ate_regr,0,boot,8,2,50,ks
18,0.9278869302830166,ate_dr,0,boot,8,2,50,ks
18,0.037387202539642575,ate_strat,0,boot,8,2,50,ks
18,-2.7755575615628914e-17,ate_ipw_2,0,all_boot,8,2,50,ks
18,0.001067740314089783,ate_regr,0,all_boot,8,2,50,ks
18,0.9750445261018019,ate_dr,0,all_boot,8,2,50,ks
18,0.02388773358410834,ate_strat,0,all_boot,8,2,50,ks
18,-5.427526643601937e-18,ate_ipw_2,0,null,8,2,50,ks
18,0,ate_regr,0,null,8,2,50,ks
18,7.747461743677962e-18,ate_dr,0,null,8,2,50,ks
18,0.9999999999999994,ate_strat,0,null,8,2,50,ks
18,0.07964195620467462,ate_ipw_2,0,gn,8,2,50,ks
18,0.6236625644721137,ate_regr,0,gn,8,2,50,ks
18,0,ate_dr,0,gn,8,2,50,ks
18,0.29669547932321244,ate_strat,0,gn,8,2,50,ks
18,-5.427526643601937e-18,ate_ipw_2,0,hybrid_gn,8,2,50,ks
18,0,ate_regr,0,hybrid_gn,8,2,50,ks
18,7.747461743677962e-18,ate_dr,0,hybrid_gn,8,2,50,ks
18,0.9999999999999994,ate_strat,0,hybrid_gn,8,2,50,ks
19,0.016586698981598758,ate_ipw_2,0,old,9,2,50,ks
19,0.13294723647877627,ate_regr,0,old,9,2,50,ks
19,0.8504660645396249,ate_dr,0,old,9,2,50,ks
19,0,ate_strat,0,old,9,2,50,ks
19,0,ate_ipw_2,0,boot,9,2,50,ks
19,0.15173293735063614,ate_regr,0,boot,9,2,50,ks
19,0.846054422336797,ate_dr,0,boot,9,2,50,ks
19,0.0022126403125669165,ate_strat,0,boot,9,2,50,ks
19,0,ate_ipw_2,0,all_boot,9,2,50,ks
19,0.15086574642431172,ate_regr,0,all_boot,9,2,50,ks
