sim,ate,type,run,j,n,d
13,39.701721228349456,old,13,1,50,ks
13,39.69747004629143,boot,13,1,50,ks
13,39.704998161185856,all_boot,13,1,50,ks
13,31.107276967172584,null,13,1,50,ks
13,36.85432333464671,gn,13,1,50,ks
13,31.107276967172584,hybrid_gn,13,1,50,ks
14,39.51299268776918,old,14,1,50,ks
14,39.620171837274114,boot,14,1,50,ks
14,39.7374613219721,all_boot,14,1,50,ks
14,34.68483074687252,null,14,1,50,ks
14,34.684830746872514,gn,14,1,50,ks
14,34.68483074687252,hybrid_gn,14,1,50,ks
15,40.00654473946858,old,15,1,50,ks
15,39.59190672737884,boot,15,1,50,ks
15,40.40914455601147,all_boot,15,1,50,ks
15,29.008606541930355,null,15,1,50,ks
15,35.92194049159702,gn,15,1,50,ks
15,29.008606541930355,hybrid_gn,15,1,50,ks
16,39.164047079898026,old,16,1,50,ks
16,38.745938176955605,boot,16,1,50,ks
16,38.69560890436618,all_boot,16,1,50,ks
16,40.52797236199524,null,16,1,50,ks
16,36.511113630602246,gn,16,1,50,ks
16,40.52797236199524,hybrid_gn,16,1,50,ks
17,39.218990476203786,old,17,1,50,ks
17,39.543416477779374,boot,17,1,50,ks
17,39.60257087622744,all_boot,17,1,50,ks
17,38.53813125376379,null,17,1,50,ks
17,46.692333270851414,gn,17,1,50,ks
17,38.53813125376379,hybrid_gn,17,1,50,ks
18,38.94666486839323,old,18,1,50,ks
18,39.01589948376151,boot,18,1,50,ks
18,39.179201328277465,all_boot,18,1,50,ks
18,41.05042435181169,null,18,1,50,ks
18,37.74511990569707,gn,18,1,50,ks
18,41.05042435181169,hybrid_gn,18,1,50,ks
19,39.66798920782319,old,19,1,50,ks
19,39.519968484635854,boot,19,1,50,ks
19,39.52684582586573,all_boot,19,1,50,ks
19,32.11715768174807,null,19,1,50,ks
19,32.92268275033442,gn,19,1,50,ks
19,32.11715768174807,hybrid_gn,19,1,50,ks
20,39.555718910405574,old,20,1,50,ks
20,39.708303979866024,boot,20,1,50,ks
20,39.62048983102062,all_boot,20,1,50,ks
20,32.95429664892806,null,20,1,50,ks
20,35.933414722879654,gn,20,1,50,ks
20,32.95429664892806,hybrid_gn,20,1,50,ks
21,44.54755334283944,old,21,1,50,ks
21,44.661816856754164,boot,21,1,50,ks
21,44.28248553785272,all_boot,21,1,50,ks
21,33.49959157549899,null,21,1,50,ks
21,41.45610417769371,gn,21,1,50,ks
21,33.49959157549899,hybrid_gn,21,1,50,ks
22,35.83711110540369,old,22,1,50,ks
22,35.45136894318337,boot,22,1,50,ks
22,36.27985334858864,all_boot,22,1,50,ks
22,30.238200979198258,null,22,1,50,ks
22,30.238200979198275,gn,22,1,50,ks
22,30.238200979198258,hybrid_gn,22,1,50,ks
23,38.812973594624175,old,23,1,50,ks
23,37.92850657546354,boot,23,1,50,ks
23,38.020812671240684,all_boot,23,1,50,ks
23,43.64156892423552,null,23,1,50,ks
23,38.028756596692624,gn,23,1,50,ks
23,43.64156892423552,hybrid_gn,23,1,50,ks
24,36.96230203842303,old,24,1,50,ks
24,36.921518993603065,boot,24,1,50,ks
24,36.92551061426021,all_boot,24,1,50,ks
24,25.340341753197976,null,24,1,50,ks
24,33.32666845139724,gn,24,1,50,ks
24,25.340341753197976,hybrid_gn,24,1,50,ks
25,38.9529138224707,old,25,1,50,ks
25,39.05562572046729,boot,25,1,50,ks
25,39.91267361795179,all_boot,25,1,50,ks
25,36.18043394391042,null,25,1,50,ks
25,36.48553444955347,gn,25,1,50,ks
25,36.18043394391042,hybrid_gn,25,1,50,ks
26,39.49208951407932,old,26,1,50,ks
26,39.71091195516234,boot,26,1,50,ks
26,39.62116656241877,all_boot,26,1,50,ks
26,32.59226478729347,null,26,1,50,ks
26,35.18698408976822,gn,26,1,50,ks
26,32.59226478729347,hybrid_gn,26,1,50,ks
27,41.32387210752786,old,27,1,50,ks
27,41.19801964056802,boot,27,1,50,ks
27,39.4600412047243,all_boot,27,1,50,ks
27,37.92392064904419,null,27,1,50,ks
27,40.947946666605404,gn,27,1,50,ks
27,37.92392064904419,hybrid_gn,27,1,50,ks
28,39.8617751572031,old,28,1,50,ks
28,39.69139973603945,boot,28,1,50,ks
28,39.373691130159564,all_boot,28,1,50,ks
28,32.61549101438627,null,28,1,50,ks
28,40.2081042660444,gn,28,1,50,ks
28,32.61549101438627,hybrid_gn,28,1,50,ks
29,36.49087574267394,old,29,1,50,ks
29,36.412350749985976,boot,29,1,50,ks
29,36.40470662459501,all_boot,29,1,50,ks
29,43.56513099925614,null,29,1,50,ks
29,36.73943929493324,gn,29,1,50,ks
29,43.56513099925614,hybrid_gn,29,1,50,ks
30,41.01618015003227,old,30,1,50,ks
30,41.030496477903824,boot,30,1,50,ks
30,40.983829926097364,all_boot,30,1,50,ks
30,39.95792644373004,null,30,1,50,ks
30,42.66761381394902,gn,30,1,50,ks
30,39.95792644373004,hybrid_gn,30,1,50,ks
31,32.933362324193496,old,31,1,50,ks
31,32.857376443232745,boot,31,1,50,ks
31,32.11712303958813,all_boot,31,1,50,ks
31,28.92037963175182,null,31,1,50,ks
31,29.62060522634875,gn,31,1,50,ks
31,28.92037963175182,hybrid_gn,31,1,50,ks
32,35.901448460381495,old,32,1,50,ks
32,35.91017344117215,boot,32,1,50,ks
32,35.93140926988319,all_boot,32,1,50,ks
32,36.008129971956585,null,32,1,50,ks
32,35.56013487904721,gn,32,1,50,ks
32,36.008129971956585,hybrid_gn,32,1,50,ks
33,40.67485561864473,old,33,1,50,ks
33,42.07484714221694,boot,33,1,50,ks
33,41.33700417602371,all_boot,33,1,50,ks
33,31.302608110501275,null,33,1,50,ks
33,31.30260811050129,gn,33,1,50,ks
33,31.302608110501275,hybrid_gn,33,1,50,ks
34,40.03217513449363,old,34,1,50,ks
34,40.02752481047812,boot,34,1,50,ks
34,40.48834825991767,all_boot,34,1,50,ks
34,37.348520677727684,null,34,1,50,ks
34,38.17685556265005,gn,34,1,50,ks
34,37.348520677727684,hybrid_gn,34,1,50,ks
35,32.2537011375273,old,35,1,50,ks
35,32.265084771283085,boot,35,1,50,ks
35,32.59817410764971,all_boot,35,1,50,ks
35,27.78989997881829,null,35,1,50,ks
35,30.658265253494235,gn,35,1,50,ks
35,27.78989997881829,hybrid_gn,35,1,50,ks
36,37.543480485178605,old,36,1,50,ks
36,37.449423685825735,boot,36,1,50,ks
36,37.57035784482109,all_boot,36,1,50,ks
36,31.79342983564986,null,36,1,50,ks
36,34.371797443564724,gn,36,1,50,ks
36,31.79342983564986,hybrid_gn,36,1,50,ks
37,37.619441541187115,old,37,1,50,ks
37,37.62148277108152,boot,37,1,50,ks
37,38.65782701789503,all_boot,37,1,50,ks
37,30.578569825089136,null,37,1,50,ks
37,32.60905458153325,gn,37,1,50,ks
37,30.578569825089136,hybrid_gn,37,1,50,ks
38,39.42096939318795,old,38,1,50,ks
38,39.31550657617291,boot,38,1,50,ks
38,39.406331928802175,all_boot,38,1,50,ks
38,38.090657788921476,null,38,1,50,ks
38,37.753877236381236,gn,38,1,50,ks
38,38.090657788921476,hybrid_gn,38,1,50,ks
39,39.927343223555184,old,39,1,50,ks
39,39.85735406395675,boot,39,1,50,ks
39,40.143157083811346,all_boot,39,1,50,ks
39,37.17340089182918,null,39,1,50,ks
39,37.942877762941066,gn,39,1,50,ks
39,37.17340089182918,hybrid_gn,39,1,50,ks
40,41.8998065521142,old,40,1,50,ks
40,41.90830808603483,boot,40,1,50,ks
40,42.20936089926433,all_boot,40,1,50,ks
40,35.98084228320932,null,40,1,50,ks
40,37.273470152537385,gn,40,1,50,ks
40,35.98084228320932,hybrid_gn,40,1,50,ks
41,40.97202117425137,old,41,1,50,ks
41,40.551879753966126,boot,41,1,50,ks
41,41.118461721400195,all_boot,41,1,50,ks
41,35.26343841378622,null,41,1,50,ks
41,35.26343841378621,gn,41,1,50,ks
41,35.26343841378622,hybrid_gn,41,1,50,ks
42,35.63331920554064,old,42,1,50,ks
42,35.6241986195927,boot,42,1,50,ks
42,35.63431505605122,all_boot,42,1,50,ks
42,34.55479017103716,null,42,1,50,ks
42,33.47198915095341,gn,42,1,50,ks
42,34.55479017103716,hybrid_gn,42,1,50,ks
43,36.68187674684959,old,43,1,50,ks
43,37.88465998513673,boot,43,1,50,ks
43,38.437489375742814,all_boot,43,1,50,ks
43,33.93075216371198,null,43,1,50,ks
43,37.184948202925355,gn,43,1,50,ks
43,33.93075216371198,hybrid_gn,43,1,50,ks
44,37.77783434039341,old,44,1,50,ks
44,37.65426557043548,boot,44,1,50,ks
44,37.76907495495225,all_boot,44,1,50,ks
44,20.805344123601845,null,44,1,50,ks
44,34.11740838092623,gn,44,1,50,ks
44,20.805344123601845,hybrid_gn,44,1,50,ks
45,33.158778666422656,old,45,1,50,ks
45,32.8107352087089,boot,45,1,50,ks
45,33.631503108999254,all_boot,45,1,50,ks
45,28.770769429213765,null,45,1,50,ks
45,29.145756562236112,gn,45,1,50,ks
45,28.770769429213765,hybrid_gn,45,1,50,ks
46,35.75255264526456,old,46,1,50,ks
46,34.90474401472494,boot,46,1,50,ks
46,36.27996496635683,all_boot,46,1,50,ks
46,25.88654510162251,null,46,1,50,ks
46,26.60857822481429,gn,46,1,50,ks
46,25.88654510162251,hybrid_gn,46,1,50,ks
47,26.989275100230778,old,47,1,50,ks
47,31.019776520791563,boot,47,1,50,ks
47,32.4401903988943,all_boot,47,1,50,ks
47,27.81343899358038,null,47,1,50,ks
47,31.332165714229983,gn,47,1,50,ks
47,27.81343899358038,hybrid_gn,47,1,50,ks
48,36.21794172939649,old,48,1,50,ks
48,36.267708546280666,boot,48,1,50,ks
48,36.615853323491635,all_boot,48,1,50,ks
48,29.72044634393918,null,48,1,50,ks
48,34.27199208869227,gn,48,1,50,ks
48,29.72044634393918,hybrid_gn,48,1,50,ks
49,32.348608691881765,old,49,1,50,ks
49,32.30096152107552,boot,49,1,50,ks
49,32.534262988041405,all_boot,49,1,50,ks
49,26.00651414321451,null,49,1,50,ks
49,27.59018529367831,gn,49,1,50,ks
49,26.00651414321451,hybrid_gn,49,1,50,ks
50,35.38381405820145,old,50,1,50,ks
50,35.41200289925115,boot,50,1,50,ks
50,35.65977198623705,all_boot,50,1,50,ks
50,32.54219115417329,null,50,1,50,ks
50,32.637493461494024,gn,50,1,50,ks
50,32.54219115417329,hybrid_gn,50,1,50,ks
51,34.63603705117341,old,51,1,50,ks
51,34.61644869041423,boot,51,1,50,ks
51,34.97856714467328,all_boot,51,1,50,ks
51,32.66653844125866,null,51,1,50,ks
51,32.54678760909847,gn,51,1,50,ks
51,32.66653844125866,hybrid_gn,51,1,50,ks
52,33.09154558946518,old,52,1,50,ks
52,32.94432661250029,boot,52,1,50,ks
52,31.450395492439924,all_boot,52,1,50,ks
52,30.933740361814465,null,52,1,50,ks
52,33.3105366529426,gn,52,1,50,ks
52,30.933740361814465,hybrid_gn,52,1,50,ks
53,40.415042917119884,old,53,1,50,ks
53,40.60940512511102,boot,53,1,50,ks
53,40.46339070499586,all_boot,53,1,50,ks
53,37.1267062173767,null,53,1,50,ks
53,37.58456415853077,gn,53,1,50,ks
53,37.1267062173767,hybrid_gn,53,1,50,ks
54,42.604117874257724,old,54,1,50,ks
54,42.6740824558862,boot,54,1,50,ks
54,42.6658164407197,all_boot,54,1,50,ks
54,27.65593730119011,null,54,1,50,ks
54,28.78456085488802,gn,54,1,50,ks
54,27.65593730119011,hybrid_gn,54,1,50,ks
55,33.8091003474744,old,55,1,50,ks
55,33.98285415409548,boot,55,1,50,ks
55,33.83400047430005,all_boot,55,1,50,ks
55,21.514182196183363,null,55,1,50,ks
55,25.836900878592562,gn,55,1,50,ks
55,21.514182196183363,hybrid_gn,55,1,50,ks
56,39.94633025481994,old,56,1,50,ks
56,40.02926159457136,boot,56,1,50,ks
56,40.00910449180503,all_boot,56,1,50,ks
56,38.46040447502071,null,56,1,50,ks
56,41.60762697017081,gn,56,1,50,ks
56,38.46040447502071,hybrid_gn,56,1,50,ks
57,45.33300381866344,old,57,1,50,ks
57,45.8764257555479,boot,57,1,50,ks
57,45.646791371249115,all_boot,57,1,50,ks
57,38.43284517035422,null,57,1,50,ks
57,42.520360419358965,gn,57,1,50,ks
57,38.43284517035422,hybrid_gn,57,1,50,ks
58,30.116255298542438,old,58,1,50,ks
58,29.569491968639436,boot,58,1,50,ks
58,29.650390001247214,all_boot,58,1,50,ks
58,29.937214880105277,null,58,1,50,ks
58,29.948050878017053,gn,58,1,50,ks
58,29.937214880105277,hybrid_gn,58,1,50,ks
59,37.478066423242495,old,59,1,50,ks
59,37.34914190066162,boot,59,1,50,ks
59,37.46714879390164,all_boot,59,1,50,ks
59,32.801341607447796,null,59,1,50,ks
59,34.69763523499478,gn,59,1,50,ks
59,32.801341607447796,hybrid_gn,59,1,50,ks
60,40.516621297150245,old,60,1,50,ks
60,40.645396394431884,boot,60,1,50,ks
60,40.54585197144974,all_boot,60,1,50,ks
60,31.137342771670816,null,60,1,50,ks
60,39.03960513883646,gn,60,1,50,ks
60,31.137342771670816,hybrid_gn,60,1,50,ks
61,41.36640139989106,old,61,1,50,ks
61,41.463769895992655,boot,61,1,50,ks
61,41.43158437458518,all_boot,61,1,50,ks
61,40.75421236320473,null,61,1,50,ks
61,40.11382057917851,gn,61,1,50,ks
61,40.75421236320473,hybrid_gn,61,1,50,ks
62,40.38853597094255,old,62,1,50,ks
62,40.66278410193883,boot,62,1,50,ks
62,40.14176771351111,all_boot,62,1,50,ks
62,32.888877346157145,null,62,1,50,ks
62,33.0772806007749,gn,62,1,50,ks
62,32.888877346157145,hybrid_gn,62,1,50,ks
63,30.599482141488004,old,63,1,50,ks
63,30.65520811733595,boot,63,1,50,ks
63,30.64564568237547,all_boot,63,1,50,ks
63,29.88156878519831,null,63,1,50,ks
63,30.397901483442617,gn,63,1,50,ks
63,29.88156878519831,hybrid_gn,63,1,50,ks
64,31.688516459192897,old,64,1,50,ks
64,30.373775130444983,boot,64,1,50,ks
64,31.218466038569954,all_boot,64,1,50,ks
64,23.129590540975297,null,64,1,50,ks
64,24.773250022674976,gn,64,1,50,ks
64,23.129590540975297,hybrid_gn,64,1,50,ks
65,34.728430033148044,old,65,1,50,ks
65,34.67845617027773,boot,65,1,50,ks
65,34.6865677934313,all_boot,65,1,50,ks
65,36.00869791975041,null,65,1,50,ks
65,34.48290994474095,gn,65,1,50,ks
65,36.00869791975041,hybrid_gn,65,1,50,ks
66,34.980116056345125,old,66,1,50,ks
66,34.90060180454388,boot,66,1,50,ks
66,34.971934884216125,all_boot,66,1,50,ks
66,34.207940775451156,null,66,1,50,ks
66,34.172617036233696,gn,66,1,50,ks
66,34.207940775451156,hybrid_gn,66,1,50,ks
67,41.17788093499031,old,67,1,50,ks
67,41.55070323634579,boot,67,1,50,ks
67,41.67166144937966,all_boot,67,1,50,ks
67,31.196552196602898,null,67,1,50,ks
67,39.00933671391863,gn,67,1,50,ks
67,31.196552196602898,hybrid_gn,67,1,50,ks
68,44.10537898865416,old,68,1,50,ks
68,44.17425533275515,boot,68,1,50,ks
68,44.23921770842998,all_boot,68,1,50,ks
68,40.3602703788839,null,68,1,50,ks
68,43.89497425433336,gn,68,1,50,ks
68,40.3602703788839,hybrid_gn,68,1,50,ks
69,40.94519498614486,old,69,1,50,ks
69,41.04401043148682,boot,69,1,50,ks
69,40.874875914367976,all_boot,69,1,50,ks
69,36.017395999363806,null,69,1,50,ks
69,35.78250651195089,gn,69,1,50,ks
69,36.017395999363806,hybrid_gn,69,1,50,ks
70,35.93550456111405,old,70,1,50,ks
70,35.56336810207331,boot,70,1,50,ks
70,35.95355048028238,all_boot,70,1,50,ks
70,32.33178679750641,null,70,1,50,ks
70,33.28139575560458,gn,70,1,50,ks
70,32.33178679750641,hybrid_gn,70,1,50,ks
71,32.89883158515042,old,71,1,50,ks
71,31.885033745961977,boot,71,1,50,ks
71,33.315848694127475,all_boot,71,1,50,ks
71,27.925327503339346,null,71,1,50,ks
71,28.35859146948021,gn,71,1,50,ks
71,27.925327503339346,hybrid_gn,71,1,50,ks
72,35.8273477888278,old,72,1,50,ks
72,35.68155438250994,boot,72,1,50,ks
72,35.56231128868797,all_boot,72,1,50,ks
72,30.383866066466332,null,72,1,50,ks
72,32.614483189095246,gn,72,1,50,ks
72,30.383866066466332,hybrid_gn,72,1,50,ks
73,36.9963936625233,old,73,1,50,ks
73,36.96725601800053,boot,73,1,50,ks
73,38.011131849864455,all_boot,73,1,50,ks
73,29.182000810394396,null,73,1,50,ks
73,29.060762791349493,gn,73,1,50,ks
73,29.182000810394396,hybrid_gn,73,1,50,ks
74,40.34895599763382,old,74,1,50,ks
74,40.047200903262755,boot,74,1,50,ks
74,40.15281770793644,all_boot,74,1,50,ks
74,36.24021735429077,null,74,1,50,ks
74,37.30623929492246,gn,74,1,50,ks
74,36.24021735429077,hybrid_gn,74,1,50,ks
75,39.73334743296986,old,75,1,50,ks
75,38.488537275768486,boot,75,1,50,ks
75,38.40521981816326,all_boot,75,1,50,ks
75,38.853809618554514,null,75,1,50,ks
75,36.011075442234734,gn,75,1,50,ks
75,38.853809618554514,hybrid_gn,75,1,50,ks
76,36.17399633354254,old,76,1,50,ks
76,36.0695903072169,boot,76,1,50,ks
76,36.31599900638298,all_boot,76,1,50,ks
76,32.54485476460911,null,76,1,50,ks
76,33.97171847816114,gn,76,1,50,ks
76,32.54485476460911,hybrid_gn,76,1,50,ks
77,33.93894986911461,old,77,1,50,ks
77,34.04537469060542,boot,77,1,50,ks
77,34.504120825297896,all_boot,77,1,50,ks
77,30.49384883171325,null,77,1,50,ks
77,31.084105849945768,gn,77,1,50,ks
77,30.49384883171325,hybrid_gn,77,1,50,ks
78,37.16724700490618,old,78,1,50,ks
78,37.08940318647815,boot,78,1,50,ks
78,37.16625863528857,all_boot,78,1,50,ks
78,32.49767985529693,null,78,1,50,ks
78,33.59363433231615,gn,78,1,50,ks
78,32.49767985529693,hybrid_gn,78,1,50,ks
79,33.06126152596375,old,79,1,50,ks
79,33.046731628584936,boot,79,1,50,ks
79,33.11270690902939,all_boot,79,1,50,ks
79,27.907273470603084,null,79,1,50,ks
79,28.163062448128635,gn,79,1,50,ks
79,27.907273470603084,hybrid_gn,79,1,50,ks
80,41.04735945723424,old,80,1,50,ks
80,41.017454579921484,boot,80,1,50,ks
80,40.93327571331237,all_boot,80,1,50,ks
80,36.21628101273657,null,80,1,50,ks
80,40.42984154896395,gn,80,1,50,ks
80,36.21628101273657,hybrid_gn,80,1,50,ks
81,34.696093636355414,old,81,1,50,ks
81,34.61658480501015,boot,81,1,50,ks
81,35.165514673546724,all_boot,81,1,50,ks
81,30.980599048766624,null,81,1,50,ks
81,32.69314283281433,gn,81,1,50,ks
81,30.980599048766624,hybrid_gn,81,1,50,ks
82,34.118089548036124,old,82,1,50,ks
82,34.01432064013077,boot,82,1,50,ks
82,35.6524838754395,all_boot,82,1,50,ks
82,32.30941233549033,null,82,1,50,ks
82,34.72867340556871,gn,82,1,50,ks
82,32.30941233549033,hybrid_gn,82,1,50,ks
83,36.37781101185298,old,83,1,50,ks
83,35.72179425550244,boot,83,1,50,ks
83,37.98413191165597,all_boot,83,1,50,ks
83,26.324442776407942,null,83,1,50,ks
83,29.50404636535107,gn,83,1,50,ks
83,26.324442776407942,hybrid_gn,83,1,50,ks
84,37.57691600839214,old,84,1,50,ks
84,37.34152727339127,boot,84,1,50,ks
84,37.645987826037775,all_boot,84,1,50,ks
84,30.54660872898883,null,84,1,50,ks
84,31.110328386888632,gn,84,1,50,ks
84,30.54660872898883,hybrid_gn,84,1,50,ks
85,50.31135549952862,old,85,1,50,ks
85,47.97270232173442,boot,85,1,50,ks
85,54.49337943414057,all_boot,85,1,50,ks
85,28.57917413043608,null,85,1,50,ks
85,30.21063937002317,gn,85,1,50,ks
85,28.57917413043608,hybrid_gn,85,1,50,ks
86,40.22401168887211,old,86,1,50,ks
86,40.084533310341484,boot,86,1,50,ks
86,39.843733919618145,all_boot,86,1,50,ks
86,30.862449941278147,null,86,1,50,ks
86,31.365150829693427,gn,86,1,50,ks
86,30.862449941278147,hybrid_gn,86,1,50,ks
87,35.86466080965402,old,87,1,50,ks
87,34.962810490722305,boot,87,1,50,ks
87,36.13397717009197,all_boot,87,1,50,ks
87,30.648851706851012,null,87,1,50,ks
87,30.881555217901333,gn,87,1,50,ks
87,30.648851706851012,hybrid_gn,87,1,50,ks
88,35.11778523033477,old,88,1,50,ks
88,34.33021943309887,boot,88,1,50,ks
88,34.55605449366609,all_boot,88,1,50,ks
88,33.156781029236974,null,88,1,50,ks
88,32.13700125493557,gn,88,1,50,ks
88,33.156781029236974,hybrid_gn,88,1,50,ks
89,37.7050099656752,old,89,1,50,ks
89,37.7518020284398,boot,89,1,50,ks
89,37.68473810543279,all_boot,89,1,50,ks
89,29.026930231890663,null,89,1,50,ks
89,32.670402179569,gn,89,1,50,ks
89,29.026930231890663,hybrid_gn,89,1,50,ks
90,30.007157842806514,old,90,1,50,ks
90,29.76356933480828,boot,90,1,50,ks
90,30.001958296496483,all_boot,90,1,50,ks
90,29.699633854066633,null,90,1,50,ks
90,28.828338443843066,gn,90,1,50,ks
90,29.699633854066633,hybrid_gn,90,1,50,ks
91,35.72121693595599,old,91,1,50,ks
91,35.55078210107599,boot,91,1,50,ks
91,35.87330899219769,all_boot,91,1,50,ks
91,21.647669533130255,null,91,1,50,ks
91,27.35395764895569,gn,91,1,50,ks
91,21.647669533130255,hybrid_gn,91,1,50,ks
92,40.27158132850322,old,92,1,50,ks
92,40.13238509731416,boot,92,1,50,ks
92,40.16773085891652,all_boot,92,1,50,ks
92,37.93651112995765,null,92,1,50,ks
92,38.820848690321846,gn,92,1,50,ks
92,37.93651112995765,hybrid_gn,92,1,50,ks
93,31.048510182650084,old,93,1,50,ks
93,31.728060429726913,boot,93,1,50,ks
93,33.73535131077224,all_boot,93,1,50,ks
93,29.354816792449416,null,93,1,50,ks
93,29.354816792449427,gn,93,1,50,ks
93,29.354816792449416,hybrid_gn,93,1,50,ks
94,42.28228225262773,old,94,1,50,ks
94,42.533567382166076,boot,94,1,50,ks
94,42.35065621429607,all_boot,94,1,50,ks
94,39.05704757661275,null,94,1,50,ks
94,39.2473193161066,gn,94,1,50,ks
94,39.05704757661275,hybrid_gn,94,1,50,ks
95,39.014354869756595,old,95,1,50,ks
95,39.25204788389257,boot,95,1,50,ks
95,38.915705395120945,all_boot,95,1,50,ks
95,35.312835033749835,null,95,1,50,ks
95,33.71470058156448,gn,95,1,50,ks
95,35.312835033749835,hybrid_gn,95,1,50,ks
96,40.014749443889315,old,96,1,50,ks
96,40.00186289580998,boot,96,1,50,ks
96,40.05478973963082,all_boot,96,1,50,ks
96,39.00837544514753,null,96,1,50,ks
96,39.89887447723446,gn,96,1,50,ks
96,39.00837544514753,hybrid_gn,96,1,50,ks
97,33.347018433991266,old,97,1,50,ks
97,33.38110923744413,boot,97,1,50,ks
97,33.34766807368655,all_boot,97,1,50,ks
97,28.06875115010813,null,97,1,50,ks
97,30.27593195718456,gn,97,1,50,ks
97,28.06875115010813,hybrid_gn,97,1,50,ks
98,41.294171242690766,old,98,1,50,ks
98,41.57519149450439,boot,98,1,50,ks
98,42.30574835236748,all_boot,98,1,50,ks
98,38.546632360136826,null,98,1,50,ks
98,40.23166899370466,gn,98,1,50,ks
98,38.546632360136826,hybrid_gn,98,1,50,ks
99,29.68301876084724,old,99,1,50,ks
99,28.706862184820213,boot,99,1,50,ks
99,28.986837272513295,all_boot,99,1,50,ks
99,32.74606267783756,null,99,1,50,ks
99,27.83784334571676,gn,99,1,50,ks
99,32.74606267783756,hybrid_gn,99,1,50,ks
100,39.55111003412614,old,100,1,50,ks
100,39.529225221436185,boot,100,1,50,ks
100,39.495660366109966,all_boot,100,1,50,ks
100,34.71647577968862,null,100,1,50,ks
100,37.13646480136504,gn,100,1,50,ks
100,34.71647577968862,hybrid_gn,100,1,50,ks
101,36.96450079047737,old,101,1,50,ks
101,36.94909922855726,boot,101,1,50,ks
101,36.973114819494484,all_boot,101,1,50,ks
101,29.722192797225556,null,101,1,50,ks
101,35.57354868560264,gn,101,1,50,ks
101,29.722192797225556,hybrid_gn,101,1,50,ks
102,40.019167423034446,old,102,1,50,ks
102,39.934429798650356,boot,102,1,50,ks
102,39.912143456543575,all_boot,102,1,50,ks
102,40.60808306468878,null,102,1,50,ks
102,39.485454110624985,gn,102,1,50,ks
