sim,ate,type,true_ate,run,j,n,d
10,1.8536862121816169,all_boot,2,10,1,500,ld
10,1.771180578099118,null,2,10,1,500,ld
10,1.8755803380088372,gn,2,10,1,500,ld
10,1.7552644196791451,hybrid_gn,2,10,1,500,ld
10,1.822046159451482,none,2,10,1,500,ld
10,1.8220477129824486,shrunk,2,10,1,500,ld
11,1.9164242996720722,old,2,11,1,500,ld
11,1.9083201966213195,boot,2,11,1,500,ld
11,1.9155371116059472,all_boot,2,11,1,500,ld
11,1.7932295694010334,null,2,11,1,500,ld
11,1.9114009044880307,gn,2,11,1,500,ld
11,1.7929755720207607,hybrid_gn,2,11,1,500,ld
11,1.9358608110136366,none,2,11,1,500,ld
11,1.9358607223317157,shrunk,2,11,1,500,ld
12,2.0049324052263917,old,2,12,1,500,ld
12,2.0090475400143135,boot,2,12,1,500,ld
12,2.00390029685694,all_boot,2,12,1,500,ld
12,1.6563028770706105,null,2,12,1,500,ld
12,2.000922697106712,gn,2,12,1,500,ld
12,1.6554620184863142,hybrid_gn,2,12,1,500,ld
12,2.0716209630811178,none,2,12,1,500,ld
12,2.071620232689707,shrunk,2,12,1,500,ld
13,1.8140713305799336,old,2,13,1,500,ld
13,1.8195210827741652,boot,2,13,1,500,ld
13,1.829003915266303,all_boot,2,13,1,500,ld
13,1.7779892408619622,null,2,13,1,500,ld
13,1.9669216606514555,gn,2,13,1,500,ld
13,1.7838836574224275,hybrid_gn,2,13,1,500,ld
13,1.918186520948916,none,2,13,1,500,ld
13,1.9181827239953992,shrunk,2,13,1,500,ld
14,2.1400763596627423,old,2,14,1,500,ld
14,2.139113980315022,boot,2,14,1,500,ld
14,2.1466485784156237,all_boot,2,14,1,500,ld
14,2.104271091919406,null,2,14,1,500,ld
14,2.778650638714066,gn,2,14,1,500,ld
14,2.1093242266968053,hybrid_gn,2,14,1,500,ld
14,2.0879718991843106,none,2,14,1,500,ld
14,2.0879760827895315,shrunk,2,14,1,500,ld
15,1.9035227377854942,old,2,15,1,500,ld
15,1.901341597200148,boot,2,15,1,500,ld
15,1.9003046831021002,all_boot,2,15,1,500,ld
15,1.8860765624777438,null,2,15,1,500,ld
15,1.8957676444496034,gn,2,15,1,500,ld
15,1.8957676444496052,hybrid_gn,2,15,1,500,ld
15,1.8957676444496048,none,2,15,1,500,ld
15,1.8957676444496054,shrunk,2,15,1,500,ld
16,1.946087639287164,old,2,16,1,500,ld
16,1.9502131531894207,boot,2,16,1,500,ld
16,1.943633753323216,all_boot,2,16,1,500,ld
16,1.858037944067309,null,2,16,1,500,ld
16,1.9857963970252335,gn,2,16,1,500,ld
16,1.8630039134019243,hybrid_gn,2,16,1,500,ld
16,1.9170430286826396,none,2,16,1,500,ld
16,1.9170432298381617,shrunk,2,16,1,500,ld
17,1.9293514354162293,old,2,17,1,500,ld
17,1.9181674803995599,boot,2,17,1,500,ld
17,1.9254407049403217,all_boot,2,17,1,500,ld
17,1.8530856118383092,null,2,17,1,500,ld
17,1.9286480786094335,gn,2,17,1,500,ld
17,1.8349186552073626,hybrid_gn,2,17,1,500,ld
17,1.9435621001827272,none,2,17,1,500,ld
17,1.9435608949848413,shrunk,2,17,1,500,ld
18,2.124459892952298,old,2,18,1,500,ld
18,2.1242976478834708,boot,2,18,1,500,ld
18,2.1269669301246332,all_boot,2,18,1,500,ld
18,2.0974513892581728,null,2,18,1,500,ld
18,2.1539994181983086,gn,2,18,1,500,ld
18,2.0820855547573336,hybrid_gn,2,18,1,500,ld
18,2.0897111811099602,none,2,18,1,500,ld
18,2.0897128135344545,shrunk,2,18,1,500,ld
19,1.8643720013912923,old,2,19,1,500,ld
19,1.8593845075068522,boot,2,19,1,500,ld
19,1.866095534266051,all_boot,2,19,1,500,ld
19,1.7409945842321182,null,2,19,1,500,ld
19,2.9968465638427015,gn,2,19,1,500,ld
19,1.732689637924191,hybrid_gn,2,19,1,500,ld
19,1.8714489380555974,none,2,19,1,500,ld
19,1.8714489340363765,shrunk,2,19,1,500,ld
20,2.125018611503071,old,2,20,1,500,ld
20,2.125208113684696,boot,2,20,1,500,ld
20,2.1265068676163312,all_boot,2,20,1,500,ld
20,2.011946052213098,null,2,20,1,500,ld
20,2.213633944108928,gn,2,20,1,500,ld
20,1.9994558947361263,hybrid_gn,2,20,1,500,ld
20,2.1125630043094366,none,2,20,1,500,ld
20,2.1125635119725397,shrunk,2,20,1,500,ld
21,1.9918572031749164,old,2,21,1,500,ld
21,1.9919689525055164,boot,2,21,1,500,ld
21,1.9883852846586327,all_boot,2,21,1,500,ld
21,1.849705507481179,null,2,21,1,500,ld
21,1.9722322586071945,gn,2,21,1,500,ld
21,1.8622073365330736,hybrid_gn,2,21,1,500,ld
21,1.9722322586071963,none,2,21,1,500,ld
21,1.9722322586071968,shrunk,2,21,1,500,ld
22,1.9968629202010433,old,2,22,1,500,ld
22,2.0067987646418555,boot,2,22,1,500,ld
22,1.9962863114706708,all_boot,2,22,1,500,ld
22,1.9691640652984443,null,2,22,1,500,ld
22,2.6959524918162665,gn,2,22,1,500,ld
22,1.9878361833323943,hybrid_gn,2,22,1,500,ld
22,2.0049451700321113,none,2,22,1,500,ld
22,2.0049451029084073,shrunk,2,22,1,500,ld
23,1.9550278693608327,old,2,23,1,500,ld
23,1.9565247925499976,boot,2,23,1,500,ld
23,1.9549993688021534,all_boot,2,23,1,500,ld
23,1.9655601728936967,null,2,23,1,500,ld
23,2.10938296643362,gn,2,23,1,500,ld
23,1.9623475344024703,hybrid_gn,2,23,1,500,ld
23,1.9556898999244148,none,2,23,1,500,ld
23,1.9556898799383373,shrunk,2,23,1,500,ld
24,1.8463817670199751,old,2,24,1,500,ld
24,1.8540871989702175,boot,2,24,1,500,ld
24,1.8450229634317152,all_boot,2,24,1,500,ld
24,1.719442884276753,null,2,24,1,500,ld
24,1.8424137056998613,gn,2,24,1,500,ld
24,1.701011096024402,hybrid_gn,2,24,1,500,ld
24,1.8708809253282621,none,2,24,1,500,ld
24,1.8708802223091905,shrunk,2,24,1,500,ld
25,1.8147009325945607,old,2,25,1,500,ld
25,1.822024788513841,boot,2,25,1,500,ld
25,1.8181951495586748,all_boot,2,25,1,500,ld
25,1.7717245867096578,null,2,25,1,500,ld
25,1.796173871528825,gn,2,25,1,500,ld
25,1.7781100679752537,hybrid_gn,2,25,1,500,ld
25,1.8405406951844625,none,2,25,1,500,ld
25,1.8405404801204364,shrunk,2,25,1,500,ld
26,1.7745878094705483,old,2,26,1,500,ld
26,1.7732432740782764,boot,2,26,1,500,ld
26,1.7757068173762065,all_boot,2,26,1,500,ld
26,1.6669051051339085,null,2,26,1,500,ld
26,1.864252998888538,gn,2,26,1,500,ld
26,1.6776919315014307,hybrid_gn,2,26,1,500,ld
26,1.7709394877036249,none,2,26,1,500,ld
26,1.770939510828875,shrunk,2,26,1,500,ld
27,1.9612542275244866,old,2,27,1,500,ld
27,1.9587009143950809,boot,2,27,1,500,ld
27,1.960161323073168,all_boot,2,27,1,500,ld
27,1.9125363697053572,null,2,27,1,500,ld
27,3.0658087048045766,gn,2,27,1,500,ld
27,1.9037131967553031,hybrid_gn,2,27,1,500,ld
27,1.928462189432873,none,2,27,1,500,ld
27,1.928462316261699,shrunk,2,27,1,500,ld
28,1.7934890607409149,old,2,28,1,500,ld
28,1.7917739490912674,boot,2,28,1,500,ld
28,1.7949427973085852,all_boot,2,28,1,500,ld
28,1.7553491567820234,null,2,28,1,500,ld
28,1.7925618096302098,gn,2,28,1,500,ld
28,1.751441207830305,hybrid_gn,2,28,1,500,ld
28,1.7993602189697973,none,2,28,1,500,ld
28,1.799360119593373,shrunk,2,28,1,500,ld
29,2.100696892828835,old,2,29,1,500,ld
29,2.1003562644699985,boot,2,29,1,500,ld
29,2.0977005784062603,all_boot,2,29,1,500,ld
29,2.1138462464000254,null,2,29,1,500,ld
29,2.102777479244023,gn,2,29,1,500,ld
29,2.114859705272846,hybrid_gn,2,29,1,500,ld
29,2.0775963604949013,none,2,29,1,500,ld
29,2.077597478778497,shrunk,2,29,1,500,ld
30,1.9707938147698552,old,2,30,1,500,ld
30,1.9658012429107927,boot,2,30,1,500,ld
30,1.9722402352681763,all_boot,2,30,1,500,ld
30,1.7277103440768617,null,2,30,1,500,ld
30,1.9563232965751352,gn,2,30,1,500,ld
30,1.7407602593669402,hybrid_gn,2,30,1,500,ld
30,1.9611728225694691,none,2,30,1,500,ld
30,1.961172875208707,shrunk,2,30,1,500,ld
31,1.8802997518419502,old,2,31,1,500,ld
31,1.8748363029091784,boot,2,31,1,500,ld
31,1.8858506222695057,all_boot,2,31,1,500,ld
31,1.9208896479002655,null,2,31,1,500,ld
31,2.182843830039262,gn,2,31,1,500,ld
31,1.9139090700615573,hybrid_gn,2,31,1,500,ld
31,1.9328387649698535,none,2,31,1,500,ld
31,1.9328383051317646,shrunk,2,31,1,500,ld
32,2.1584074326463334,old,2,32,1,500,ld
32,2.162763213510811,boot,2,32,1,500,ld
32,2.153624730037783,all_boot,2,32,1,500,ld
32,1.9821355737489443,null,2,32,1,500,ld
32,2.1630922085580435,gn,2,32,1,500,ld
32,1.9845745265725445,hybrid_gn,2,32,1,500,ld
32,2.119930995884234,none,2,32,1,500,ld
32,2.119932413783528,shrunk,2,32,1,500,ld
33,1.8574281726022464,old,2,33,1,500,ld
33,1.8560549100480137,boot,2,33,1,500,ld
33,1.8594244981020038,all_boot,2,33,1,500,ld
33,1.8379147449612454,null,2,33,1,500,ld
33,1.8576496386234074,gn,2,33,1,500,ld
33,1.7967095137104305,hybrid_gn,2,33,1,500,ld
33,1.8536284502205909,none,2,33,1,500,ld
33,1.853628726169939,shrunk,2,33,1,500,ld
34,1.9237113611375951,old,2,34,1,500,ld
34,1.9195586952100971,boot,2,34,1,500,ld
34,1.923927851388597,all_boot,2,34,1,500,ld
34,1.8749418697518803,null,2,34,1,500,ld
34,2.3422132471454806,gn,2,34,1,500,ld
34,1.8792154571045536,hybrid_gn,2,34,1,500,ld
34,1.924681324751041,none,2,34,1,500,ld
34,1.9246813195855839,shrunk,2,34,1,500,ld
35,1.9640103221068985,old,2,35,1,500,ld
35,1.967987419781704,boot,2,35,1,500,ld
35,1.9588261461898044,all_boot,2,35,1,500,ld
35,1.8188941234486924,null,2,35,1,500,ld
35,2.2712138322575943,gn,2,35,1,500,ld
35,1.8234512084608938,hybrid_gn,2,35,1,500,ld
35,1.9885328748635098,none,2,35,1,500,ld
35,1.9885320866760166,shrunk,2,35,1,500,ld
36,1.967699117291359,old,2,36,1,500,ld
36,1.971855274191014,boot,2,36,1,500,ld
36,1.9712509709068367,all_boot,2,36,1,500,ld
36,1.8835341347769465,null,2,36,1,500,ld
36,2.013056218623252,gn,2,36,1,500,ld
36,1.883787921726332,hybrid_gn,2,36,1,500,ld
36,1.9446809144243933,none,2,36,1,500,ld
36,1.944681053222807,shrunk,2,36,1,500,ld
37,2.1108363246843322,old,2,37,1,500,ld
37,2.1069489940160357,boot,2,37,1,500,ld
37,2.1041622658287062,all_boot,2,37,1,500,ld
37,2.022837091362413,null,2,37,1,500,ld
37,2.094572732322723,gn,2,37,1,500,ld
37,2.0307405728025922,hybrid_gn,2,37,1,500,ld
37,2.094572732322723,none,2,37,1,500,ld
37,2.094572732322723,shrunk,2,37,1,500,ld
38,2.0527779391100127,old,2,38,1,500,ld
38,2.0512229691444417,boot,2,38,1,500,ld
38,2.051222969144443,all_boot,2,38,1,500,ld
38,1.9372612778336809,null,2,38,1,500,ld
38,2.090433140766577,gn,2,38,1,500,ld
38,1.941644336561409,hybrid_gn,2,38,1,500,ld
38,2.0320168143015493,none,2,38,1,500,ld
38,2.032018418773972,shrunk,2,38,1,500,ld
39,1.8645032653251088,old,2,39,1,500,ld
39,1.8645072172425934,boot,2,39,1,500,ld
39,1.8616901374298616,all_boot,2,39,1,500,ld
39,1.5319401817602194,null,2,39,1,500,ld
39,1.864276770609374,gn,2,39,1,500,ld
39,1.5455866973503785,hybrid_gn,2,39,1,500,ld
39,1.8645032835379691,none,2,39,1,500,ld
39,1.8645032835378967,shrunk,2,39,1,500,ld
40,1.8389743683719215,old,2,40,1,500,ld
40,1.8348412294299459,boot,2,40,1,500,ld
40,1.8379047384097347,all_boot,2,40,1,500,ld
40,1.7502254125860401,null,2,40,1,500,ld
40,1.793717782421812,gn,2,40,1,500,ld
40,1.749788599282156,hybrid_gn,2,40,1,500,ld
40,1.8413911396936244,none,2,40,1,500,ld
40,1.8413911323320842,shrunk,2,40,1,500,ld
41,2.039500588719376,old,2,41,1,500,ld
41,2.0402740179682426,boot,2,41,1,500,ld
41,2.039565584955165,all_boot,2,41,1,500,ld
41,1.9117021136878203,null,2,41,1,500,ld
41,2.12317100030651,gn,2,41,1,500,ld
41,1.9014373970056007,hybrid_gn,2,41,1,500,ld
41,1.979661116685033,none,2,41,1,500,ld
41,1.9796640935376932,shrunk,2,41,1,500,ld
42,1.9991880096460903,old,2,42,1,500,ld
42,1.9939572600445274,boot,2,42,1,500,ld
42,1.9924919985587906,all_boot,2,42,1,500,ld
42,1.8140720024739743,null,2,42,1,500,ld
42,2.043750493484429,gn,2,42,1,500,ld
42,1.8289165694410103,hybrid_gn,2,42,1,500,ld
42,1.9791727047250636,none,2,42,1,500,ld
42,1.9791727047250638,shrunk,2,42,1,500,ld
43,2.137830943626561,old,2,43,1,500,ld
43,2.1255326902698735,boot,2,43,1,500,ld
43,2.1402100091884235,all_boot,2,43,1,500,ld
43,2.0987121763281413,null,2,43,1,500,ld
43,2.7362895796243705,gn,2,43,1,500,ld
43,2.1082249878591397,hybrid_gn,2,43,1,500,ld
43,2.1439455175109923,none,2,43,1,500,ld
43,2.1439453128051005,shrunk,2,43,1,500,ld
44,1.6129667796524354,old,2,44,1,500,ld
44,1.6053544402566642,boot,2,44,1,500,ld
44,1.6048895998782031,all_boot,2,44,1,500,ld
44,1.5644252398308007,null,2,44,1,500,ld
44,2.7162506327900546,gn,2,44,1,500,ld
44,1.542062374263467,hybrid_gn,2,44,1,500,ld
44,1.6894548707558095,none,2,44,1,500,ld
44,1.6894499555495424,shrunk,2,44,1,500,ld
45,1.9363783334170699,old,2,45,1,500,ld
45,1.9396828304543692,boot,2,45,1,500,ld
45,1.9368368035633607,all_boot,2,45,1,500,ld
45,1.6601440209925364,null,2,45,1,500,ld
45,1.9525165740548933,gn,2,45,1,500,ld
45,1.6889921773411192,hybrid_gn,2,45,1,500,ld
45,1.9262631359970408,none,2,45,1,500,ld
45,1.9262632018178574,shrunk,2,45,1,500,ld
46,2.1445857388061302,old,2,46,1,500,ld
46,2.1456560289860733,boot,2,46,1,500,ld
46,2.1457230820274207,all_boot,2,46,1,500,ld
46,1.9794814311407278,null,2,46,1,500,ld
46,2.0863842132498225,gn,2,46,1,500,ld
46,1.9869374489704352,hybrid_gn,2,46,1,500,ld
46,2.0629051557674365,none,2,46,1,500,ld
46,2.062906886416015,shrunk,2,46,1,500,ld
47,2.1025124420619674,old,2,47,1,500,ld
47,2.1039538568660636,boot,2,47,1,500,ld
47,2.107073633171175,all_boot,2,47,1,500,ld
47,2.0440973751872735,null,2,47,1,500,ld
47,2.7751412270760105,gn,2,47,1,500,ld
47,2.0408227847645173,hybrid_gn,2,47,1,500,ld
47,2.0313973822338416,none,2,47,1,500,ld
47,2.0313977801029743,shrunk,2,47,1,500,ld
48,2.10232448742745,old,2,48,1,500,ld
48,2.1016883536481874,boot,2,48,1,500,ld
48,2.1031579822794284,all_boot,2,48,1,500,ld
48,1.9715862135645617,null,2,48,1,500,ld
48,2.1562345210357394,gn,2,48,1,500,ld
48,1.9796518632156732,hybrid_gn,2,48,1,500,ld
48,2.0342133005934326,none,2,48,1,500,ld
48,2.0342133005934318,shrunk,2,48,1,500,ld
49,1.9973640860424116,old,2,49,1,500,ld
49,1.9873200736184522,boot,2,49,1,500,ld
49,2.001118585823864,all_boot,2,49,1,500,ld
49,2.032702771268173,null,2,49,1,500,ld
49,2.724193970885987,gn,2,49,1,500,ld
49,2.023803262526577,hybrid_gn,2,49,1,500,ld
49,2.088152027117817,none,2,49,1,500,ld
49,2.0881498817906916,shrunk,2,49,1,500,ld
50,2.179113489002023,old,2,50,1,500,ld
50,2.1813855406262337,boot,2,50,1,500,ld
50,2.186400332934408,all_boot,2,50,1,500,ld
50,2.0270430913460826,null,2,50,1,500,ld
50,3.434016792391648,gn,2,50,1,500,ld
50,2.0268555494966787,hybrid_gn,2,50,1,500,ld
50,2.189069001910216,none,2,50,1,500,ld
50,2.189068775013534,shrunk,2,50,1,500,ld
51,1.8916631077166906,old,2,51,1,500,ld
51,1.9029909970278398,boot,2,51,1,500,ld
51,1.8927703246947254,all_boot,2,51,1,500,ld
51,1.8685358416400173,null,2,51,1,500,ld
51,1.8892420647674109,gn,2,51,1,500,ld
51,1.8599942520067383,hybrid_gn,2,51,1,500,ld
51,1.905014563562201,none,2,51,1,500,ld
51,1.9050142156440837,shrunk,2,51,1,500,ld
52,2.08784528158342,old,2,52,1,500,ld
52,2.0870473754817405,boot,2,52,1,500,ld
52,2.0882319777305227,all_boot,2,52,1,500,ld
52,1.773576690422203,null,2,52,1,500,ld
52,2.1087167164728537,gn,2,52,1,500,ld
52,1.7662355445164113,hybrid_gn,2,52,1,500,ld
52,2.0841584167279565,none,2,52,1,500,ld
52,2.0841584340804906,shrunk,2,52,1,500,ld
53,1.8015711900681033,old,2,53,1,500,ld
53,1.81356825228643,boot,2,53,1,500,ld
53,1.8033338689647365,all_boot,2,53,1,500,ld
53,1.8248511171026425,null,2,53,1,500,ld
53,1.7953140338077889,gn,2,53,1,500,ld
53,1.8174555282632285,hybrid_gn,2,53,1,500,ld
53,1.8731781094935334,none,2,53,1,500,ld
53,1.8731745453496031,shrunk,2,53,1,500,ld
54,1.960037632254869,old,2,54,1,500,ld
54,1.9659569686833085,boot,2,54,1,500,ld
54,1.958498771988558,all_boot,2,54,1,500,ld
54,2.0202122605268773,null,2,54,1,500,ld
54,2.309061323677904,gn,2,54,1,500,ld
54,2.021350713265344,hybrid_gn,2,54,1,500,ld
54,2.014940507172367,none,2,54,1,500,ld
54,2.0149399248245676,shrunk,2,54,1,500,ld
55,2.21310603874564,old,2,55,1,500,ld
55,2.1987905285315272,boot,2,55,1,500,ld
55,2.2161044835213204,all_boot,2,55,1,500,ld
55,2.099312659004096,null,2,55,1,500,ld
55,3.1044108190640376,gn,2,55,1,500,ld
55,2.0751066934473834,hybrid_gn,2,55,1,500,ld
55,2.187384360697232,none,2,55,1,500,ld
55,2.1873845557179,shrunk,2,55,1,500,ld
56,1.7962837231918352,old,2,56,1,500,ld
56,1.800664621571373,boot,2,56,1,500,ld
56,1.7955090431138894,all_boot,2,56,1,500,ld
56,1.7286639519272111,null,2,56,1,500,ld
56,1.797365554778373,gn,2,56,1,500,ld
56,1.7266764608464662,hybrid_gn,2,56,1,500,ld
56,1.7673706368112814,none,2,56,1,500,ld
56,1.7673738430513752,shrunk,2,56,1,500,ld
57,1.9805831109800067,old,2,57,1,500,ld
57,1.9808319077848988,boot,2,57,1,500,ld
57,1.980358753466335,all_boot,2,57,1,500,ld
57,1.7463583843844892,null,2,57,1,500,ld
57,2.0142765097079938,gn,2,57,1,500,ld
57,1.7662902495715285,hybrid_gn,2,57,1,500,ld
57,1.8779409042464434,none,2,57,1,500,ld
57,1.8779409042464434,shrunk,2,57,1,500,ld
58,2.0532544299516475,old,2,58,1,500,ld
58,2.0546576466827657,boot,2,58,1,500,ld
58,2.0549220440513296,all_boot,2,58,1,500,ld
58,1.7738451009962901,null,2,58,1,500,ld
58,2.0700703364831754,gn,2,58,1,500,ld
58,1.7465387256672653,hybrid_gn,2,58,1,500,ld
58,2.049972006277717,none,2,58,1,500,ld
58,2.0499720219702833,shrunk,2,58,1,500,ld
59,1.9716454825939627,old,2,59,1,500,ld
59,1.9716429828427156,boot,2,59,1,500,ld
59,1.9722065767589134,all_boot,2,59,1,500,ld
59,1.9206588281384223,null,2,59,1,500,ld
59,2.230870716344578,gn,2,59,1,500,ld
59,1.919769803180887,hybrid_gn,2,59,1,500,ld
59,1.9559159514285271,none,2,59,1,500,ld
59,1.9559161117998456,shrunk,2,59,1,500,ld
60,1.9872095143227098,old,2,60,1,500,ld
60,1.9833970688076417,boot,2,60,1,500,ld
60,1.9871753336490943,all_boot,2,60,1,500,ld
60,1.9698937299403527,null,2,60,1,500,ld
60,1.9874848641394876,gn,2,60,1,500,ld
60,1.9696653856449207,hybrid_gn,2,60,1,500,ld
60,1.9869644320212074,none,2,60,1,500,ld
60,1.986964433874098,shrunk,2,60,1,500,ld
61,1.995945588535287,old,2,61,1,500,ld
61,2.003342823920196,boot,2,61,1,500,ld
61,1.9953681550409448,all_boot,2,61,1,500,ld
61,1.8059718934651179,null,2,61,1,500,ld
61,2.022064572185936,gn,2,61,1,500,ld
61,1.8226249907302656,hybrid_gn,2,61,1,500,ld
61,1.9642635254175709,none,2,61,1,500,ld
61,1.964265461659093,shrunk,2,61,1,500,ld
62,1.9020743518679755,old,2,62,1,500,ld
62,1.9084848938307957,boot,2,62,1,500,ld
62,1.90360269823074,all_boot,2,62,1,500,ld
62,1.7866194582469515,null,2,62,1,500,ld
62,1.967179099090371,gn,2,62,1,500,ld
62,1.8109231244162116,hybrid_gn,2,62,1,500,ld
62,1.8825503930961278,none,2,62,1,500,ld
62,1.8825503930961276,shrunk,2,62,1,500,ld
63,1.9434691152934265,old,2,63,1,500,ld
63,1.9467721700818232,boot,2,63,1,500,ld
63,1.943931968000003,all_boot,2,63,1,500,ld
63,1.6733842407711004,null,2,63,1,500,ld
63,1.9574086228004666,gn,2,63,1,500,ld
63,1.687649009806265,hybrid_gn,2,63,1,500,ld
63,1.8640220575874615,none,2,63,1,500,ld
63,1.8640264232428698,shrunk,2,63,1,500,ld
64,2.0683634373508104,old,2,64,1,500,ld
64,2.0756933086090488,boot,2,64,1,500,ld
64,2.0691664413456334,all_boot,2,64,1,500,ld
64,2.127537068571488,null,2,64,1,500,ld
64,2.3554363964554916,gn,2,64,1,500,ld
64,2.1311514143206964,hybrid_gn,2,64,1,500,ld
64,2.0930134549044244,none,2,64,1,500,ld
64,2.0930132463171573,shrunk,2,64,1,500,ld
65,2.412653194800273,old,2,65,1,500,ld
65,2.415749144169217,boot,2,65,1,500,ld
65,2.413247149749754,all_boot,2,65,1,500,ld
65,2.1195978350890226,null,2,65,1,500,ld
65,2.4465288513264336,gn,2,65,1,500,ld
65,2.0929783181460566,hybrid_gn,2,65,1,500,ld
65,2.292710284440871,none,2,65,1,500,ld
65,2.292712462900234,shrunk,2,65,1,500,ld
66,2.107351236903576,old,2,66,1,500,ld
66,2.115981396916949,boot,2,66,1,500,ld
66,2.10281925268479,all_boot,2,66,1,500,ld
66,2.0068652508530116,null,2,66,1,500,ld
66,2.7642123554173197,gn,2,66,1,500,ld
66,2.0094198263024166,hybrid_gn,2,66,1,500,ld
66,2.0118382625398215,none,2,66,1,500,ld
66,2.0118392486301397,shrunk,2,66,1,500,ld
67,1.8832071245458641,old,2,67,1,500,ld
67,1.888038615010428,boot,2,67,1,500,ld
67,1.9020430747899306,all_boot,2,67,1,500,ld
67,1.7957489311151362,null,2,67,1,500,ld
67,3.5691563444344747,gn,2,67,1,500,ld
67,1.8032361075056857,hybrid_gn,2,67,1,500,ld
67,1.9367782647854574,none,2,67,1,500,ld
67,1.936777587077144,shrunk,2,67,1,500,ld
68,1.9012675928572154,old,2,68,1,500,ld
68,1.8930442169585968,boot,2,68,1,500,ld
68,1.895620413107057,all_boot,2,68,1,500,ld
68,1.6802880132819717,null,2,68,1,500,ld
68,1.893346617693538,gn,2,68,1,500,ld
68,1.6699305760298975,hybrid_gn,2,68,1,500,ld
68,1.8103799417578639,none,2,68,1,500,ld
68,1.8103865367433127,shrunk,2,68,1,500,ld
69,1.9557884354226351,old,2,69,1,500,ld
69,1.954856432284357,boot,2,69,1,500,ld
69,1.961501881367705,all_boot,2,69,1,500,ld
