sim,b,est,shrinkage_factor,type,run,j,n,d
2,0,ate_ipw_2,0,hybrid_gn,2,1,50,ks
2,2.220446049250313e-16,ate_regr,0,hybrid_gn,2,1,50,ks
2,2.1599435199824676e-16,ate_dr,0,hybrid_gn,2,1,50,ks
2,0.9999999999999992,ate_strat,0,hybrid_gn,2,1,50,ks
3,0.21914387462756912,ate_ipw_2,0,old,3,1,50,ks
3,0.25661708829247576,ate_regr,0,old,3,1,50,ks
3,0.5057868510828336,ate_dr,0,old,3,1,50,ks
3,0.01845218599712163,ate_strat,0,old,3,1,50,ks
3,0.23005658762514192,ate_ipw_2,0,boot,3,1,50,ks
3,0.2448965596406583,ate_regr,0,boot,3,1,50,ks
3,0.5250468527341998,ate_dr,0,boot,3,1,50,ks
3,0,ate_strat,0,boot,3,1,50,ks
3,0.22775120823274067,ate_ipw_2,0,all_boot,3,1,50,ks
3,0.25658593970170734,ate_regr,0,all_boot,3,1,50,ks
3,0.5152356004125257,ate_dr,0,all_boot,3,1,50,ks
3,4.272516530264014e-4,ate_strat,0,all_boot,3,1,50,ks
3,0,ate_ipw_2,0,null,3,1,50,ks
3,0.043382526421833933,ate_regr,0,null,3,1,50,ks
3,1.6810984624151192e-16,ate_dr,0,null,3,1,50,ks
3,0.9566174735781658,ate_strat,0,null,3,1,50,ks
3,0,ate_ipw_2,0,gn,3,1,50,ks
3,0.8634093996647236,ate_regr,0,gn,3,1,50,ks
3,8.510808259093979e-17,ate_dr,0,gn,3,1,50,ks
3,0.13659060033527648,ate_strat,0,gn,3,1,50,ks
3,0,ate_ipw_2,0,hybrid_gn,3,1,50,ks
3,0.043382526421833933,ate_regr,0,hybrid_gn,3,1,50,ks
3,1.6810984624151192e-16,ate_dr,0,hybrid_gn,3,1,50,ks
3,0.9566174735781658,ate_strat,0,hybrid_gn,3,1,50,ks
4,0,ate_ipw_2,0,old,4,1,50,ks
4,0.44583727683005087,ate_regr,0,old,4,1,50,ks
4,0.5142512242738729,ate_dr,0,old,4,1,50,ks
4,0.03991149889607616,ate_strat,0,old,4,1,50,ks
4,0,ate_ipw_2,0,boot,4,1,50,ks
4,0.40696960754137335,ate_regr,0,boot,4,1,50,ks
4,0.4917121644963866,ate_dr,0,boot,4,1,50,ks
4,0.10131822796224,ate_strat,0,boot,4,1,50,ks
4,0,ate_ipw_2,0,all_boot,4,1,50,ks
4,0.4044406668948833,ate_regr,0,all_boot,4,1,50,ks
4,0.5342260635969254,ate_dr,0,all_boot,4,1,50,ks
4,0.0613332695081914,ate_strat,0,all_boot,4,1,50,ks
4,8.106109667349573e-17,ate_ipw_2,0,null,4,1,50,ks
4,0,ate_regr,0,null,4,1,50,ks
4,1.1946616916554921e-15,ate_dr,0,null,4,1,50,ks
4,0.9999999999999984,ate_strat,0,null,4,1,50,ks
4,0.18656658234329293,ate_ipw_2,0,gn,4,1,50,ks
4,0.45762948460434166,ate_regr,0,gn,4,1,50,ks
4,2.220446049250313e-16,ate_dr,0,gn,4,1,50,ks
4,0.3558039330523649,ate_strat,0,gn,4,1,50,ks
4,8.106109667349573e-17,ate_ipw_2,0,hybrid_gn,4,1,50,ks
4,0,ate_regr,0,hybrid_gn,4,1,50,ks
4,1.1946616916554921e-15,ate_dr,0,hybrid_gn,4,1,50,ks
4,0.9999999999999984,ate_strat,0,hybrid_gn,4,1,50,ks
5,0,ate_ipw_2,0,old,5,1,50,ks
5,0.04325600445701697,ate_regr,0,old,5,1,50,ks
5,0.9379187795104603,ate_dr,0,old,5,1,50,ks
5,0.01882521603252292,ate_strat,0,old,5,1,50,ks
5,0,ate_ipw_2,0,boot,5,1,50,ks
5,0.05317484684800185,ate_regr,0,boot,5,1,50,ks
5,0.9010910975153023,ate_dr,0,boot,5,1,50,ks
5,0.04573405563669604,ate_strat,0,boot,5,1,50,ks
5,0,ate_ipw_2,0,all_boot,5,1,50,ks
5,0.031442964746623635,ate_regr,0,all_boot,5,1,50,ks
5,0.9350895881557385,ate_dr,0,all_boot,5,1,50,ks
5,0.033467447097637715,ate_strat,0,all_boot,5,1,50,ks
5,0,ate_ipw_2,0,null,5,1,50,ks
5,0.22682796329267307,ate_regr,0,null,5,1,50,ks
5,-1.7247651930785108e-16,ate_dr,0,null,5,1,50,ks
5,0.7731720367073263,ate_strat,0,null,5,1,50,ks
5,0.21080539769149795,ate_ipw_2,0,gn,5,1,50,ks
5,0.7891946023085018,ate_regr,0,gn,5,1,50,ks
5,-2.283775977207008e-17,ate_dr,0,gn,5,1,50,ks
5,0,ate_strat,0,gn,5,1,50,ks
5,0,ate_ipw_2,0,hybrid_gn,5,1,50,ks
5,0.22682796329267307,ate_regr,0,hybrid_gn,5,1,50,ks
5,-1.7247651930785108e-16,ate_dr,0,hybrid_gn,5,1,50,ks
5,0.7731720367073263,ate_strat,0,hybrid_gn,5,1,50,ks
6,-1.564569185652875e-17,ate_ipw_2,0,old,6,1,50,ks
6,0.49600108928185255,ate_regr,0,old,6,1,50,ks
6,0.5039989107181476,ate_dr,0,old,6,1,50,ks
6,0,ate_strat,0,old,6,1,50,ks
6,0,ate_ipw_2,0,boot,6,1,50,ks
6,0.4925762170801086,ate_regr,0,boot,6,1,50,ks
6,0.5074237829198912,ate_dr,0,boot,6,1,50,ks
6,0,ate_strat,0,boot,6,1,50,ks
6,-3.3083757822252614e-17,ate_ipw_2,0,all_boot,6,1,50,ks
6,0.44934334090718575,ate_regr,0,all_boot,6,1,50,ks
6,0.5506566590928144,ate_dr,0,all_boot,6,1,50,ks
6,0,ate_strat,0,all_boot,6,1,50,ks
6,0.602712683287342,ate_ipw_2,0,null,6,1,50,ks
6,0,ate_regr,0,null,6,1,50,ks
6,-6.125412666981663e-16,ate_dr,0,null,6,1,50,ks
6,0.3972873167126597,ate_strat,0,null,6,1,50,ks
6,0.0019855848907739393,ate_ipw_2,0,gn,6,1,50,ks
6,0.7850693151809859,ate_regr,0,gn,6,1,50,ks
6,0,ate_dr,0,gn,6,1,50,ks
6,0.21294509992824,ate_strat,0,gn,6,1,50,ks
6,0.602712683287342,ate_ipw_2,0,hybrid_gn,6,1,50,ks
6,0,ate_regr,0,hybrid_gn,6,1,50,ks
6,-6.125412666981663e-16,ate_dr,0,hybrid_gn,6,1,50,ks
6,0.3972873167126597,ate_strat,0,hybrid_gn,6,1,50,ks
7,0.23332867602649124,ate_ipw_2,0,old,7,1,50,ks
7,0.09928831501344093,ate_regr,0,old,7,1,50,ks
7,0.5274873076737204,ate_dr,0,old,7,1,50,ks
7,0.13989570128634748,ate_strat,0,old,7,1,50,ks
7,0.2569850134532313,ate_ipw_2,0,boot,7,1,50,ks
7,0.08832041599672687,ate_regr,0,boot,7,1,50,ks
7,0.5776998977244227,ate_dr,0,boot,7,1,50,ks
7,0.0769946728256192,ate_strat,0,boot,7,1,50,ks
7,0.262547857806667,ate_ipw_2,0,all_boot,7,1,50,ks
7,0.050938026625287514,ate_regr,0,all_boot,7,1,50,ks
7,0.6063272689480901,ate_dr,0,all_boot,7,1,50,ks
7,0.08018684661995537,ate_strat,0,all_boot,7,1,50,ks
7,2.0110598412962313e-16,ate_ipw_2,0,null,7,1,50,ks
7,1,ate_regr,0,null,7,1,50,ks
7,0,ate_dr,0,null,7,1,50,ks
7,0,ate_strat,0,null,7,1,50,ks
7,-6.313471714697976e-18,ate_ipw_2,0,gn,7,1,50,ks
7,0.9353610378833459,ate_regr,0,gn,7,1,50,ks
7,0,ate_dr,0,gn,7,1,50,ks
7,0.06463896211665415,ate_strat,0,gn,7,1,50,ks
7,2.0110598412962313e-16,ate_ipw_2,0,hybrid_gn,7,1,50,ks
7,1,ate_regr,0,hybrid_gn,7,1,50,ks
7,0,ate_dr,0,hybrid_gn,7,1,50,ks
7,0,ate_strat,0,hybrid_gn,7,1,50,ks
8,0,ate_ipw_2,0,old,8,1,50,ks
8,0.002721278020327022,ate_regr,0,old,8,1,50,ks
8,0.9707758607788699,ate_dr,0,old,8,1,50,ks
8,0.026502861200803265,ate_strat,0,old,8,1,50,ks
8,0,ate_ipw_2,0,boot,8,1,50,ks
8,0.03472586717734094,ate_regr,0,boot,8,1,50,ks
8,0.9278869302830166,ate_dr,0,boot,8,1,50,ks
8,0.037387202539642575,ate_strat,0,boot,8,1,50,ks
8,-2.7755575615628914e-17,ate_ipw_2,0,all_boot,8,1,50,ks
8,0.001067740314089783,ate_regr,0,all_boot,8,1,50,ks
8,0.9750445261018019,ate_dr,0,all_boot,8,1,50,ks
8,0.02388773358410834,ate_strat,0,all_boot,8,1,50,ks
8,-5.427526643601937e-18,ate_ipw_2,0,null,8,1,50,ks
8,0,ate_regr,0,null,8,1,50,ks
8,7.747461743677962e-18,ate_dr,0,null,8,1,50,ks
8,0.9999999999999994,ate_strat,0,null,8,1,50,ks
8,0.07964195620467462,ate_ipw_2,0,gn,8,1,50,ks
8,0.6236625644721137,ate_regr,0,gn,8,1,50,ks
8,0,ate_dr,0,gn,8,1,50,ks
8,0.29669547932321244,ate_strat,0,gn,8,1,50,ks
8,-5.427526643601937e-18,ate_ipw_2,0,hybrid_gn,8,1,50,ks
8,0,ate_regr,0,hybrid_gn,8,1,50,ks
8,7.747461743677962e-18,ate_dr,0,hybrid_gn,8,1,50,ks
8,0.9999999999999994,ate_strat,0,hybrid_gn,8,1,50,ks
9,0.016586698981598758,ate_ipw_2,0,old,9,1,50,ks
9,0.13294723647877627,ate_regr,0,old,9,1,50,ks
9,0.8504660645396249,ate_dr,0,old,9,1,50,ks
9,0,ate_strat,0,old,9,1,50,ks
9,0,ate_ipw_2,0,boot,9,1,50,ks
9,0.15173293735063614,ate_regr,0,boot,9,1,50,ks
9,0.846054422336797,ate_dr,0,boot,9,1,50,ks
9,0.0022126403125669165,ate_strat,0,boot,9,1,50,ks
9,0,ate_ipw_2,0,all_boot,9,1,50,ks
9,0.15086574642431172,ate_regr,0,all_boot,9,1,50,ks
9,0.8477425214458366,ate_dr,0,all_boot,9,1,50,ks
9,0.0013917321298517506,ate_strat,0,all_boot,9,1,50,ks
9,0,ate_ipw_2,0,null,9,1,50,ks
9,0.14982515389618245,ate_regr,0,null,9,1,50,ks
9,-1.3540849713396503e-16,ate_dr,0,null,9,1,50,ks
9,0.8501748461038181,ate_strat,0,null,9,1,50,ks
9,0,ate_ipw_2,0,gn,9,1,50,ks
9,0.70362994810185,ate_regr,0,gn,9,1,50,ks
9,-5.697742179145396e-18,ate_dr,0,gn,9,1,50,ks
9,0.2963700518981498,ate_strat,0,gn,9,1,50,ks
9,0,ate_ipw_2,0,hybrid_gn,9,1,50,ks
9,0.14982515389618245,ate_regr,0,hybrid_gn,9,1,50,ks
9,-1.3540849713396503e-16,ate_dr,0,hybrid_gn,9,1,50,ks
9,0.8501748461038181,ate_strat,0,hybrid_gn,9,1,50,ks
10,0,ate_ipw_2,0,old,10,1,50,ks
10,0.22885242309525566,ate_regr,0,old,10,1,50,ks
10,0.6765376362057861,ate_dr,0,old,10,1,50,ks
10,0.0946099406989582,ate_strat,0,old,10,1,50,ks
10,0,ate_ipw_2,0,boot,10,1,50,ks
10,0.3004469907062011,ate_regr,0,boot,10,1,50,ks
10,0.6825082397426703,ate_dr,0,boot,10,1,50,ks
10,0.017044769551128595,ate_strat,0,boot,10,1,50,ks
10,-1.1624182644648299e-19,ate_ipw_2,0,all_boot,10,1,50,ks
10,0.2709797812266816,ate_regr,0,all_boot,10,1,50,ks
10,0.7290202187733184,ate_dr,0,all_boot,10,1,50,ks
10,0,ate_strat,0,all_boot,10,1,50,ks
10,0.2722700318234015,ate_ipw_2,0,null,10,1,50,ks
10,2.220446049250313e-16,ate_regr,0,null,10,1,50,ks
10,9.766193553535694e-17,ate_dr,0,null,10,1,50,ks
10,0.7277299681765975,ate_strat,0,null,10,1,50,ks
10,0.13483282705048805,ate_ipw_2,0,gn,10,1,50,ks
10,0.865167172949512,ate_regr,0,gn,10,1,50,ks
10,1.2956333681365842e-18,ate_dr,0,gn,10,1,50,ks
10,0,ate_strat,0,gn,10,1,50,ks
10,0.2722700318234015,ate_ipw_2,0,hybrid_gn,10,1,50,ks
10,2.220446049250313e-16,ate_regr,0,hybrid_gn,10,1,50,ks
10,9.766193553535694e-17,ate_dr,0,hybrid_gn,10,1,50,ks
10,0.7277299681765975,ate_strat,0,hybrid_gn,10,1,50,ks
11,0.3113724146828064,ate_ipw_2,0,old,11,1,50,ks
11,0.5231522638815927,ate_regr,0,old,11,1,50,ks
11,0,ate_dr,0,old,11,1,50,ks
11,0.1654753214356008,ate_strat,0,old,11,1,50,ks
11,0.3271411726886917,ate_ipw_2,0,boot,11,1,50,ks
11,0.5305090263503058,ate_regr,0,boot,11,1,50,ks
11,0,ate_dr,0,boot,11,1,50,ks
11,0.1423498009610023,ate_strat,0,boot,11,1,50,ks
11,0.3227815838894703,ate_ipw_2,0,all_boot,11,1,50,ks
11,0.5213609761010638,ate_regr,0,all_boot,11,1,50,ks
11,0,ate_dr,0,all_boot,11,1,50,ks
11,0.15585744000946583,ate_strat,0,all_boot,11,1,50,ks
11,0.05218747284778467,ate_ipw_2,0,null,11,1,50,ks
11,0,ate_regr,0,null,11,1,50,ks
11,-3.1322093052452064e-18,ate_dr,0,null,11,1,50,ks
11,0.9478125271522154,ate_strat,0,null,11,1,50,ks
11,0,ate_ipw_2,0,gn,11,1,50,ks
11,0.9297855795715267,ate_regr,0,gn,11,1,50,ks
11,0.019584957704273716,ate_dr,0,gn,11,1,50,ks
11,0.05062946272419935,ate_strat,0,gn,11,1,50,ks
11,0.05218747284778467,ate_ipw_2,0,hybrid_gn,11,1,50,ks
11,0,ate_regr,0,hybrid_gn,11,1,50,ks
11,-3.1322093052452064e-18,ate_dr,0,hybrid_gn,11,1,50,ks
11,0.9478125271522154,ate_strat,0,hybrid_gn,11,1,50,ks
12,0.3262165246843041,ate_ipw_2,0,old,12,1,50,ks
12,0.11941610534803698,ate_regr,0,old,12,1,50,ks
12,0.5399457859494771,ate_dr,0,old,12,1,50,ks
12,0.014421584018181959,ate_strat,0,old,12,1,50,ks
12,0.31597146250124636,ate_ipw_2,0,boot,12,1,50,ks
12,0.1803321347679883,ate_regr,0,boot,12,1,50,ks
12,0.5036964027307653,ate_dr,0,boot,12,1,50,ks
12,0,ate_strat,0,boot,12,1,50,ks
12,0.3235514910711276,ate_ipw_2,0,all_boot,12,1,50,ks
12,0.1396688255660141,ate_regr,0,all_boot,12,1,50,ks
12,0.525731542704034,ate_dr,0,all_boot,12,1,50,ks
12,0.011048140658824285,ate_strat,0,all_boot,12,1,50,ks
12,0,ate_ipw_2,0,null,12,1,50,ks
12,5.148253003223838e-16,ate_regr,0,null,12,1,50,ks
12,-3.3244743844876516e-16,ate_dr,0,null,12,1,50,ks
12,1.0000000000000002,ate_strat,0,null,12,1,50,ks
12,0,ate_ipw_2,0,gn,12,1,50,ks
12,0.9409912450537365,ate_regr,0,gn,12,1,50,ks
12,1.7238594787755036e-17,ate_dr,0,gn,12,1,50,ks
12,0.059008754946263564,ate_strat,0,gn,12,1,50,ks
12,0,ate_ipw_2,0,hybrid_gn,12,1,50,ks
12,5.148253003223838e-16,ate_regr,0,hybrid_gn,12,1,50,ks
12,-3.3244743844876516e-16,ate_dr,0,hybrid_gn,12,1,50,ks
12,1.0000000000000002,ate_strat,0,hybrid_gn,12,1,50,ks
13,7.517032404163087e-19,ate_ipw_2,0,old,13,1,50,ks
13,0.29299586852986353,ate_regr,0,old,13,1,50,ks
13,0.7070041314701364,ate_dr,0,old,13,1,50,ks
13,0,ate_strat,0,old,13,1,50,ks
13,0,ate_ipw_2,0,boot,13,1,50,ks
13,0.2905128590447622,ate_regr,0,boot,13,1,50,ks
13,0.7088020006201959,ate_dr,0,boot,13,1,50,ks
13,6.851403350418908e-4,ate_strat,0,boot,13,1,50,ks
13,0,ate_ipw_2,0,all_boot,13,1,50,ks
13,0.2884278565803256,ate_regr,0,all_boot,13,1,50,ks
13,0.7115721434196745,ate_dr,0,all_boot,13,1,50,ks
13,0,ate_strat,0,all_boot,13,1,50,ks
13,0,ate_ipw_2,0,null,13,1,50,ks
13,-3.8370777562574724e-17,ate_regr,0,null,13,1,50,ks
13,-4.3720073792058114e-16,ate_dr,0,null,13,1,50,ks
13,1.0000000000000002,ate_strat,0,null,13,1,50,ks
13,0.2520714537655402,ate_ipw_2,0,gn,13,1,50,ks
13,0.590890575539932,ate_regr,0,gn,13,1,50,ks
13,-2.220446049250313e-16,ate_dr,0,gn,13,1,50,ks
13,0.15703797069452824,ate_strat,0,gn,13,1,50,ks
13,0,ate_ipw_2,0,hybrid_gn,13,1,50,ks
13,-3.8370777562574724e-17,ate_regr,0,hybrid_gn,13,1,50,ks
13,-4.3720073792058114e-16,ate_dr,0,hybrid_gn,13,1,50,ks
13,1.0000000000000002,ate_strat,0,hybrid_gn,13,1,50,ks
14,0.8393017991730405,ate_ipw_2,0,old,14,1,50,ks
14,0,ate_regr,0,old,14,1,50,ks
14,0.13932461067727836,ate_dr,0,old,14,1,50,ks
14,0.021373590149681106,ate_strat,0,old,14,1,50,ks
14,0.8117759011914056,ate_ipw_2,0,boot,14,1,50,ks
14,0,ate_regr,0,boot,14,1,50,ks
14,0.1635186402407319,ate_dr,0,boot,14,1,50,ks
14,0.024705458567862618,ate_strat,0,boot,14,1,50,ks
14,0.8179653267006413,ate_ipw_2,0,all_boot,14,1,50,ks
14,0,ate_regr,0,all_boot,14,1,50,ks
14,0.1820346732993586,ate_dr,0,all_boot,14,1,50,ks
14,0,ate_strat,0,all_boot,14,1,50,ks
14,1.448014121713981e-16,ate_ipw_2,0,null,14,1,50,ks
14,0.9999999999999998,ate_regr,0,null,14,1,50,ks
14,0,ate_dr,0,null,14,1,50,ks
14,3.342182709519428e-16,ate_strat,0,null,14,1,50,ks
14,-6.806037965083023e-18,ate_ipw_2,0,gn,14,1,50,ks
14,1.0000000000000002,ate_regr,0,gn,14,1,50,ks
14,0,ate_dr,0,gn,14,1,50,ks
14,0,ate_strat,0,gn,14,1,50,ks
14,1.448014121713981e-16,ate_ipw_2,0,hybrid_gn,14,1,50,ks
14,0.9999999999999998,ate_regr,0,hybrid_gn,14,1,50,ks
14,0,ate_dr,0,hybrid_gn,14,1,50,ks
14,3.342182709519428e-16,ate_strat,0,hybrid_gn,14,1,50,ks
15,0.09599546251828373,ate_ipw_2,0,old,15,1,50,ks
15,0.5180688322915231,ate_regr,0,old,15,1,50,ks
15,0.3859357051901934,ate_dr,0,old,15,1,50,ks
15,0,ate_strat,0,old,15,1,50,ks
15,0.17845376844081087,ate_ipw_2,0,boot,15,1,50,ks
15,0.48656989494145914,ate_regr,0,boot,15,1,50,ks
15,0.33497633661773013,ate_dr,0,boot,15,1,50,ks
15,0,ate_strat,0,boot,15,1,50,ks
15,0.02240110137558604,ate_ipw_2,0,all_boot,15,1,50,ks
15,0.5350976033360229,ate_regr,0,all_boot,15,1,50,ks
15,0.4425012952883912,ate_dr,0,all_boot,15,1,50,ks
15,0,ate_strat,0,all_boot,15,1,50,ks
15,2.220446049250313e-16,ate_ipw_2,0,null,15,1,50,ks
15,-4.3449931497668944e-16,ate_regr,0,null,15,1,50,ks
15,1.9304083473032787e-16,ate_dr,0,null,15,1,50,ks
15,0.9999999999999998,ate_strat,0,null,15,1,50,ks
15,0.136114812293971,ate_ipw_2,0,gn,15,1,50,ks
15,0.5864200594860184,ate_regr,0,gn,15,1,50,ks
15,0,ate_dr,0,gn,15,1,50,ks
15,0.2774651282200107,ate_strat,0,gn,15,1,50,ks
15,2.220446049250313e-16,ate_ipw_2,0,hybrid_gn,15,1,50,ks
15,-4.3449931497668944e-16,ate_regr,0,hybrid_gn,15,1,50,ks
15,1.9304083473032787e-16,ate_dr,0,hybrid_gn,15,1,50,ks
15,0.9999999999999998,ate_strat,0,hybrid_gn,15,1,50,ks
16,0,ate_ipw_2,0,old,16,1,50,ks
16,0.321897487273588,ate_regr,0,old,16,1,50,ks
16,0.39948592919398007,ate_dr,0,old,16,1,50,ks
16,0.278616583532432,ate_strat,0,old,16,1,50,ks
16,0,ate_ipw_2,0,boot,16,1,50,ks
16,0.42834218169264865,ate_regr,0,boot,16,1,50,ks
16,0.5716578183073515,ate_dr,0,boot,16,1,50,ks
16,-2.0125251368191194e-18,ate_strat,0,boot,16,1,50,ks
16,0,ate_ipw_2,0,all_boot,16,1,50,ks
16,0.4366229532340345,ate_regr,0,all_boot,16,1,50,ks
16,0.5633770467659653,ate_dr,0,all_boot,16,1,50,ks
16,-5.176874326258178e-18,ate_strat,0,all_boot,16,1,50,ks
16,0,ate_ipw_2,0,null,16,1,50,ks
16,0,ate_regr,0,null,16,1,50,ks
16,5.458311824591262e-16,ate_dr,0,null,16,1,50,ks
16,1.0000000000000002,ate_strat,0,null,16,1,50,ks
16,0,ate_ipw_2,0,gn,16,1,50,ks
16,0.7641722122214729,ate_regr,0,gn,16,1,50,ks
16,1.930443065848274e-17,ate_dr,0,gn,16,1,50,ks
16,0.23582778777852703,ate_strat,0,gn,16,1,50,ks
16,0,ate_ipw_2,0,hybrid_gn,16,1,50,ks
16,0,ate_regr,0,hybrid_gn,16,1,50,ks
16,5.458311824591262e-16,ate_dr,0,hybrid_gn,16,1,50,ks
16,1.0000000000000002,ate_strat,0,hybrid_gn,16,1,50,ks
17,0.7354997720242188,ate_ipw_2,0,old,17,1,50,ks
17,0,ate_regr,0,old,17,1,50,ks
17,0.18935413681743996,ate_dr,0,old,17,1,50,ks
17,0.07514609115834117,ate_strat,0,old,17,1,50,ks
17,0.657440915519514,ate_ipw_2,0,boot,17,1,50,ks
17,0.0374172588956139,ate_regr,0,boot,17,1,50,ks
17,0.16156327109388396,ate_dr,0,boot,17,1,50,ks
17,0.1435785544909882,ate_strat,0,boot,17,1,50,ks
17,0.6558495231908049,ate_ipw_2,0,all_boot,17,1,50,ks
17,0.044226660522444373,ate_regr,0,all_boot,17,1,50,ks
17,0.16078423982007303,ate_dr,0,all_boot,17,1,50,ks
17,0.1391395764666777,ate_strat,0,all_boot,17,1,50,ks
17,0,ate_ipw_2,0,null,17,1,50,ks
17,5.849306699955789e-17,ate_regr,0,null,17,1,50,ks
17,0.18794384026864602,ate_dr,0,null,17,1,50,ks
17,0.8120561597313529,ate_strat,0,null,17,1,50,ks
17,1.3877787807814457e-17,ate_ipw_2,0,gn,17,1,50,ks
17,0.8894073035800069,ate_regr,0,gn,17,1,50,ks
17,2.90284302902816e-17,ate_dr,0,gn,17,1,50,ks
17,0.11059269641999302,ate_strat,0,gn,17,1,50,ks
17,0,ate_ipw_2,0,hybrid_gn,17,1,50,ks
17,5.849306699955789e-17,ate_regr,0,hybrid_gn,17,1,50,ks
17,0.18794384026864602,ate_dr,0,hybrid_gn,17,1,50,ks
17,0.8120561597313529,ate_strat,0,hybrid_gn,17,1,50,ks
18,0.15938726523603444,ate_ipw_2,0,old,18,1,50,ks
18,0.5582475453831227,ate_regr,0,old,18,1,50,ks
18,0.22280868956621042,ate_dr,0,old,18,1,50,ks
18,0.05955649981463237,ate_strat,0,old,18,1,50,ks
18,0.17687335091131565,ate_ipw_2,0,boot,18,1,50,ks
18,0.5512090020897641,ate_regr,0,boot,18,1,50,ks
18,0.2719176469989204,ate_dr,0,boot,18,1,50,ks
18,0,ate_strat,0,boot,18,1,50,ks
18,0.18984874771761961,ate_ipw_2,0,all_boot,18,1,50,ks
18,0.5229196623803254,ate_regr,0,all_boot,18,1,50,ks
18,0.287231589902055,ate_dr,0,all_boot,18,1,50,ks
18,0,ate_strat,0,all_boot,18,1,50,ks
18,0,ate_ipw_2,0,null,18,1,50,ks
18,0,ate_regr,0,null,18,1,50,ks
18,0,ate_dr,0,null,18,1,50,ks
18,1.0000000000000004,ate_strat,0,null,18,1,50,ks
18,0,ate_ipw_2,0,gn,18,1,50,ks
18,0.7286085786644321,ate_regr,0,gn,18,1,50,ks
18,0.02603655521199072,ate_dr,0,gn,18,1,50,ks
18,0.24535486612357724,ate_strat,0,gn,18,1,50,ks
18,0,ate_ipw_2,0,hybrid_gn,18,1,50,ks
18,0,ate_regr,0,hybrid_gn,18,1,50,ks
18,0,ate_dr,0,hybrid_gn,18,1,50,ks
18,1.0000000000000004,ate_strat,0,hybrid_gn,18,1,50,ks
19,1.5850095661324977e-18,ate_ipw_2,0,old,19,1,50,ks
19,0.06652291130521172,ate_regr,0,old,19,1,50,ks
19,0.9334770886947884,ate_dr,0,old,19,1,50,ks
19,0,ate_strat,0,old,19,1,50,ks
19,0,ate_ipw_2,0,boot,19,1,50,ks
19,0.07928842140321092,ate_regr,0,boot,19,1,50,ks
19,0.9148350145841547,ate_dr,0,boot,19,1,50,ks
19,0.005876564012634332,ate_strat,0,boot,19,1,50,ks
19,0,ate_ipw_2,0,all_boot,19,1,50,ks
19,0.07873826996437584,ate_regr,0,all_boot,19,1,50,ks
19,0.9156946509027636,ate_dr,0,all_boot,19,1,50,ks
